Name,BSE Code,NSE Code,Industry,Current Price,Return over 3months,Return over 6months,Volume 1month average,Volume 1week average,Volume,High price,Low price,High price all time,Low price all time,Return over 1day,Return over 1week,Return over 1month,DMA 50,DMA 200,DMA 50 previous day,DMA 200 previous day,RSI,MACD,MACD Previous Day,MACD Signal,MACD Signal Previous Day,Return over 1year,Return over 3years,Return over 5years,Volume 1year average,Return over 7years,Return over 10years,Market Capitalization
Ruby Mills,503169,RUBYMILLS,Textiles - Composite,262.41,31.96,9.13,133213,388359,1686487,278.70,177.00,369.00,23.13,9.94,11.95,6.99,227.92,219.06,226.51,218.62,69.90,5.85,4.16,4.66,4.37,23.69,20.19,27.12,58262,6.03,13.79,877.50
Ruchi Infrastr.,509020,RUCHINFRA,Miscellaneous,15.94,10.31,10.69,820364,575841,616962,19.07,8.30,74.95,1.75,3.10,-1.91,11.08,14.13,12.86,14.05,12.83,60.34,0.74,0.76,0.73,0.73,79.10,26.36,43.17,356624,25.78,0.83,358.49
Ruchira Papers,532785,RUCHIRA,Paper,134.84,4.61,-7.07,151388,79372,78554,164.20,107.55,199.82,3.64,0.04,-0.77,-6.03,135.32,130.75,135.34,130.70,43.92,-0.48,-0.34,0.39,0.60,20.34,16.24,15.20,218081,-0.12,20.59,402.43
Rudra Ecovation,514010,,Textiles - Cotton/Blended,68.21,40.49,51.21,349148,265624,109089,75.00,6.42,75.00,0.90,-2.00,-2.45,-6.42,63.43,45.18,63.23,44.95,52.34,1.81,2.07,2.47,2.64,859.35,132.32,123.61,553816,36.74,,683.81
Rudra Gas,544121,,Construction,150.10,-27.84,,30421,31800,55000,259.90,119.70,259.90,119.70,-1.80,-5.69,-13.39,166.91,158.80,167.59,158.88,34.10,-4.68,-4.24,-3.33,-3.00,,,,120896,,,125.15
Rudra Global,539226,,Steel - Medium / Small,52.41,35.25,54.65,187652,220445,427285,58.00,25.25,65.00,6.41,3.05,3.41,0.02,48.82,40.67,48.67,40.55,56.90,0.46,0.37,0.77,0.85,75.58,80.45,16.67,245928,4.12,,525.90
Rudrabhish. Ent.,,REPL,Miscellaneous,177.66,-10.45,-8.21,21906,34442,18551,238.95,162.05,280.00,20.60,-3.20,-3.06,-4.05,182.48,188.07,182.68,188.18,46.25,-0.26,0.02,-0.90,-1.06,-6.42,-8.49,51.86,40455,,,308.11
Rulka,,RULKA,Engineering - Turnkey Services,524.75,,,22611,14880,14400,666.60,326.75,666.60,326.75,2.44,1.94,-10.77,514.25,499.93,513.82,499.68,49.99,1.22,1.49,6.04,7.24,,,,74167,,,223.46
Rungta Irrigatn.,530449,,Plastics Products,97.81,39.73,28.66,5520,3430,5290,133.95,47.75,133.95,3.31,-1.99,-7.73,-7.77,96.24,76.07,96.18,75.86,43.32,1.16,1.90,3.74,4.39,100.59,103.54,56.59,8523,24.64,24.40,194.85
Rupa & Co,533552,RUPA,Textiles - Products,312.90,18.19,9.21,851297,2316527,462075,330.90,226.55,590.00,100.50,0.19,9.60,10.20,281.79,271.20,280.52,270.78,64.74,10.03,9.62,7.14,6.42,7.27,-14.92,11.32,314902,-5.32,3.43,2488.32
Rushil Decor,533470,RUSHIL,Miscellaneous,374.55,11.91,6.21,344607,652319,1573305,406.90,261.00,927.97,20.11,6.59,7.80,8.91,341.32,333.06,339.96,332.64,67.53,5.26,3.54,4.37,4.15,29.38,11.28,27.94,201991,-7.12,25.80,994.12
S & S Power Swit,517273,S&SPOWER,Electric Equipment,362.90,20.46,84.40,8049,7443,3517,387.55,59.10,387.55,6.75,-2.00,3.76,31.49,292.93,227.04,290.08,225.68,71.36,28.33,28.30,20.15,18.11,451.94,154.95,,5295,,,447.87
S & T Corporatio,514197,,Construction,20.87,-27.13,-38.71,58373,46884,13798,45.34,16.67,94.19,0.47,-1.97,6.48,-7.00,23.14,29.51,23.23,29.59,47.50,-0.90,-1.01,-1.42,-1.54,-36.33,33.41,65.71,70161,,-5.96,66.43
S A I L,500113,SAIL,Steel - Large,146.23,-10.23,0.50,29561987,27964610,32425105,175.65,81.80,293.00,20.15,-2.53,-0.79,-6.03,149.90,133.63,150.05,133.50,46.47,-0.92,-0.82,-1.34,-1.44,55.56,0.74,29.24,37448879,13.12,5.60,60400.67
S A Tech,,SATECH,Computers - Software - Medium / Small,117.70,,,508000,508000,508000,117.70,112.10,117.70,112.10,,,,117.70,117.70,,,,0.00,,0.00,,,,,508000,,,77.04
S C I,523598,SCI,Shipping,283.75,31.73,7.18,17640371,9055940,3908819,384.80,99.05,384.80,19.08,-1.13,2.01,5.54,272.75,218.47,272.30,217.81,49.44,3.84,4.71,7.81,8.80,175.75,49.41,68.00,7328318,22.49,20.67,13217.08
S Chand & Compan,540497,SCHAND,Printing & Stationery,228.23,-3.46,-12.66,91205,57774,61440,335.00,187.05,707.00,33.90,-0.34,-1.42,-4.90,234.58,239.93,234.84,240.05,41.22,-1.57,-1.33,-0.68,-0.46,9.33,19.98,29.26,128470,-10.60,,803.77
S H Kelkar & Co.,539450,SHK,Chemicals,188.48,-0.12,8.98,343579,350840,232305,232.00,126.70,362.90,47.50,-0.81,-3.88,-2.65,194.50,182.62,194.75,182.56,42.65,-0.76,-0.39,-0.70,-0.69,42.57,2.86,10.96,756657,-4.75,,2608.96
S I Cap. & Fin.,530907,,Finance & Investments,26.60,-7.73,-1.92,739,1360,125,34.05,24.49,40.40,4.67,-4.86,-5.10,-12.50,29.25,28.07,29.36,28.08,40.34,-0.46,-0.28,-0.16,-0.09,-13.86,-0.80,13.70,529,,,11.97
S I Paper Mills,516108,,Paper,111.05,40.61,20.12,25994,16547,10799,124.95,68.60,195.00,16.63,2.97,0.10,14.17,100.73,94.95,100.30,94.79,56.42,3.21,3.37,4.40,4.70,-7.77,-11.73,10.23,14748,1.15,8.60,208.22
S J Logistics (I,,SJLOGISTIC,Miscellaneous,577.35,48.97,156.09,76474,141400,151500,625.00,157.60,625.00,157.60,-4.17,9.15,17.11,469.12,344.69,464.70,342.35,66.29,33.32,31.90,22.06,19.25,,,,120055,,,836.18
S K Internation.,542728,,Textiles - Products,17.95,-0.28,,6000,0,0,18.00,17.10,20.80,6.20,0.00,0.00,4.97,15.28,16.84,15.18,16.83,60.89,1.25,1.30,1.34,1.36,0.00,19.95,0.45,6750,,,13.16
S P Apparels,540048,SPAL,Textiles - Products,859.25,50.40,44.75,36681,25945,18258,912.40,429.40,912.40,56.75,-0.21,-0.05,2.40,756.58,630.48,752.39,628.18,62.43,39.09,41.67,44.71,46.12,94.11,38.30,29.03,62152,10.27,,2156.08
S P Capital Fin.,530289,,Finance & Investments,54.70,57.36,43.46,15294,1907,762,68.00,14.10,139.90,4.89,2.82,-3.66,17.41,47.91,36.28,47.63,36.09,56.71,2.68,2.89,3.25,3.39,225.60,26.07,31.75,8449,17.87,12.53,32.87
S P I C,590030,SPIC,Fertilizers,82.98,5.30,-19.55,2249196,1391445,813301,107.50,62.00,107.50,5.10,-1.97,-1.21,-2.56,82.94,78.98,82.94,78.94,46.98,0.39,0.60,0.82,0.93,25.44,10.35,34.50,2264191,17.43,14.25,1689.80
S R G Securities,536710,,Finance & Investments,38.19,46.88,27.30,5000,3600,3000,47.33,11.60,47.33,11.60,-4.98,-19.31,12.32,32.06,26.49,31.81,26.37,53.83,3.87,4.39,4.37,4.49,116.62,,-0.87,7200,,5.91,20.53
S R Industries,513515,,Leather / Leather Products,1.61,21.05,-8.00,8252,8939,3616,2.43,1.16,37.00,0.32,0.63,0.63,9.52,1.50,1.58,1.50,1.58,57.29,0.05,0.05,0.04,0.04,31.97,-13.76,17.14,10886,-22.37,-11.41,3.17
S T C,512531,STCINDIA,Trading,214.07,52.91,10.83,1914898,1353404,473381,252.00,88.85,872.28,28.00,-2.46,-2.72,18.90,176.04,147.22,174.49,146.55,60.40,16.17,16.83,14.20,13.71,135.63,24.57,20.05,644041,3.60,0.40,1284.42
S V Global Mill,535621,,Construction,112.00,20.11,6.67,2196,502,352,124.95,62.70,252.90,18.10,1.36,2.57,8.05,103.70,94.91,103.36,94.74,56.89,2.78,2.75,2.95,3.00,60.11,11.43,28.68,2671,-2.43,-4.15,202.53
S. V. J. Enterp.,543799,,Paper,53.81,64.56,0.60,40417,56100,13500,99.43,0.00,99.43,0.00,5.00,27.57,84.91,34.84,41.49,34.07,41.36,88.13,5.73,5.13,3.80,3.31,-14.30,,,25183,,,29.98
S.A.L Steel,532604,SALSTEEL,Steel - Sponge Iron,21.19,11.23,-23.36,50665,82252,104646,30.57,13.80,33.50,1.00,-2.03,5.95,-9.06,20.86,20.34,20.85,20.33,52.78,-0.05,-0.09,-0.12,-0.13,19.72,7.83,48.85,265505,16.56,21.59,180.05
S.M. Gold,542034,,Diamond Cutting / Jewellery,16.63,-10.78,-20.58,25247,18851,13592,23.88,13.46,359.00,13.45,0.67,-0.72,-5.03,17.41,18.85,17.44,18.87,40.22,-0.24,-0.24,-0.20,-0.19,16.78,-47.46,2.54,50525,,,16.69
Saakshi Medtech,,SAAKSHI,Electric Equipment,269.20,3.26,19.72,19611,11520,11400,369.00,146.00,369.00,146.00,1.64,-4.20,-19.63,269.79,237.93,269.82,237.62,46.36,-2.02,-1.59,1.76,2.71,,,,73497,,,475.30
SAB Events,540081,SABEVENTS,Entertainment / Electronic Media Software,8.65,-20.28,4.85,7397,5975,12122,13.05,3.25,101.50,0.40,-2.04,-9.90,-11.01,9.76,7.94,9.80,7.94,30.14,-0.30,-0.24,-0.07,-0.01,154.41,33.32,60.98,7902,-21.19,,9.07
SAB Industries,539112,,Construction,181.35,-11.19,-2.05,231,72,58,359.20,94.60,359.20,12.50,0.19,3.63,7.56,179.92,166.71,179.87,166.56,51.82,1.81,1.95,1.58,1.52,85.52,55.53,,1035,24.10,,275.83
Sabar Flex India,,SABAR,Packaging,25.70,22.38,33.51,230526,193000,275000,30.60,13.50,30.60,12.00,4.68,-0.96,20.37,23.24,21.43,23.14,21.39,57.10,0.75,0.74,1.06,1.14,56.23,,,73246,,,38.73
Saboo Sodium,530461,,Food - Processing - Indian,21.36,12.07,8.32,140658,121614,52720,25.30,15.47,37.23,1.73,-0.42,1.86,13.14,19.62,19.18,19.55,19.16,63.19,0.69,0.70,0.65,0.65,21.43,22.36,39.66,104025,11.17,12.74,89.65
Sabrimala Indus.,540132,,Trading,10.20,-29.80,80.85,8517,4911,450,15.71,4.91,21.50,2.49,0.00,1.90,15.25,9.70,8.63,9.68,8.61,58.88,0.20,0.18,0.04,0.00,117.95,49.71,10.54,6031,-8.64,,8.89
Sacheta Metals,531869,,Aluminium and Aluminium Products,20.17,-2.09,-20.47,21461,25464,10987,27.80,17.16,85.64,4.95,-0.40,-3.35,-3.72,20.65,20.89,20.67,20.89,43.51,-0.11,-0.09,-0.07,-0.06,5.60,4.06,1.83,44664,-9.79,-1.42,50.43
Sadbhav Engg.,532710,SADBHAV,Construction,29.08,-3.55,8.71,1509118,1857512,2094877,40.41,10.45,440.00,8.50,4.94,-2.74,-5.89,29.11,25.73,29.11,25.70,49.34,-0.07,-0.06,0.10,0.15,165.57,-24.31,-25.60,1413376,-27.93,-17.93,498.93
Sadbhav Infra.,539346,SADBHIN,Construction,5.91,-13.09,2.78,430111,311593,504865,9.31,3.60,157.50,2.85,1.37,1.20,1.55,6.11,5.99,6.11,5.99,47.75,-0.06,-0.07,-0.06,-0.06,59.73,-39.09,-36.32,296719,-33.51,,208.17
Sadhana Nitro,506642,SADHNANIQ,Chemicals,81.48,18.52,0.10,1332248,1533707,609036,110.20,49.01,142.73,0.27,-1.24,0.90,20.78,74.95,77.78,74.69,77.75,56.62,3.50,3.84,3.78,3.85,-10.51,34.75,55.44,966456,63.85,60.02,2013.03
Sadhav,,SADHAV,Shipping,215.15,2.26,,89242,65760,32400,274.00,135.00,274.00,135.00,0.96,-4.02,-9.05,219.82,187.06,220.01,186.78,44.83,-1.86,-1.40,-0.49,-0.15,,,,194988,,,308.80
Sadhna Broadcast,540821,,Entertainment / Electronic Media Software,3.77,-9.38,-29.27,106496,88394,68783,8.20,3.61,34.80,0.70,-0.26,0.27,-4.56,3.92,4.55,3.93,4.55,37.39,-0.04,-0.04,-0.04,-0.04,-22.43,53.13,31.47,208104,,,37.80
Safa Systems,543461,,Trading,12.39,3.86,0.49,36154,37500,40000,21.28,9.70,21.28,6.19,-4.84,-1.59,-20.73,14.11,12.67,14.18,12.67,40.53,-0.47,-0.37,-0.12,-0.04,23.78,,,37652,,,30.95
Safari Inds.,523025,SAFARI,Moulded Luggage,2147.45,6.86,5.91,70399,98050,328983,2350.00,1433.65,2350.00,1.14,1.99,1.88,-0.85,2080.39,1952.24,2077.65,1950.28,56.32,4.28,0.18,6.38,6.91,48.04,80.18,51.09,75268,47.37,39.16,10472.52
Saffron Industri,531436,,Paper,8.55,41.09,-5.52,2160,2346,5773,9.45,3.06,26.80,1.53,-5.00,7.95,8.92,7.80,6.96,7.77,6.94,60.05,0.23,0.22,0.14,0.11,179.41,30.81,,1974,-0.44,7.65,6.15
Sagar Cements,502090,SAGCEM,Cement - South India,243.50,14.62,-6.67,223669,380422,80429,305.00,194.00,319.00,3.23,-1.39,2.18,-4.49,239.76,236.82,239.60,236.76,51.26,0.71,0.74,0.24,0.12,2.68,-6.74,15.76,343768,5.65,13.44,3182.73
Sagar Diamonds,540715,,Diamond Cutting / Jewellery,25.98,-21.68,-54.26,16800,18000,12000,68.50,23.50,92.00,5.50,0.89,-4.49,-1.78,28.69,37.55,28.80,37.66,47.08,-0.52,-0.56,-0.73,-0.79,-27.27,-4.36,29.80,18678,,,32.85
Sagar Soya Prod,507663,,Solvent Extraction,1.86,25.68,37.78,18,18,18,1.86,0.91,104.94,0.61,4.49,4.49,4.49,1.72,17.88,1.71,18.05,79.43,0.15,0.12,0.04,0.01,,,24.98,14,6.46,-14.13,0.05
Sagardeep Alloys,,SAGARDEEP,Mining / Minerals / Metals,31.52,7.03,6.13,248066,29765,29168,40.45,21.55,98.60,14.00,0.57,-0.76,16.31,29.92,28.00,29.85,27.97,52.23,0.85,0.95,1.08,1.14,29.98,-24.67,-3.33,83526,12.29,,53.76
SagarSoft (India,540143,,Computers - Software - Medium / Small,238.00,15.87,25.86,7500,15195,5468,260.00,126.60,302.00,12.50,-1.08,15.98,16.84,209.09,192.00,207.91,191.54,75.79,7.86,6.79,3.97,3.00,70.79,-0.56,30.20,4832,35.22,,152.14
Sah Polymers,543743,SAH,Packaging,83.88,-14.58,-30.19,103851,44242,39403,145.80,73.41,145.80,58.96,0.01,-0.62,-10.04,88.79,97.23,88.99,97.37,44.57,-1.95,-2.11,-2.40,-2.51,-14.93,,,141029,,,216.38
Sahaj Fashions,,SAHAJ,Textiles - Products,20.50,-6.82,-23.22,41000,32000,32000,35.40,18.20,35.40,18.20,0.00,-4.21,-10.28,21.58,24.40,21.63,24.44,45.41,-0.12,-0.07,0.07,0.12,,,,66152,,,26.99
Sahaj Solar,,SAHAJSOLAR,Electric Equipment,589.75,,,354109,553280,1387200,604.65,342.00,604.65,342.00,17.04,28.71,,397.74,369.76,389.90,367.55,,45.91,37.52,26.68,21.87,,,,354109,,,647.90
Sahana Systems,,SAHANA,Computers - Software - Medium / Small,1510.60,59.40,45.12,18921,11950,10250,1861.40,142.50,1861.40,136.05,0.93,-6.54,-13.31,1493.64,1022.61,1492.95,1017.71,43.33,-12.32,-7.54,13.35,19.77,895.13,,,57511,,,1207.95
Sahara,544056,,Miscellaneous,58.00,16.00,-21.27,9723,7040,3200,90.00,47.00,90.00,47.00,-3.33,13.73,20.83,55.67,67.59,55.57,67.69,56.55,1.44,1.35,0.69,0.50,,,,13135,,,17.81
Sahara Housing,511533,,Finance - Housing,52.39,41.29,-5.38,25289,43198,11457,118.70,33.51,1445.35,20.00,-4.99,27.69,48.29,39.85,45.71,39.34,45.64,75.58,4.09,3.75,2.35,1.91,-56.74,3.87,11.21,4864,-4.35,-1.45,36.67
Sahyadri Industr,532841,SAHYADRI,Cement Products,399.90,4.58,-6.86,9089,10350,13302,484.10,325.05,885.00,19.85,0.34,1.06,-7.02,400.65,395.08,400.68,395.03,47.02,-2.85,-2.99,-2.17,-2.01,-0.73,-19.34,23.94,16234,19.04,22.02,437.74
Sai Capital,531931,,Finance & Investments,158.10,14.57,8.55,517,1340,56,209.60,109.75,237.00,15.10,-1.19,-0.88,-0.78,157.51,146.29,157.49,146.18,50.25,0.05,0.03,-0.69,-0.88,30.66,,41.27,528,,,45.52
Sai Silks,543989,KALAMANDIR,Trading,166.92,-12.01,-28.42,282327,278855,214377,312.00,144.00,312.00,144.00,-1.19,-3.18,-5.98,177.94,208.22,178.39,208.64,41.04,-2.82,-2.70,-2.85,-2.86,,,,873352,,,2559.99
Sai Swami Metals,544170,,Domestic Appliances,53.51,,,46421,21600,8000,119.70,45.71,119.70,45.71,-0.91,-2.80,-3.20,62.36,92.55,62.72,92.94,42.64,-1.27,-1.26,-1.50,-1.56,,,,129443,,,35.41
Saianand Commer.,512097,,Trading,0.68,13.33,0.00,2794936,4137668,6354677,0.95,0.40,61.06,0.28,-6.85,-21.84,-10.53,0.73,0.64,0.74,0.64,39.71,0.01,0.02,0.03,0.03,58.14,,,1134214,,-4.52,15.45
Sailani Tours N,543541,,Travel Agencies,27.25,3.69,-24.52,6277,5200,1600,53.73,18.19,68.60,15.40,-1.87,-11.32,11.68,27.64,28.49,27.66,28.50,50.23,0.61,0.72,0.23,0.14,50.14,,,7517,,,12.82
Sainik Finance,530265,,Finance & Investments,46.95,18.26,-4.57,367,412,22,59.00,26.00,59.00,4.22,0.45,9.57,-11.42,45.44,40.79,45.38,40.72,51.91,-0.39,-0.53,-0.21,-0.17,56.66,35.67,29.44,1011,4.90,23.01,51.08
Saint-Gob. Sekur,515043,,Glass & Glass Products,148.80,11.09,6.40,149769,327234,174585,156.00,100.50,156.00,8.02,1.47,9.33,3.87,136.46,128.11,135.96,127.90,66.81,3.19,2.80,2.16,1.90,41.92,31.63,28.42,116941,17.32,20.71,1355.72
Sakar Healthcare,,SAKAR,Pharmaceuticals - Indian - Bulk Drugs & Formln,332.65,-2.61,-20.84,41012,17099,24552,479.00,295.15,479.00,44.00,1.65,1.28,4.74,332.36,342.38,332.35,342.47,52.07,0.45,0.23,0.92,1.04,2.46,21.45,42.18,36789,30.36,,723.51
Saksoft,590051,SAKSOFT,Computers - Software - Medium / Small,291.45,8.18,-4.99,482282,203938,162990,402.20,209.95,402.20,2.67,-1.84,-1.57,2.37,285.40,282.80,285.15,282.71,50.89,2.94,3.38,3.93,4.18,-5.69,63.76,62.39,269807,45.07,38.53,3089.69
Sakthi Finance,511066,,Finance & Investments,62.23,17.59,-32.84,7947,8779,5387,103.75,30.01,103.75,4.07,2.03,3.84,3.01,57.81,54.51,57.63,54.44,62.14,1.18,1.04,0.85,0.77,91.71,39.34,33.84,27170,6.88,15.52,402.66
Sakthi Sugars,507315,SAKHTISUG,Sugar,38.97,8.70,17.38,1195963,960692,612445,46.75,24.00,274.95,5.00,-0.54,-0.41,2.82,38.07,34.07,38.03,34.02,50.58,0.27,0.31,0.33,0.34,57.14,33.72,36.91,1484126,3.91,6.95,463.15
Sakuma Exports,532713,SAKUMA,Trading,31.04,9.88,17.58,8793332,7008212,3041967,39.29,13.95,42.70,0.50,-1.49,-0.26,-2.48,30.84,25.83,30.83,25.77,49.39,-0.26,-0.30,-0.38,-0.40,119.83,33.59,25.58,5453492,15.96,29.39,973.24
SAL Automotive,539353,,Automobiles - Tractors,613.35,16.45,-3.07,1752,4142,8267,696.90,380.00,713.70,12.50,-1.06,16.61,19.10,526.15,500.22,522.59,499.08,70.42,17.59,12.77,6.61,3.87,55.20,34.25,32.16,1539,41.92,,147.06
Salasar Exterior,,SECL,Construction,23.00,26.37,-34.66,56696,6250,6250,36.75,15.25,45.87,0.75,4.31,8.75,24.66,20.22,22.70,20.11,22.70,63.53,0.80,0.67,0.51,0.43,-24.59,139.22,,109941,,,236.78
Salasar Techno,540642,SALASAR,Steel - Medium / Small,17.99,-10.05,-44.39,4638285,3837356,2882295,34.08,8.71,34.08,0.69,-0.11,0.73,-4.71,18.98,17.90,19.02,17.90,42.06,-0.31,-0.33,-0.39,-0.41,82.83,38.04,69.65,7065798,32.27,,3047.99
Salem Erode Inv.,540181,,Finance & Investments,48.47,11.04,0.98,1703,1279,404,82.78,35.01,122.45,1.31,2.95,-0.08,-0.06,50.58,48.09,50.66,48.09,46.24,-0.98,-1.04,-1.10,-1.13,24.60,118.60,,4488,,,55.57
Salguti Industri,526554,,Packaging,39.14,4.65,14.44,176,701,701,41.19,28.74,41.19,5.58,-4.98,-4.98,-4.98,32.10,23.79,31.81,23.63,65.75,3.21,3.46,3.28,3.30,34.97,28.26,16.74,107,9.30,,29.51
Salona Cotspin,590056,SALONA,Textiles - Cotton/Blended,295.85,-3.76,-9.07,2542,2437,2107,383.00,248.00,383.00,6.37,-1.76,-3.19,-6.49,300.51,295.08,300.70,295.07,46.19,-0.56,-0.15,-0.18,-0.08,8.63,10.78,28.85,8151,25.45,26.61,155.62
Salora Intl.,500370,,Trading,59.94,-4.86,-21.15,4535,6135,12119,80.45,42.42,296.00,8.51,-0.61,-3.87,-5.50,60.87,58.15,60.90,58.13,47.37,0.00,0.08,0.02,0.03,7.40,16.97,43.21,7108,1.17,4.34,52.81
Salzer Electron.,517059,SALZERELEC,Electric Equipment,893.15,14.54,101.36,145059,200766,73751,984.95,315.00,984.95,26.05,-2.39,-1.27,-3.34,862.80,678.86,861.56,676.70,50.22,13.54,16.01,15.78,16.34,150.29,73.59,51.75,184656,24.35,23.24,1579.33
Sam Industries,532005,,Construction,76.52,-14.88,-13.72,698,755,426,126.35,57.05,126.35,3.91,-3.14,1.11,-3.02,79.28,78.46,79.40,78.48,49.12,-0.65,-0.73,-1.33,-1.50,18.58,54.25,50.84,3672,28.37,17.57,84.85
Sambandam Spg.,521240,,Textiles - Cotton/Blended,166.05,6.75,0.64,1492,2257,567,207.85,138.10,295.00,24.15,0.88,1.90,1.31,159.18,160.77,158.90,160.72,57.04,1.70,1.47,1.20,1.07,9.89,-12.46,17.83,1667,1.95,7.86,70.74
Sambhaav Media,511630,SAMBHAAV,Entertainment / Electronic Media Software,5.38,0.56,19.56,238057,161140,189239,6.52,2.90,16.70,0.57,0.00,3.86,8.69,5.09,4.71,5.07,4.70,61.31,0.10,0.09,0.07,0.06,68.12,15.96,10.61,233859,-11.40,8.87,102.82
Sameera Agro,,SAIFL,Food - Processing - Indian,83.95,-10.41,-19.40,26695,14080,10400,185.00,76.00,185.00,76.00,0.18,2.50,-0.36,85.86,110.95,85.94,111.22,48.50,-0.52,-0.57,-0.44,-0.42,,,,45611,,,99.98
Samhi Hotels,543984,SAMHI,Hotels,179.36,-6.87,-7.93,969835,808148,1000189,237.85,127.25,237.85,127.25,0.16,-2.57,-5.93,186.31,182.99,186.59,183.02,43.53,-1.92,-1.85,-2.11,-2.15,,,,1843635,,,3946.86
Samkrg Pistons,520075,,Auto Ancillaries,255.05,56.76,51.91,23155,31233,34605,259.35,133.00,379.00,27.00,3.24,9.14,12.26,210.19,174.99,208.36,174.18,69.83,13.17,12.69,12.03,11.75,61.73,11.71,22.72,16654,-1.77,10.08,250.46
Sammaan Capital,535789,SAMMAANCAP,Finance - Housing,166.35,0.36,-10.66,6930599,6232961,4598128,209.43,131.10,1283.57,72.20,-2.28,-0.29,-2.56,168.39,165.47,168.47,165.46,46.88,0.48,0.80,0.29,0.24,12.28,-11.61,-18.34,14464499,-23.46,-7.21,8251.49
Samor Reality,543376,,Construction,82.16,-32.43,-29.17,5022,6984,1927,138.57,29.75,138.57,15.06,-0.95,-0.47,-14.65,93.63,92.12,94.10,92.22,38.42,-3.60,-3.67,-3.60,-3.60,126.65,,,4827,,,176.64
Sampann Utpadan,534598,SAMPANN,Miscellaneous,34.72,64.94,44.37,82306,48029,20115,42.27,14.55,63.80,1.20,-1.59,-0.77,-8.90,32.78,25.57,32.70,25.48,49.07,0.45,0.56,1.02,1.16,98.40,55.69,63.19,80959,21.08,17.88,141.00
Sampre Nutrition,530617,,Food - Processing - Indian,84.86,15.30,4.93,19382,48111,119013,99.33,46.55,296.35,5.78,5.00,27.59,13.97,67.97,70.73,67.28,70.58,72.44,3.43,2.57,2.05,1.70,42.03,74.39,34.33,22655,9.59,23.33,76.12
Samrat Forgings,543229,,Castings & Forgings,308.00,-12.75,-23.00,133,158,13,575.00,263.20,575.00,52.30,-1.28,-0.02,-6.67,315.80,325.20,316.12,325.37,47.86,-1.99,-1.80,-1.58,-1.47,4.76,23.13,,200,,,154.00
Samrat Pharma,530125,,Pharmaceuticals - Indian - Bulk Drugs,373.55,-0.97,4.78,5812,12013,15645,459.00,320.00,1250.00,6.21,1.34,9.19,10.24,350.69,376.45,349.76,376.48,65.90,5.37,3.98,1.75,0.85,-1.29,13.90,44.64,6210,29.69,29.71,115.43
Samsrita Labs,539267,,Trading,16.55,-1.43,-5.75,6077,9890,7007,21.69,13.00,75.50,7.00,-4.99,-2.93,-6.50,16.66,16.97,16.66,16.97,47.99,0.10,0.14,0.11,0.11,0.00,-18.70,-18.24,5390,-2.46,,24.51
Samtex Fashion,521206,,Textiles - Products,2.71,15.32,-2.87,102501,95058,84621,3.16,1.84,20.15,0.31,-4.58,5.86,1.88,2.58,2.45,2.57,2.44,53.79,0.04,0.03,0.03,0.03,33.50,28.07,37.07,54078,-10.14,-5.88,20.19
Samvardh. Mothe.,517334,MOTHERSON,Auto Ancillaries,193.25,51.15,62.74,16902234,11772208,12047052,208.90,86.80,208.90,2.64,-1.55,-1.60,-5.73,180.76,138.09,180.25,137.53,52.03,2.95,3.37,4.63,5.05,99.84,14.31,28.13,19984230,6.71,12.59,130954.34
Samyak Internati,530025,,Trading,48.73,48.52,117.16,48363,33947,42654,51.85,16.05,182.10,6.39,-1.73,14.79,52.28,35.63,27.76,35.10,27.55,80.85,4.19,3.98,3.15,2.89,144.14,35.36,30.59,27658,25.12,10.17,30.46
Sanathnagar Ent.,509423,,Construction,62.68,14.36,112.84,1174,927,437,87.55,16.00,87.55,6.45,-1.99,-9.57,-23.94,68.65,45.62,68.89,45.45,28.86,-2.43,-1.98,-0.58,-0.12,190.72,21.90,49.12,3658,,,19.74
Sanblue Corp.,521222,,Trading,51.76,10.24,34.44,374,574,355,68.00,0.00,98.00,0.00,0.00,1.99,-6.91,50.52,43.29,50.47,43.20,49.08,0.15,0.21,0.68,0.81,84.13,34.76,51.38,1645,43.21,22.15,25.88
Sanchay Finvest,511563,,Finance & Investments,33.10,-10.54,-28.25,385,238,25,70.77,13.15,70.77,3.13,0.00,-0.06,14.14,33.51,32.68,33.53,32.68,51.29,0.27,0.30,0.20,0.18,164.17,,,587,,,10.43
Sanco Industries,,SANCO,Plastics Products,6.85,-9.27,-14.38,5736,11120,13665,9.85,3.95,145.00,3.95,-5.12,-14.38,-26.74,7.26,7.17,7.27,7.17,41.09,0.23,0.36,0.50,0.57,-7.43,-8.36,-16.62,13052,-30.49,,8.96
Sanco Trans,523116,,Miscellaneous,760.00,3.55,20.44,150,146,2,842.90,575.00,1158.00,17.75,3.05,-2.06,0.00,729.81,696.48,728.58,695.85,52.78,7.42,7.26,9.64,10.20,7.50,24.80,27.62,239,15.81,10.83,136.80
Sancode Tech.,543897,,Computers - Software - Medium / Small,64.90,-18.87,1.01,7179,6750,3000,118.51,59.00,118.51,51.70,4.68,1.41,-6.24,68.30,71.41,68.43,71.48,47.44,-1.11,-1.15,-1.07,-1.07,9.06,,,13166,,,26.41
