Name,BSE Code,NSE Code,Industry,Current Price,Price to Earning,Market Capitalization,Dividend yield,Net Profit latest quarter,YOY Quarterly profit growth,Sales latest quarter,YOY Quarterly sales growth,Return on capital employed,Debt,Equity capital,Preference capital,Reserves,Secured loan,Unsecured loan,Balance sheet total,Gross block,Revaluation reserve,Accumulated depreciation,Net block,Capital work in progress,Investments,Current assets,Current liabilities,Book value of unquoted investments,Market value of quoted investments,Contingent liabilities,Total Assets,Working capital,Lease liabilities,Inventory,Trade receivables,Face value,Cash Equivalents,Advance from Customers,Trade Payables,Number of equity shares preceding year,Debt preceding year,Working capital preceding year,Net block preceding year,Gross block preceding year,Capital work in progress preceding year,Working capital 3Years back,Working capital 5Years back,Working capital 7Years back,Working capital 10Years back,Debt 3Years back,Debt 5Years back,Debt 7Years back,Debt 10Years back,Net block 3Years back,Net block 5Years back,Net block 7Years back
Sejal Glass,532993,SEJALLTD,Glass & Glass Products,353.35,108.14,356.88,0.00,0.32,-96.01,49.94,309.01,13.41,162.02,10.10,0.00,19.02,56.31,105.71,230.40,160.47,14.44,45.56,114.91,5.03,5.54,95.01,60.77,0.00,0.00,5.36,230.40,56.99,21.61,16.70,68.27,10.00,2.57,1.22,28.97,1.01,31.28,12.80,20.35,59.38,0.40,-163.89,-129.61,,10.31,22.15,22.19,,55.51,29.61,34.56,
SEL Mfg. Co,532886,SELMC,Textiles - Cotton/Blended,56.92,,188.60,0.00,-41.53,26.28,28.01,-87.73,-15.13,939.93,33.13,0.00,-89.52,738.26,201.67,1055.05,2926.34,0.00,1948.96,977.38,42.46,1.30,29.06,292.22,0.00,0.00,0.00,1055.05,-141.87,0.00,17.16,0.81,10.00,3.39,0.12,95.35,3.31,931.90,-51.40,1072.54,2927.70,42.46,31.62,-1592.28,1270.15,1222.58,958.78,5665.60,5658.26,4793.12,1281.44,2155.20,2487.28
Selan Expl. Tech,530075,SELAN,Oil Drilling / Allied Services,977.45,32.38,1485.72,0.00,18.19,260.91,63.46,125.68,12.28,3.50,15.20,0.00,378.57,0.00,3.84,484.56,25.26,0.00,12.66,300.51,0.00,64.34,173.77,29.97,0.00,0.00,10.77,484.56,144.17,3.50,19.03,34.62,10.00,50.48,0.00,18.88,1.52,3.84,51.78,12.60,25.26,166.06,66.79,40.27,132.55,141.53,0.70,0.64,0.00,0.00,7.67,11.10,9.48
Sellwin Traders,538875,,Miscellaneous,24.50,43.17,49.64,0.00,0.62,82.35,10.77,7.38,5.27,0.00,8.20,0.00,19.14,0.00,0.00,31.60,0.05,0.00,0.02,0.03,0.00,1.39,26.58,4.12,0.00,0.00,0.00,31.60,22.46,0.00,0.00,13.84,10.00,2.57,0.00,3.49,0.82,0.00,12.88,0.03,0.05,0.00,0.05,0.06,0.02,0.09,0.16,0.03,0.00,0.00,0.00,0.00,0.00
Semac Consul,505368,SEMAC,Engineering - Turnkey Services,571.70,,175.34,0.87,-16.04,-459.19,24.99,-67.82,-27.36,19.23,3.07,0.00,76.30,0.33,5.33,197.27,34.01,0.00,11.12,23.33,0.00,1.00,158.87,107.77,0.00,0.00,25.08,197.27,66.73,4.53,0.00,34.26,10.00,41.99,25.60,43.14,0.31,5.66,84.49,22.89,34.01,0.47,134.80,107.79,110.77,108.33,34.80,0.15,26.98,86.38,69.91,67.67,67.57
Senco Gold,543936,SENCO,Diamond Cutting / Jewellery,987.30,40.64,7671.73,0.10,36.83,38.25,1129.93,39.02,13.35,1756.02,77.70,0.00,1299.30,1177.17,209.75,3715.01,482.42,0.00,206.80,353.75,0.14,13.45,3274.22,2095.04,0.00,0.00,23.19,3715.01,2701.16,259.29,2436.77,64.44,10.00,547.33,96.46,196.18,5.58,1386.92,1957.40,275.63,482.42,13.06,993.40,890.84,,,679.81,562.94,,,211.84,81.49,
Senthil Infotek,531980,,Computers - Software - Medium / Small,24.19,,12.22,0.00,0.00,,0.03,-25.00,0.21,0.00,5.05,0.00,-0.27,0.00,0.00,4.80,3.93,0.00,0.00,4.46,0.00,0.00,0.34,0.02,0.00,0.00,0.00,4.80,0.32,0.00,0.00,0.11,10.00,0.12,0.00,0.00,0.51,0.00,0.85,3.93,3.93,0.00,2.05,2.35,2.38,1.66,0.00,0.00,0.00,0.00,1.96,1.32,1.32
SEPC,532945,SEPC,Engineering - Turnkey Services,20.36,139.75,3183.61,0.00,6.67,133.10,147.82,3.93,4.25,454.95,1409.81,0.00,-199.55,399.25,10.09,2209.30,65.61,0.00,29.37,30.96,0.00,0.78,1470.89,605.88,0.00,0.41,473.98,2209.30,1019.76,2.80,0.00,300.02,10.00,60.93,34.33,304.21,156.33,409.34,834.91,36.23,65.61,0.00,1012.91,1121.18,975.89,514.85,835.89,657.24,841.23,2023.42,45.12,54.73,60.89
Sequent Scien.,512529,SEQUENT,Pharmaceuticals - Indian - Bulk Drugs & Formln,139.32,,3475.77,0.00,1.28,107.45,361.20,-1.49,0.90,487.70,49.89,0.00,606.67,257.70,185.89,1540.38,939.83,0.00,334.52,596.80,11.08,3.50,822.86,626.99,0.00,0.05,0.96,1540.38,511.75,36.42,346.23,335.63,2.00,69.83,5.46,260.26,24.94,443.59,487.60,605.31,939.83,55.28,385.79,292.59,194.77,87.18,276.99,325.07,415.86,418.11,535.66,498.14,684.33
Sera Investments,512399,,Finance & Investments,26.02,9.46,169.13,0.00,3.46,136.85,5.27,256.08,36.56,29.62,10.00,0.00,15.85,0.00,29.62,55.63,0.00,0.00,0.00,0.00,0.00,25.87,1.97,0.17,0.00,0.00,0.00,55.63,1.80,0.00,0.00,1.02,2.00,0.79,0.00,0.00,5.00,29.62,1.80,0.00,0.00,0.00,0.17,7.80,0.76,-0.02,0.00,2.90,0.02,0.00,0.00,0.00,0.00
Service Care Ltd,,SERVICE,Miscellaneous,66.75,17.60,76.75,1.50,2.66,,103.65,,27.76,0.00,8.41,0.00,22.20,3.12,0.00,54.87,0.68,0.00,0.47,2.65,0.00,0.00,31.84,21.17,0.00,0.00,0.00,54.87,10.67,0.00,0.05,23.72,10.00,5.43,0.00,0.17,0.84,3.12,14.63,0.22,0.68,0.00,7.07,,,,3.15,,,,0.16,,
Servoteach Inds.,531944,,Engineering - Turnkey Services,21.00,,8.25,0.00,-0.13,-150.00,0.00,,,0.00,4.23,0.00,-4.60,0.00,0.24,0.16,0.09,0.00,0.09,0.00,0.00,0.00,0.07,0.02,0.00,0.00,0.00,0.16,0.05,0.00,0.00,0.00,10.00,0.00,0.00,0.02,0.39,0.24,0.03,0.00,0.09,0.00,0.00,0.01,0.11,0.13,0.33,0.15,0.00,0.00,0.00,0.00,0.00
Servotech Power,,SERVOTECH,Electric Equipment,125.98,233.24,2808.15,0.03,4.74,17.62,97.51,43.10,11.30,80.81,21.69,0.00,106.89,41.05,1.23,258.09,29.54,0.00,8.52,46.05,0.00,1.31,194.91,108.82,0.00,0.00,23.19,258.09,153.80,0.00,33.70,80.63,1.00,60.05,0.50,28.94,21.27,42.28,84.26,21.02,29.54,0.49,47.40,38.07,21.54,11.78,25.06,15.57,20.93,11.66,10.76,8.16,6.57
Seshasayee Paper,502450,SESHAPAPER,Paper,350.10,9.76,2208.02,1.43,38.34,-46.28,422.16,-1.02,20.24,21.00,12.04,0.00,1825.49,21.00,0.00,2317.40,1073.42,0.00,297.43,775.99,35.06,188.68,1048.20,314.29,0.00,249.89,82.84,2317.40,754.91,0.00,287.91,119.00,2.00,607.10,2.02,259.35,6.31,0.00,573.63,795.63,1049.40,19.87,345.45,249.97,16.44,128.90,7.80,96.93,170.72,389.47,734.36,671.86,637.20
Setco Automotive,505075,SETCO,Auto Ancillaries,13.26,,177.38,0.00,-28.29,61.03,173.78,8.37,9.39,987.83,26.75,0.00,-593.20,819.91,52.80,555.70,410.69,0.00,126.16,257.52,0.00,83.11,197.44,183.91,0.00,0.00,756.73,555.70,79.21,0.21,127.34,41.38,2.00,14.41,0.00,96.38,13.38,872.71,79.71,284.53,410.69,0.00,76.32,113.27,153.07,140.81,470.36,376.45,425.22,184.71,282.21,316.79,329.91
Setubandhan Inf.,533605,SETUINFRA,Construction,0.75,,9.43,0.00,-0.47,-161.04,0.00,-100.00,0.39,160.20,12.57,0.00,-73.03,71.24,0.00,168.25,41.67,0.00,13.53,27.74,0.00,0.42,94.84,213.72,0.00,0.00,0.00,168.25,41.32,0.00,36.21,15.15,1.00,0.16,24.36,26.12,12.57,71.24,58.19,29.13,41.67,0.00,79.95,125.82,95.85,87.87,68.06,37.70,25.85,25.00,31.36,17.13,8.59
Seven Hill Inds.,511760,,Finance & Investments,1.08,4.39,14.04,0.00,3.11,3355.56,0.00,,23.74,6.27,13.00,0.00,-4.14,0.00,6.16,24.90,0.00,0.00,0.00,0.00,0.00,1.27,0.08,9.77,0.00,0.00,0.00,24.90,-9.69,0.00,0.00,0.00,1.00,0.00,0.00,6.46,13.00,6.16,-10.04,0.00,0.00,0.00,-5.33,-3.19,1.71,1.71,13.12,24.23,0.02,0.99,0.00,0.00,0.00
Seya Industries,524324,SEYAIND,Chemicals,38.76,,102.99,0.00,-0.37,96.33,1.54,-37.65,-0.32,770.98,26.57,0.00,801.05,769.62,0.00,1612.31,871.22,0.00,182.91,670.34,796.21,0.00,28.98,90.68,0.00,0.00,0.00,1612.31,15.27,0.00,7.49,0.30,10.00,1.44,0.00,0.00,2.66,769.62,18.12,688.31,871.22,796.21,66.58,148.94,111.83,33.94,771.05,669.02,391.22,151.80,723.08,731.41,421.60
SG Finserve,539199,,Finance & Investments,425.45,28.41,2339.08,0.00,19.39,23.98,43.54,24.97,12.18,956.78,54.98,0.00,751.41,492.98,0.00,1779.43,0.24,0.00,0.01,1.91,0.00,0.00,1769.82,963.47,0.00,0.00,0.00,1779.43,1763.13,0.00,0.00,0.00,10.00,77.23,0.00,0.00,4.13,492.98,88.43,0.22,0.24,0.85,5.42,5.25,1.82,5.09,0.00,0.60,0.19,0.25,1.26,1.62,1.65
SG Mart,512329,,Trading,389.55,71.18,4345.04,0.00,33.65,25984.62,1277.54,,14.52,182.29,11.15,0.00,1075.94,0.00,0.00,1487.05,0.01,0.00,0.01,39.06,17.06,0.11,1384.22,399.35,0.00,0.00,0.00,1487.05,1166.92,0.40,71.25,86.34,1.00,1125.45,0.00,193.56,2.00,0.00,12.12,0.00,0.01,0.00,11.77,0.73,0.34,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SGN Telecoms,531812,,Cables - Power,0.91,,7.35,0.00,-0.02,-100.00,0.00,,-74.39,0.00,8.08,0.00,-7.57,0.00,0.00,3.19,3.15,0.00,2.12,1.03,0.00,0.00,2.16,0.11,0.00,0.00,0.00,3.19,2.05,0.00,0.00,2.11,1.00,0.04,0.00,0.00,8.08,0.00,2.44,1.03,3.15,0.00,2.49,2.16,2.56,3.87,0.00,0.00,1.50,1.65,1.03,1.00,1.08
Sh. Ajit Pulp,538795,,Paper,232.90,15.12,124.76,0.43,2.85,578.57,107.47,41.87,4.50,226.28,7.50,0.00,219.76,169.35,0.01,516.16,188.68,0.00,48.70,293.92,43.52,0.04,130.73,104.54,0.00,0.01,1.08,516.16,89.73,0.01,55.21,53.61,10.00,1.63,0.02,35.55,0.89,169.36,84.15,139.99,188.68,139.25,70.15,31.69,35.23,23.32,24.38,35.69,44.20,42.92,128.92,126.68,88.75
Sh. Bajrang All.,526981,,Steel - Medium / Small,272.45,6.00,245.21,0.00,14.69,6.30,226.54,-37.28,1.73,59.45,9.00,0.00,290.69,41.58,12.58,414.80,46.71,3.26,8.30,41.58,0.10,258.08,113.68,110.72,0.00,0.00,2103.37,414.80,62.41,0.00,50.36,50.42,10.00,1.51,29.61,2.93,0.90,54.16,54.36,38.41,46.71,0.10,54.28,42.88,37.87,62.07,58.14,19.51,41.00,61.79,42.11,7.58,3.62
Sh. Digvijay Cem,502180,SHREDIGCEM,Cement - North India,103.01,18.57,1518.44,2.91,11.27,-34.63,176.80,-8.30,34.08,0.02,147.41,0.00,233.80,0.00,0.02,534.57,371.89,0.00,201.11,170.78,38.85,2.15,274.15,137.79,0.00,0.00,55.52,534.57,136.38,0.02,133.33,32.11,10.00,13.84,0.00,66.56,14.52,0.03,132.53,181.50,351.31,7.22,115.84,22.41,40.52,17.73,0.28,40.27,96.02,63.76,182.38,194.49,217.03
Sh. Dinesh Mills,503804,,Textiles - Products,518.80,36.23,290.56,1.93,1.79,-34.19,27.19,12.63,5.91,24.23,5.60,0.42,195.86,23.79,0.02,270.86,194.24,0.00,139.68,54.56,0.00,162.68,44.77,36.77,0.00,0.00,3.71,270.86,16.84,0.00,19.44,15.14,10.00,4.85,7.64,9.90,0.56,14.04,17.68,48.96,184.69,0.00,13.59,14.21,28.77,52.09,5.34,7.21,15.96,32.23,39.19,54.18,65.70
Sh. Ganesh Elas.,530797,,Finance & Investments,28.52,9.63,15.69,0.00,-0.97,38.99,8.25,300.49,38.62,0.82,5.50,0.00,0.01,0.19,0.01,7.86,0.34,0.00,0.11,0.54,0.00,0.00,7.19,1.66,0.00,0.00,0.00,7.86,5.67,0.00,1.68,0.00,10.00,4.11,0.00,1.13,0.55,0.20,3.74,0.23,0.34,0.00,2.88,2.26,4.26,5.90,0.14,0.01,2.11,3.23,0.01,0.00,0.00
