Name,BSE Code,NSE Code,Industry,Current Price,Market Capitalization,Price to Earning,Dividend yield,Price to book value,Return on assets,Debt to equity,Return on equity,Promoter holding,Earnings yield,Pledged percentage,Industry PE,Enterprise Value,Number of equity shares,Book value,Inventory turnover ratio,Quick ratio,Exports percentage,Piotroski score,G Factor,Asset Turnover Ratio,Financial leverage,Number of Shareholders,Unpledged promoter holding,Return on invested capital,Debtor days,Industry PBV,Credit rating,Working Capital Days,Earning Power,Graham Number,Cash Conversion Cycle,Days Payable Outstanding,Days Receivable Outstanding,Days Inventory Outstanding,Public holding,FII holding,Change in FII holding,DII holding,Change in DII holding,Book value preceding year,Return on capital employed preceding year,Return on assets preceding year,Return on equity preceding year,Number of Shareholders preceding quarter
Saptak Chem &,506906,,Trading,2.70,2.90,,0.00,,-3.47,,,16.31,-0.58,0.00,55.52,5.20,1.07,-2.02,,0.07,0.00,1.00,2.00,0.00,-0.40,10952.00,16.31,-18.75,,5.67,,,-18.75,,,,,,80.70,0.00,0.00,3.00,0.00,-1.99,1.33,0.63,,10952.00
Saptarishi Agro,519238,,Food - Processing - Indian,43.86,149.22,73.15,0.00,20.30,8.88,0.70,32.23,74.98,1.74,0.00,41.69,154.29,3.40,2.16,12.51,1.34,0.00,6.00,3.00,1.79,3.13,21081.00,74.98,18.81,136.29,3.84,,94.11,13.91,5.40,93.19,59.92,136.29,16.81,25.02,0.00,0.00,0.00,0.00,1.56,11.08,2.15,11.98,20972.00
Sar Auto Prod.,538992,,Auto Ancillaries,2006.85,956.21,817.27,0.00,56.65,3.95,0.94,7.17,74.86,0.17,0.00,38.32,956.90,0.48,35.43,9.16,1.16,0.00,6.00,4.00,0.68,1.75,717.00,74.86,3.87,27.50,3.96,,86.70,4.67,44.24,42.15,42.53,27.50,57.17,20.51,0.00,0.00,4.63,0.00,33.03,4.73,2.65,3.95,708.00
Sar Televenture,,SARTELE,Transmisson Line Towers / Equipment,259.85,965.15,61.63,0.00,10.86,10.78,2.48,37.44,66.26,1.43,0.00,42.15,1138.36,3.71,23.93,0.13,16.65,0.00,3.00,1.00,0.85,2.02,1137.00,66.26,6.33,63.25,7.17,,695.92,6.11,53.02,63.25,,63.25,,30.44,0.00,,3.29,,,48.21,27.82,66.95,
Saraswati Commer,512020,,Finance & Investments,9494.00,977.81,9.41,0.00,1.42,16.77,0.00,18.49,72.32,12.83,0.00,23.21,975.21,0.10,6702.69,0.00,0.29,0.00,7.00,6.00,0.21,0.90,1970.00,72.32,21.84,0.00,1.89,,-36.32,16.52,12335.22,0.00,,0.00,,27.68,0.00,0.00,0.00,0.00,4208.76,4.60,2.42,2.73,1999.00
Sarda Energy,504614,SARDAEN,Steel - Medium / Small,259.40,9140.77,16.82,0.29,2.35,9.17,0.35,14.39,72.64,8.59,0.00,27.97,9739.32,35.24,110.35,3.83,2.69,0.00,6.00,4.00,0.67,1.48,53957.00,72.64,12.16,9.55,2.86,,130.63,13.93,197.03,63.50,26.17,9.55,80.12,21.10,2.49,-0.20,3.75,0.14,96.77,19.31,11.16,18.69,53543.00
Sarda Proteins,519242,,Trading,93.24,16.09,804.50,0.00,6.79,0.83,0.00,0.85,0.00,0.13,0.00,38.53,15.97,0.17,13.73,,115.00,0.00,5.00,3.00,0.54,1.02,3107.00,0.00,0.88,0.00,3.35,,606.46,0.82,5.98,0.00,,0.00,0.00,100.00,0.00,0.00,0.00,0.00,13.62,0.42,-1.24,-1.27,3157.00
Saregama India,532163,SAREGAMA,Entertainment / Electronic Media Software,520.45,10045.18,52.61,0.77,6.84,10.57,0.00,14.06,59.22,2.78,0.00,41.62,9508.53,19.30,76.12,0.00,3.31,0.00,7.00,4.00,0.43,1.27,62698.00,59.22,11.93,72.15,2.64,,175.57,13.00,130.20,72.15,,72.15,,20.07,17.22,1.17,3.22,0.64,69.54,17.55,10.28,12.82,72433.00
Sarla Performanc,526885,SARLAPOLY,Textiles - Spinning - Synthetic / Blended,109.79,916.78,21.29,0.00,2.14,5.31,0.32,7.94,56.67,6.21,0.00,29.27,1041.94,8.35,51.29,2.48,0.73,54.98,7.00,4.00,0.62,1.44,36973.00,56.67,9.46,86.72,0.86,,131.32,9.94,77.27,170.21,71.20,86.72,154.69,41.85,0.77,0.04,0.72,0.72,47.29,7.20,3.54,5.42,28342.00
Saroja Pharma In,,SAROJA,Trading,47.00,18.90,21.48,0.00,1.29,4.12,0.39,17.29,73.02,10.94,0.00,38.53,24.31,0.40,36.41,9.21,1.85,0.00,4.00,3.00,1.91,4.19,506.00,73.02,15.70,99.24,3.35,,87.01,10.02,42.35,78.86,60.01,99.24,39.63,26.98,0.00,0.00,0.00,0.00,,22.09,5.75,23.25,597.00
Sarthak Global,530993,,Finance & Investments,15.08,4.52,226.00,0.00,2.73,0.09,10.70,1.21,72.72,4.46,0.00,15.74,22.21,0.30,5.53,11.16,6.89,0.00,6.00,4.00,0.19,12.78,489.00,72.72,0.73,34.98,2.79,,1721.87,5.04,2.88,59.51,8.18,34.98,32.72,27.28,0.00,0.00,0.00,0.00,5.47,6.01,0.28,4.33,488.00
Sarthak Industri,531930,,Trading,23.87,22.18,32.62,0.00,0.55,1.10,0.04,1.72,36.27,7.30,0.00,38.53,21.64,0.93,43.27,6.32,2.46,0.00,5.00,3.00,0.49,1.54,2905.00,36.27,3.93,34.07,3.35,,290.87,2.87,26.69,44.90,47.48,34.07,58.31,63.73,0.00,0.00,0.00,0.00,41.77,4.62,1.03,1.94,2980.00
Sarthak Metals,540393,SMLT,Steel - Medium / Small,188.37,257.87,18.78,1.06,2.22,11.94,0.00,12.42,69.15,8.82,0.00,27.97,222.44,1.37,84.80,14.99,32.26,0.00,6.00,5.00,2.65,0.99,11837.00,69.15,12.25,47.53,2.86,,79.18,16.36,138.84,75.61,0.18,47.53,28.26,30.24,0.61,0.01,0.00,0.00,76.69,41.00,26.67,32.95,10900.00
Sarup Industries,514412,,Leather / Leather Products,49.43,16.06,,0.00,,-2.63,,,74.36,0.82,28.94,80.01,58.32,0.33,-23.92,0.18,0.41,0.00,7.00,3.00,0.18,-8.32,1575.00,52.84,1.23,298.75,3.28,,897.52,0.73,,2124.41,1013.67,298.75,2839.33,25.64,0.00,0.00,0.00,0.00,-17.68,-0.43,-3.86,,1592.00
Sarveshwar Foods,543688,SARVESHWAR,Food - Processing - Indian,9.09,889.74,53.09,0.00,3.52,2.48,1.18,7.55,54.91,5.17,0.00,41.69,1187.74,97.88,2.58,2.49,0.93,0.00,5.00,4.00,1.29,2.68,213791.00,54.91,8.54,78.70,3.84,,224.04,7.76,3.15,174.35,70.42,78.70,166.07,45.09,0.00,-1.05,0.00,0.00,2.60,8.12,1.45,4.69,203888.00
Sarvottam Finve.,539124,,Finance & Investments,27.41,20.56,43.74,0.00,0.81,1.85,0.02,1.88,24.00,2.40,0.00,23.21,20.40,0.75,33.73,0.34,26.33,0.00,8.00,0.00,0.07,1.01,1924.00,24.00,13.31,420.85,1.89,,568.44,1.89,21.81,420.85,,420.85,,76.00,0.00,0.00,0.00,0.00,33.09,-4.88,-4.60,-4.64,1876.00
Sasken Technol.,532663,SASKEN,Computers - Software - Medium / Small,1668.30,2515.45,35.57,1.50,3.27,8.70,0.01,10.22,43.25,3.44,0.00,36.72,2468.29,1.51,509.91,,1.39,0.00,3.00,2.00,0.46,1.14,25043.00,43.25,77.45,59.07,3.82,,-4.43,9.16,736.22,59.07,,59.07,,37.11,18.38,0.01,1.21,0.11,477.93,17.08,11.85,13.76,26128.00
Sastasundar Ven.,533259,SASTASUNDR,Finance & Investments,311.35,990.40,26.06,0.00,1.30,0.50,0.01,0.77,73.92,6.47,0.00,23.21,945.32,3.18,239.66,8.31,2.97,0.00,8.00,4.00,1.17,1.54,14493.00,73.92,15.69,11.32,1.89,,53.60,5.32,256.23,33.00,12.60,11.32,34.28,24.12,0.61,0.05,1.35,0.39,235.27,-10.87,-7.47,-8.57,14544.00
Sat Industries,511076,SATINDLTD,Steel - Medium / Small,102.07,1154.26,19.82,0.29,1.78,8.95,0.10,12.80,51.59,9.81,0.00,27.97,881.16,11.31,57.33,3.81,3.92,0.00,5.00,2.00,0.72,1.07,33216.00,51.59,9.76,107.95,2.86,,183.65,9.67,171.52,134.36,74.55,107.95,100.96,47.11,1.11,0.36,0.21,0.00,23.11,17.28,9.65,17.17,28519.00
Satchmo Holdings,533202,,Construction,3.71,54.10,,0.00,,1.83,,,44.76,-10.49,0.00,29.62,187.40,14.58,-73.70,0.00,0.10,0.00,6.00,2.00,0.05,-0.80,19555.00,44.76,,4.56,2.84,,-8665.95,-2.47,,4.56,,4.56,,48.16,0.00,0.00,7.04,0.00,-75.46,,-7.63,,19860.00
Sati Poly,,SATIPOLY,Packaging,207.50,102.65,32.38,0.00,,6.45,1.82,38.97,63.01,5.25,0.00,28.68,122.13,0.49,,6.62,0.60,0.84,6.00,2.00,3.65,4.00,,63.01,14.51,25.20,2.13,,33.54,11.37,,41.75,45.72,25.20,62.28,,,,,,,21.74,7.62,122.06,
Satia Industries,539201,SATIA,Paper,124.44,1244.40,5.89,0.80,1.33,15.21,0.34,25.36,52.46,18.31,0.00,9.83,1543.39,10.00,93.23,4.41,1.04,0.00,8.00,5.00,1.24,1.49,58055.00,52.46,19.83,34.60,1.07,,67.01,20.13,210.48,89.38,31.74,34.60,86.51,44.68,2.85,0.78,0.00,0.00,73.32,20.28,14.72,30.05,62650.00
Satin Creditcare,539404,SATIN,Finance & Investments,215.57,2381.42,5.25,0.00,0.99,4.76,3.30,21.81,36.17,17.43,0.00,23.21,9025.23,11.05,217.33,,7.94,0.00,5.00,7.00,0.24,3.82,41951.00,36.17,16.65,1.38,1.89,,-10.09,14.99,453.66,1.38,,1.38,,49.21,7.14,0.47,7.04,0.12,192.12,8.41,0.06,0.30,44333.00
Satra Properties,508996,,Construction,0.95,16.94,,0.00,0.29,-0.62,1.50,-3.04,54.35,-1.10,81.23,29.62,104.74,17.84,3.32,0.00,0.38,0.00,2.00,3.00,0.00,5.01,9123.00,10.20,-1.18,,2.84,,,-0.38,,,,,,42.19,0.00,0.00,3.47,0.00,3.48,-17.12,-28.99,-196.69,9234.00
Sattrix,544189,,Computers - Software - Medium / Small,162.90,110.77,27.69,0.00,,19.92,0.16,40.59,73.53,5.30,0.00,36.72,111.17,0.68,,,1.64,0.00,6.00,0.00,1.82,1.68,834.00,73.53,35.75,153.92,3.82,,90.98,22.95,,153.92,,153.92,0.00,26.04,0.09,,0.34,,,,,,
Saumya Cons,539218,,Finance & Investments,201.00,138.83,6.49,0.00,1.27,20.23,0.00,21.73,54.88,20.31,0.00,23.21,138.67,0.69,157.96,1.34,141.48,0.00,7.00,7.00,0.56,0.97,1494.00,54.88,18.14,2.14,1.89,,705.04,23.83,331.68,352.98,0.00,2.14,350.84,45.12,0.00,0.00,0.00,0.00,126.99,-0.99,-1.08,-1.15,1510.00
Saurashtra Cem.,502175,SAURASHCEM,Cement - North India,131.39,1458.20,20.96,1.52,1.57,4.75,0.09,7.69,66.88,9.16,0.00,30.76,1293.86,11.10,83.59,3.70,0.69,0.01,7.00,5.00,1.21,1.58,55301.00,66.88,7.11,18.23,3.11,,-14.89,7.54,97.94,145.97,447.67,18.23,575.40,32.73,0.01,0.01,0.37,0.00,125.35,-1.97,-1.55,-2.40,52990.00
Savani Financial,511577,,Finance & Investments,20.56,55.85,,0.00,657.92,-83.33,22.10,-181.82,75.00,-3.45,0.00,23.21,55.95,3.20,0.03,,7.40,0.00,1.00,4.00,0.05,24.00,6183.00,75.00,-83.19,0.00,1.89,,395.42,-72.28,,0.00,,0.00,,25.00,0.00,0.00,0.00,0.00,0.66,-3.27,-3.23,-3.27,6128.00
Saven Tech.,532404,,Computers - Software - Medium / Small,61.98,67.43,25.64,3.23,3.65,13.07,0.00,13.72,42.47,5.85,0.00,36.72,59.45,1.09,16.97,,11.57,0.00,5.00,5.00,0.69,1.03,9684.00,42.47,23.34,61.80,3.82,,54.32,17.94,30.38,61.80,,61.80,,57.52,0.00,0.00,0.00,0.00,16.39,29.42,20.85,21.92,9663.00
Savera Industrie,512634,,Hotels,154.00,183.72,17.82,1.95,2.34,11.54,0.05,13.84,62.80,8.48,0.00,44.74,161.41,1.19,65.69,47.25,2.54,0.00,6.00,6.00,0.81,1.14,6675.00,62.80,17.50,7.99,4.62,,-36.12,14.34,113.03,-11.25,25.36,7.99,6.12,36.66,0.00,0.00,0.52,-0.36,59.24,19.13,13.59,15.89,6679.00
Savita Oil Tech,524667,SOTL,Petrochemicals,628.75,4344.69,22.75,0.64,2.67,8.61,0.00,13.29,68.92,6.76,0.00,20.01,4222.61,6.91,235.20,3.69,1.36,0.00,5.00,3.00,1.58,1.46,33922.00,68.92,17.36,76.57,2.94,,100.36,11.52,382.41,87.28,89.60,76.57,100.30,18.58,1.43,0.10,11.06,0.38,209.70,24.24,10.26,16.12,32031.00
Sawaca Business,531893,,Trading,0.62,35.47,77.11,0.00,2.68,3.16,0.05,3.52,0.82,1.83,0.00,38.53,36.03,57.20,0.23,,1.25,0.00,5.00,5.00,0.45,1.10,98964.00,0.82,98.92,20.09,3.35,,11.16,4.47,0.20,20.09,,20.09,0.00,99.19,0.00,0.00,0.00,0.00,0.23,4.80,3.64,4.28,63391.00
Sayaji (Indore),544080,,Hotels,1150.00,350.36,24.85,0.00,6.73,6.89,0.80,14.76,74.95,5.15,2.28,44.74,389.60,0.30,170.81,5.73,0.26,0.00,3.00,4.00,0.92,2.00,1383.00,73.24,14.25,11.24,4.62,,-7.41,17.93,421.75,34.12,65.07,11.24,87.94,25.05,0.00,0.00,0.00,0.00,,44.13,21.64,46.11,1420.00
Sayaji Hot. Pune,544090,,Hotels,858.25,261.47,15.79,0.00,4.03,23.91,0.03,29.22,74.95,8.40,2.28,44.74,261.19,0.30,213.16,5.33,0.93,0.00,5.00,6.00,1.02,1.07,1425.00,73.24,38.26,13.98,4.62,,1.45,29.04,510.89,13.98,,13.98,,25.05,0.00,0.00,0.00,0.00,,,,,1422.00
Sayaji Hotels,523710,,Hotels,393.45,689.24,48.06,0.00,4.34,4.78,0.35,7.04,74.95,3.59,9.71,44.74,741.37,1.75,90.58,4.27,1.35,0.00,7.00,5.00,0.37,1.89,3890.00,67.67,28.23,22.96,4.62,,53.37,11.64,129.23,-36.71,115.64,22.96,55.97,25.03,0.00,0.00,0.02,0.00,142.27,9.46,9.34,15.39,3870.00
Sayaji Industr,540728,,Miscellaneous,177.00,111.86,,0.00,1.08,-2.43,1.66,-10.65,74.97,-1.40,0.00,33.53,281.75,0.63,163.78,7.63,0.25,0.00,3.00,2.00,2.03,4.65,3460.00,74.97,-1.53,25.24,3.44,,-15.68,-0.73,,-16.74,102.48,25.24,60.49,25.01,0.00,-0.01,0.02,0.01,183.05,5.40,0.15,0.54,3488.00
SBC Exports,542725,SBC,Textiles - Products,28.29,898.09,66.72,0.12,20.33,6.28,0.56,23.75,63.60,2.17,18.24,34.69,918.41,31.75,1.39,4.63,0.94,0.00,5.00,3.00,1.28,3.38,127834.00,52.00,26.33,174.58,2.47,,46.97,10.84,3.64,106.22,154.07,174.58,85.70,36.39,0.01,0.00,0.00,0.00,1.10,23.69,6.43,22.19,137788.00
SBEC Sugar,532102,,Sugar,66.07,314.82,,0.00,,-0.47,,,65.12,4.45,0.00,15.92,545.19,4.77,-7.93,2.18,0.04,0.00,5.00,4.00,0.93,-18.55,6301.00,65.12,-970.38,11.82,1.28,,-128.56,3.40,,-152.88,344.82,11.82,180.12,32.87,0.00,-2.01,2.01,2.01,-4.66,6.36,-1.51,,6660.00
SBEC Systems,517360,,Miscellaneous,49.56,49.56,37.26,0.00,,68.38,,,51.00,3.64,0.00,33.53,66.26,,,,0.13,0.00,6.00,1.00,1.63,-0.13,20169.00,51.00,354.76,103.30,3.44,,67.72,94.88,,103.30,,103.30,,49.00,0.00,0.00,0.00,0.00,,356.67,125.42,,20158.00
SBFC Finance,543959,SBFC,Finance & Investments,82.60,8873.02,33.01,0.00,3.19,3.70,1.44,10.53,55.19,5.77,0.00,23.21,12403.24,107.42,25.87,,1.79,0.00,6.00,5.00,0.16,2.31,138991.00,55.19,10.93,5.22,1.89,,-87.96,10.13,38.23,5.22,,5.22,,23.70,4.72,1.86,16.24,2.71,,9.91,2.93,9.98,135768.00
SBI Cards,543066,SBICARD,Finance & Investments,714.55,67957.46,28.21,0.35,5.62,4.64,3.30,21.98,68.62,5.73,0.00,23.21,105118.92,95.11,127.07,,0.75,0.00,4.00,3.00,0.33,4.29,1019117.00,68.62,12.54,5.22,1.89,,-91.79,10.36,269.27,5.22,,5.22,,6.11,8.72,0.13,16.54,-0.14,103.90,13.05,5.63,25.69,1036632.00
SBI Life Insuran,540719,SBILIFE,Finance & Investments,1744.90,174765.15,86.00,0.15,11.22,0.53,0.00,13.56,55.41,1.31,0.00,46.41,171450.10,100.16,155.46,,1.70,0.00,7.00,3.00,0.37,23.91,345541.00,55.41,27.83,0.00,9.02,,4.15,0.53,266.44,0.00,,0.00,,3.98,24.70,-0.46,15.88,0.48,130.06,15.47,0.59,13.97,335114.00
SBL Infratech,543366,,Construction,37.10,3.01,30.10,0.00,0.83,2.60,0.00,2.83,33.57,3.41,0.00,42.24,2.93,0.08,44.74,0.00,5.88,,6.00,0.00,0.09,1.09,201.00,33.57,3.18,246.91,3.59,,3295.74,2.58,35.23,246.91,,246.91,,66.43,0.00,0.00,0.00,0.00,43.51,-15.53,-14.13,-15.28,180.00
SC Agrotech,526081,,Miscellaneous,20.39,12.23,50.96,0.00,4.60,8.28,0.00,9.49,17.34,2.17,0.00,33.53,12.00,0.60,4.44,5.27,5.36,0.00,6.00,0.00,0.23,1.09,19553.00,17.34,14.29,450.88,3.44,,531.40,8.36,6.32,450.88,,450.88,0.00,82.66,0.00,0.00,0.00,0.00,4.02,-44.37,-27.16,-44.37,19628.00
Scan Projects,531797,,Trading,70.43,20.21,22.97,0.00,4.18,14.85,0.02,18.30,68.59,4.95,0.00,38.53,19.81,0.29,16.84,10.93,4.84,0.00,7.00,5.00,1.35,1.22,323.00,68.59,10.91,107.35,3.35,,184.56,15.93,8.90,121.82,44.08,107.35,58.54,31.41,0.00,0.00,0.00,0.00,16.64,3.64,1.24,1.70,320.00
Scan Steels,511672,,Steel - Medium / Small,69.96,366.26,13.28,0.00,0.92,3.03,0.30,4.63,48.11,10.42,0.00,27.97,453.39,5.24,76.33,4.37,0.50,0.00,7.00,4.00,1.65,1.46,8496.00,48.11,5.17,9.46,2.86,,65.91,7.81,95.13,94.53,2.68,9.46,87.74,51.89,0.00,0.00,0.00,0.00,69.91,7.95,2.18,3.36,8541.00
Scanpoint Geoma,526544,,Computers - Software - Medium / Small,9.61,161.55,86.85,0.00,3.75,0.92,0.74,1.89,7.68,1.90,24.00,36.72,215.63,16.81,2.56,,1.65,0.00,6.00,3.00,0.17,2.05,14769.00,5.84,6.80,356.59,3.82,,413.21,2.13,2.00,356.59,,356.59,,92.29,0.00,0.00,0.03,-0.04,2.53,2.34,0.38,0.69,13206.00
Scarnose Inter.,543537,,Trading,101.35,31.93,3193.00,0.00,3.34,0.08,0.00,0.10,0.00,0.03,0.00,38.53,31.78,0.32,30.32,,199.25,0.00,4.00,1.00,1.12,1.29,109.00,0.00,0.00,141.42,3.35,,204.88,0.10,4.65,141.42,,141.42,0.00,100.00,0.00,0.00,0.00,0.00,31.84,1.10,0.29,0.60,107.00
Schaeffler India,505790,SCHAEFFLER,Bearings,4044.40,63215.46,67.46,0.64,12.92,15.18,0.01,20.01,74.13,2.04,0.00,32.45,62150.06,15.63,312.99,3.58,1.53,0.00,5.00,4.00,1.20,1.25,72943.00,74.13,22.95,53.00,4.61,,56.50,19.10,648.56,74.16,85.69,53.00,106.85,5.39,5.73,1.35,14.74,-1.19,274.20,28.98,16.35,21.88,69109.00
Schneider Elect.,534139,SCHNEIDER,Electric Equipment,804.75,19241.57,109.88,0.00,64.97,11.93,1.85,96.56,75.00,1.43,0.00,58.55,19741.10,23.91,12.39,4.71,1.05,0.00,8.00,3.00,1.50,4.96,103903.00,75.00,29.24,108.49,9.25,,56.94,17.89,44.78,70.07,115.92,108.49,77.50,20.27,1.96,0.03,2.76,0.15,2.78,27.64,8.59,1194.60,82248.00
Scintilla Comm,538857,,Finance & Investments,5.24,5.25,,0.00,0.53,-1.35,0.08,-1.58,18.81,-2.21,0.00,23.21,5.89,1.00,9.89,,43.00,0.00,1.00,2.00,0.05,1.19,1698.00,18.81,-27.08,160.85,1.89,,191.78,-1.21,,160.85,,160.85,,81.19,0.00,0.00,0.00,0.00,10.25,0.47,-0.08,-0.10,1584.00
Scoobee Garments,531234,,Textiles - Products,75.65,102.13,27.31,0.00,31.72,6.17,16.29,277.04,74.99,4.47,0.00,31.84,154.50,1.35,2.39,2.27,0.05,0.00,5.00,2.00,0.66,18.83,2684.00,74.99,11.55,5.17,5.07,,57.37,11.91,12.19,140.77,13.30,5.17,148.89,23.52,0.00,0.00,1.48,0.00,-0.39,17.66,11.39,,2597.00
SDC Techmedia,535647,,Entertainment / Electronic Media Software,11.14,7.23,,0.00,3.93,-13.21,6.16,-78.88,74.87,-13.63,19.77,41.62,18.20,0.65,2.83,1.65,4.11,0.00,3.00,1.00,0.36,5.97,103.00,60.07,-9.12,240.40,2.64,,325.58,-10.30,,355.91,106.27,240.40,221.77,25.13,0.00,0.00,0.00,0.00,7.44,9.16,0.59,3.86,104.00
Sea TV Network,533268,,Entertainment / Electronic Media Software,8.63,10.37,,0.00,,-22.63,,,58.49,-9.04,51.28,41.62,35.72,1.20,-33.30,4.00,0.13,0.00,7.00,2.00,0.70,-0.42,4570.00,28.50,,92.32,2.64,,-697.90,-20.69,,92.32,,92.32,,41.51,0.00,0.00,0.00,0.00,-58.63,,-8.93,,3494.00
Seacoast Ship.,542753,,Shipping,6.44,346.91,17.10,0.00,2.73,8.50,0.24,21.45,0.04,9.31,0.00,26.73,377.20,53.87,2.36,,1.78,0.00,5.00,4.00,1.57,1.88,249757.00,0.04,13.67,312.67,2.23,,153.45,10.81,4.47,312.67,,312.67,0.00,99.96,0.00,0.00,0.00,0.00,1.15,38.41,9.89,36.11,249757.00
Sealmatic India,543782,,Engineering,664.00,600.92,61.13,0.17,6.85,9.46,0.04,11.80,72.38,2.39,0.00,36.88,587.71,0.91,96.97,0.81,1.93,60.11,3.00,3.00,0.68,1.18,2298.00,72.38,12.29,81.20,6.49,,232.71,12.71,154.10,455.94,212.19,81.20,586.92,24.71,0.00,0.00,2.92,-0.43,87.18,26.61,15.99,20.08,1758.00
SEAMEC Ltd,526807,SEAMECLTD,Miscellaneous,1492.25,3794.05,32.20,0.07,4.16,9.61,0.36,13.85,72.31,3.39,0.00,33.53,3984.68,2.54,358.48,1.28,1.42,0.00,8.00,3.00,0.59,1.36,15249.00,72.31,13.31,113.94,3.44,,81.08,9.60,616.25,113.94,,113.94,,18.85,3.81,0.66,5.01,-0.37,310.85,3.35,2.86,3.72,12862.00
Seasons Textiles,514264,,Textiles - Products,15.97,11.96,,0.00,0.34,-0.33,0.69,-0.60,61.45,6.51,0.00,34.69,35.18,0.75,46.75,0.56,0.80,0.00,5.00,5.00,0.42,1.82,9043.00,61.45,3.80,93.28,2.47,,312.37,3.58,,643.82,105.34,93.28,655.87,38.55,0.00,0.00,0.00,0.00,46.79,3.56,-0.73,-1.33,9029.00
Secmark Consult.,543234,SECMARK,Computers - Software - Medium / Small,97.95,101.69,,0.00,6.34,-7.59,0.69,-13.76,74.91,-2.11,0.00,36.72,101.97,1.04,15.45,,0.89,0.00,5.00,5.00,0.79,1.94,1228.00,74.91,-9.16,14.55,3.82,,-21.08,-6.86,,14.55,,14.55,,25.08,0.00,0.00,0.00,0.00,17.60,-24.86,-18.07,-25.09,1207.00
SecUR Credential,543625,SECURCRED,Miscellaneous,6.69,27.47,5.71,0.00,0.56,8.19,0.46,18.84,0.00,11.51,0.00,33.53,47.71,4.11,12.02,,2.55,4.69,8.00,3.00,0.49,2.11,9626.00,0.00,16.33,299.02,3.44,,337.62,5.93,17.80,299.02,,299.02,,100.00,0.00,0.00,0.00,0.00,9.12,9.11,1.78,4.09,8501.00
SecureKloud Tech,512161,SECURKLOUD,Computers - Software - Medium / Small,36.87,123.18,,0.00,,-16.88,5.09,-197.90,43.52,-10.09,11.35,36.72,240.30,3.34,-1.80,,0.26,98.21,6.00,2.00,1.41,-40.13,25164.00,38.58,-22.93,35.21,3.82,,-50.94,-12.39,,35.21,,35.21,,56.46,0.02,0.00,0.00,0.00,6.49,-44.57,-32.92,-147.28,25422.00
Sejal Glass,532993,SEJALLTD,Glass & Glass Products,353.35,356.88,108.14,0.00,12.26,2.37,5.56,15.31,75.00,3.08,0.18,47.40,516.33,1.01,28.83,11.31,1.29,0.00,4.00,1.00,1.17,4.83,4604.00,74.87,9.24,152.13,6.70,,121.27,6.89,46.11,109.50,100.66,152.13,58.02,24.66,0.33,0.21,0.00,0.00,13.86,4.87,18.67,87.15,4537.00
SEL Mfg. Co,532886,SELMC,Textiles - Cotton/Blended,56.92,188.60,,0.00,,-18.26,6.27,-451.88,75.00,-13.21,36.00,28.09,1125.14,3.31,-17.02,11.19,0.04,0.00,3.00,3.00,0.33,-20.21,23072.00,48.00,-17.78,0.79,1.52,,-141.67,-14.08,,-86.18,106.06,0.79,19.09,6.51,0.13,0.00,18.36,-0.85,44.83,-14.25,-16.19,-102.50,23044.00
Selan Expl. Tech,530075,SELAN,Oil Drilling / Allied Services,977.45,1485.72,32.38,0.00,3.77,7.18,0.01,8.69,30.46,4.42,0.00,21.76,1438.74,1.52,259.06,-0.03,5.16,0.00,6.00,4.00,0.36,1.16,19970.00,30.46,7.42,76.31,1.45,,206.50,13.12,419.50,76.31,,76.31,,64.41,5.02,1.19,0.12,0.12,236.77,11.74,7.69,8.96,17570.00
Sellwin Traders,538875,,Miscellaneous,24.50,49.64,43.17,0.00,0.73,3.10,0.00,4.05,0.00,3.06,0.00,33.53,47.07,2.03,33.34,,6.45,0.00,7.00,3.00,1.44,1.02,2722.00,0.00,3.87,126.42,3.44,,181.68,4.56,26.73,126.42,,126.42,0.00,100.00,0.00,0.00,0.00,0.00,18.49,0.12,0.06,0.12,2723.00
Semac Consul,505368,SEMAC,Engineering - Turnkey Services,571.70,175.34,,0.87,2.23,-15.54,0.24,-33.08,60.14,-20.26,0.00,43.55,152.58,0.31,256.03,,1.47,7.17,2.00,3.00,0.62,2.59,6334.00,60.14,-34.32,98.09,4.65,,70.83,-15.67,,98.09,,98.09,,39.79,0.04,0.00,0.00,0.00,365.84,24.58,10.16,16.77,4511.00
Senco Gold,543936,SENCO,Diamond Cutting / Jewellery,987.30,7671.73,40.64,0.10,5.57,5.70,1.28,16.23,68.45,4.11,0.00,26.39,8880.42,7.77,177.21,2.05,0.40,0.92,3.00,5.00,1.58,2.40,82229.00,68.45,8.77,4.50,2.43,,150.32,9.83,311.21,189.27,16.18,4.50,200.95,13.35,7.72,-6.30,10.46,2.94,,15.49,6.43,19.20,62565.00
Senthil Infotek,531980,,Computers - Software - Medium / Small,24.19,12.22,,0.00,2.56,0.00,0.00,0.00,73.75,0.08,0.00,36.72,12.10,0.51,9.47,,17.00,0.00,5.00,0.00,0.02,1.00,1219.00,73.75,0.21,365.00,3.82,,663.64,0.21,,365.00,,365.00,,26.24,0.00,0.00,0.00,0.00,9.47,0.21,0.00,0.00,1208.00
