Name,BSE Code,NSE Code,Industry,Current Price,Sales growth 3Years,Sales growth 5Years,Profit growth 3Years,Profit growth 5Years,Sales growth 10years median,Sales growth 5years median,Sales growth 7Years,Sales growth 10Years,EBIDT growth 3Years,EBIDT growth 5Years,EBIDT growth 7Years,EBIDT growth 10Years,EPS growth 3Years,EPS growth 5Years,EPS growth 7Years,EPS growth 10Years,Profit growth 7Years,Profit growth 10Years,Change in promoter holding 3Years,Average Earnings 5Year,Average Earnings 10Year,Average EBIT 5Year,Average EBIT 10Year,Market Capitalization
Trejhara Solutio,542233,TREJHARA,Computers - Software - Medium / Small,176.53,-25.04,-21.62,-39.24,-27.33,-11.75,-7.25,,,-21.68,-19.14,,,-43.27,-30.26,,,,,-4.05,-8.89,,-5.28,,256.26
Trent,500251,TRENT,Trading,5538.25,68.36,36.30,100.91,56.50,19.04,50.15,31.58,18.16,92.43,51.94,40.06,43.18,100.91,54.41,39.73,57.94,41.09,58.99,0.00,236.88,153.44,655.40,406.48,196877.84
Trescon,532159,,Construction,14.09,,,-13.05,95.28,-100.00,-100.00,,,-14.27,27.94,9.48,,-13.05,89.20,-9.45,,15.75,,-12.25,1.80,,2.70,,102.13
TRF,505854,TRF,Engineering,538.60,7.09,-8.90,31.78,19.23,-20.97,-16.87,-17.76,-19.08,52.94,54.15,46.54,13.79,31.78,19.23,17.15,9.67,17.15,9.67,0.00,-38.85,-57.56,-3.20,-15.44,592.46
Tricom Fruit,531716,,Food - Processing - Indian,1.53,,,,,-100.00,,,,,,,,,,,,,,0.00,-0.50,-3.63,-0.50,-1.88,2.92
Trident,521064,TRIDENT,Textiles - Cotton/Blended,38.21,14.54,5.34,1.89,-1.21,-1.90,-4.17,5.68,5.89,5.72,-0.54,0.04,2.90,1.89,-1.21,0.43,0.72,0.43,5.82,0.17,458.10,361.87,705.95,607.23,19472.08
Trident Lifeline,543616,,Pharmaceuticals - Indian - Bulk Drugs & Formln,293.00,,,,,40.83,40.83,,,,,,,,,,,,,,,,,,336.93
Trident Techlabs,,TECHLABS,Computers - Software - Medium / Small,740.00,37.07,,212.08,,7.82,7.82,,,51.20,,,,87.53,,,,,,,,,,,1278.80
Trident Texofab,540726,,Trading,42.47,25.85,2.74,37.61,-5.97,4.68,4.68,3.93,5.11,11.46,19.30,25.18,17.73,37.61,-6.87,-19.80,-13.94,15.17,14.10,-11.75,1.07,0.79,4.70,3.07,42.77
Tridev Infra.,531568,,Finance & Investments,7.06,-54.67,-1.98,287.09,57.42,-34.48,-28.57,11.27,-15.87,100.00,-4.36,34.59,23.11,287.09,57.42,78.62,50.09,78.62,50.09,0.00,-0.29,-0.13,-0.38,-0.18,4.61
Tridhya Tech,,TRIDHYA,Computers - Software - Medium / Small,31.00,,,,,56.78,56.78,,,,,,,,,,,,,,,,,,72.19
Trigyn Techno.,517562,TRIGYN,Computers - Software - Medium / Small,130.10,9.10,7.42,-31.53,-17.28,8.22,5.60,9.47,11.00,-21.00,-11.33,-5.19,-0.26,-31.53,-17.28,-9.59,-6.73,-9.14,-6.29,0.00,41.20,39.81,66.72,64.83,400.52
Triliance Poly,509046,,Finance & Investments,18.84,,,,,-33.33,50.00,,,,,,,16.40,12.86,6.73,,,,-24.27,-0.11,-0.07,-0.11,-0.07,9.63
Trimurthi,536565,,Finance & Investments,19.88,47.69,3.17,26.06,-42.57,-12.98,-12.67,2.09,-3.06,26.39,-21.40,-15.80,-23.72,26.06,-42.57,-20.54,-31.19,-20.54,-31.19,-0.38,-0.95,-0.42,-0.95,-0.41,19.78
Trinity League,531846,,Finance & Investments,15.99,-60.31,,,,87.50,87.50,,,,,,,,,,,,,5.01,-0.61,,-0.54,,12.66
Trio Merc. Trad.,534755,,Trading,1.06,-23.61,-38.60,12.01,,-21.12,-32.33,-28.18,-22.22,12.73,,,,12.01,,,,,,0.00,-0.16,0.01,-0.11,0.14,7.20
Trishakti Indus,531279,,Finance & Investments,70.41,400.89,157.15,44.22,35.91,-7.61,-3.16,80.98,51.56,53.81,44.21,19.34,10.33,44.38,35.99,8.99,9.85,8.94,9.81,3.09,0.35,0.31,0.56,0.45,104.58
Triton Corp.,523387,,Computers - Software - Medium / Small,0.54,,,-24.61,,,,,,3.45,-11.94,-6.79,,-24.61,,3.29,,3.29,,0.01,-0.31,-0.59,-0.27,-0.57,10.79
Triton Valves,505978,,Auto Ancillaries,3757.50,23.04,,-28.26,,12.57,12.57,,,8.50,,,,-31.50,,,,,,-6.05,0.82,,10.36,,444.71
Triven.Engg.Ind.,532356,TRIVENI,Sugar,397.90,3.75,10.62,10.00,12.77,-6.48,5.35,9.17,5.17,5.05,11.85,2.68,20.01,13.70,16.53,5.26,16.43,2.82,15.40,-7.45,397.97,249.09,576.24,404.65,8709.95
Triveni Enterpri,538569,,Trading,2.53,,,23.31,10.76,-41.36,-100.00,,,22.05,9.00,53.41,9.60,23.31,10.76,47.24,-9.34,47.24,14.13,0.00,0.33,0.20,0.46,0.28,14.48
Triveni Glass,502281,,Glass & Glass Products,21.54,,,263.00,3.13,-11.81,-100.00,,,225.37,-13.79,-13.09,-12.53,263.00,3.13,-5.83,-10.76,-5.83,-10.76,-0.40,0.16,0.60,0.34,2.19,27.18
Triveni Turbine,533655,TRITURBINE,Electric Equipment,607.70,33.03,14.51,34.88,22.31,9.55,21.30,12.08,12.31,32.25,17.56,9.72,12.72,35.64,22.73,12.54,15.47,11.94,15.04,-11.94,156.78,129.47,209.35,182.22,19317.38
Trom,,TROM,Electric Equipment,240.85,34.51,,170.35,,35.66,35.66,,,99.45,,,,-68.74,,,,,,,,,,,221.46
TruCap Finance,540268,TRU,Finance & Investments,47.71,88.75,53.29,158.24,40.62,30.62,30.62,100.19,87.49,140.27,66.42,205.43,106.60,124.20,25.99,134.39,44.76,174.39,69.45,-19.04,5.87,3.57,39.42,21.15,557.73
Trust Fintech,,TRUST,Computers - Software - Medium / Small,176.00,14.46,,78.44,,28.87,28.87,,,79.15,,,,18.86,,,,,,,,,,,419.32
TTI Enterprise,538597,,Finance & Investments,13.09,-32.24,3.33,12.86,23.52,-13.06,-4.18,-7.13,2.94,14.47,30.26,5.23,22.32,12.86,23.52,18.52,22.59,18.52,22.59,37.23,-0.01,0.05,0.04,0.10,33.25
TTK Healthcare,507747,TTKHLTCARE,Diversified - Medium / Small,1636.20,16.50,3.70,15.96,20.83,7.44,3.82,5.20,6.11,50.43,11.74,12.67,14.53,15.96,20.83,9.59,10.85,19.37,17.69,0.00,158.97,89.45,43.72,39.66,2312.01
TTK Prestige,517506,TTKPRESTIG,Domestic Appliances,979.15,6.87,4.91,-0.38,3.22,5.85,2.01,6.31,,2.72,3.42,7.79,,-0.38,3.21,5.78,,5.65,,0.00,240.81,,330.26,,13572.39
Tube Investments,540762,TIINDIA,Steel - Large,4050.20,40.55,23.95,61.63,38.28,15.46,20.22,20.88,,46.37,30.31,26.41,,61.47,37.45,,,33.83,,-1.63,700.53,,1098.09,,78337.30
Tulasee Bio-Eth.,524514,,Chemicals,17.73,,,4.26,4.32,,,,,4.26,4.32,-1.24,,4.26,4.32,-1.24,,-1.24,,0.00,-0.01,-0.06,-0.01,-0.05,10.45
Tulive Developer,505285,,Construction,727.40,,,-14.17,,-89.09,-100.00,,,29.01,-25.98,-47.55,-30.27,-14.17,,,,,,0.00,-0.95,1.79,-0.95,1.79,156.71
Tulsyan NEC,513629,,Steel - Medium / Small,91.50,16.39,3.15,20.75,12.20,-4.37,-4.37,9.02,-3.17,-8.97,-11.59,-7.41,-11.94,20.75,12.20,5.59,1.58,5.59,1.58,0.00,-90.57,-99.54,-2.57,7.01,137.25
Tuni Text. Mills,531411,,Textiles - Processing,1.93,30.64,10.21,42.75,14.87,4.45,3.24,10.52,8.71,13.37,6.98,5.13,2.49,42.75,14.87,26.56,2.50,26.56,2.50,0.00,0.05,-0.02,1.23,1.03,25.21
Tunwal E-Motors,,TUNWAL,Automobiles - Motorcycles / Mopeds,49.95,333.95,,428.51,,36.82,36.82,,,252.10,,,,22.80,,,,,,,3.60,,5.68,,276.23
Tuticorin Alkali,506808,,Chlor Alkali / Soda Ash,84.87,69.37,12.88,48.41,31.56,0.63,-10.39,13.41,28.52,51.44,34.64,24.48,20.83,48.41,17.46,12.31,8.66,22.28,16.05,0.00,11.82,-9.98,9.21,-9.00,1034.02
TV Vision,540083,TVVISION,Entertainment / Electronic Media Software,8.25,-4.91,-13.03,15.76,5.48,-6.44,-11.20,-14.56,-0.04,21.08,-0.54,,,16.30,6.02,,,,,6.88,-31.27,-19.15,-29.89,-13.61,31.96
TV18 Broadcast,532800,TV18BRDCST,Entertainment / Electronic Media Software,45.58,25.90,12.67,,,6.98,6.98,37.23,16.39,-37.10,-9.60,17.56,-0.52,,,,,,,0.00,271.83,152.38,555.68,344.89,7814.05
TVS Elec.,532513,TVSELECT,Computers - Hardware,378.10,17.68,-33.22,,,9.15,3.55,-24.09,3.99,1.33,-11.67,-5.37,-2.07,,,,,,,0.07,6.01,6.46,9.02,11.64,705.17
TVS Holdings,520056,TVSHLTD,Finance & Investments,13545.25,25.63,13.31,33.95,13.06,19.57,19.57,16.89,15.72,33.72,19.82,25.79,25.45,33.95,13.06,13.47,20.65,13.47,20.65,-0.55,511.92,412.29,2796.64,1906.32,27404.89
TVS Motor Co.,532343,TVSMOTOR,Automobiles - Motorcycles / Mopeds,2569.40,26.32,14.19,39.42,18.25,22.33,22.43,17.76,16.66,34.23,20.29,26.96,26.73,39.42,18.25,18.03,24.96,18.03,24.96,-1.99,983.51,748.54,2662.44,1812.36,122072.19
TVS Srichakra,509243,TVSSRICHAK,Tyres,4412.90,14.70,3.78,15.64,2.13,0.38,-1.98,5.89,4.21,8.85,1.96,0.71,7.14,15.64,2.13,-3.58,7.29,-3.58,7.29,0.34,79.55,104.45,141.07,179.82,3380.28
TVS Supply,543965,TVSSCS,Miscellaneous,188.71,9.89,6.29,6.83,,4.98,4.98,,,17.47,6.11,,,24.80,,,,,,,-109.51,,134.70,,8307.95
Twinstar Indus.,531917,,Computers - Software - Medium / Small,1.34,,,,,32.18,-54.36,,,,,,,,,,,,,0.00,-0.67,-0.12,0.35,0.61,3.02
Tyche Industries,532384,,Pharmaceuticals - Indian - Bulk Drugs,183.50,-3.87,5.20,-16.09,11.35,-7.80,6.16,7.24,-3.98,-14.26,9.70,13.03,5.67,-16.09,11.35,21.79,8.29,21.79,8.29,0.00,14.92,9.51,20.05,13.18,188.09
Tyroon Tea Co.,526945,,Tea,105.95,3.10,8.24,-31.06,30.04,3.12,3.80,7.90,5.36,-22.01,66.65,30.24,1.78,-31.06,30.04,99.89,-1.54,99.89,-1.54,0.00,3.52,1.79,4.26,2.20,36.02
U P Hotels,509960,,Hotels,1580.00,64.59,6.87,82.10,37.05,7.01,11.99,7.57,7.08,139.89,25.55,20.28,16.25,82.10,37.05,34.15,20.12,34.15,20.12,0.00,11.53,7.84,15.18,11.06,853.20
U. H. Zaveri,541338,,Trading,18.22,42.98,17.99,66.83,100.62,-12.86,5.34,,,58.74,61.12,,,66.86,100.64,,,,,-36.68,0.43,,0.52,,18.57
U. Y. Fincorp,530579,,Finance & Investments,26.24,100.94,43.52,89.83,60.37,-9.95,-9.95,24.71,24.67,84.79,38.39,24.54,27.42,89.83,60.37,28.24,56.88,28.24,56.64,10.85,17.62,13.17,23.97,19.78,499.19
Ucal,500464,UCAL,Auto Ancillaries,162.54,1.74,-3.63,,,3.70,-6.12,-1.27,1.18,-14.88,-17.80,-11.34,-3.98,,,,,,,-0.06,12.06,28.35,40.99,60.03,359.38
UCO Bank,532505,UCOBANK,Banks - Public Sector,55.18,14.80,8.81,190.15,18.95,2.21,5.61,4.25,1.83,22.43,40.05,5.19,1.72,172.63,16.79,11.31,-21.15,16.39,0.91,0.00,415.17,-1020.54,11006.75,10057.41,65972.98
Udaipur Cement,530131,UDAICEMENT,Cement - North India,36.19,16.54,14.97,-3.55,26.25,17.69,17.69,45.29,45.76,9.30,36.94,75.29,76.03,-3.56,26.25,72.34,28.45,73.60,29.03,2.46,42.78,13.57,112.71,55.68,2028.59
Uday Jewellery,539518,,Diamond Cutting / Jewellery,127.80,22.88,18.73,14.52,23.03,24.97,24.97,21.17,23.89,16.96,21.58,29.44,29.72,14.52,20.00,20.82,16.94,32.26,27.62,0.23,7.33,4.58,11.08,6.94,281.44
Udayshivakumar,543861,USK,Construction,74.57,39.98,,43.48,,8.67,8.67,,,30.34,,,,24.88,,,,,,,15.78,,25.90,,412.80
Uflex,500148,UFLEX,Packaging,584.15,14.56,10.93,-64.46,-34.52,4.57,11.70,10.83,8.66,-6.13,8.45,7.73,7.69,-64.46,-34.52,-27.15,-15.54,-27.15,-15.54,0.56,592.83,450.96,1190.77,874.86,4218.15
UFO Moviez,539141,UFO,Entertainment / Electronic Media Software,133.90,66.72,-7.77,28.95,-22.28,3.11,3.11,-5.33,-0.38,44.62,-14.88,-12.41,-5.35,28.18,-26.92,-20.11,-13.29,-16.20,-9.77,-8.11,-34.34,12.16,-29.86,37.23,516.81
Ugar Sugar Works,530363,UGARSUGAR,Sugar,81.40,6.41,8.94,7.35,37.13,11.02,16.01,10.14,6.01,11.92,11.82,5.09,12.65,7.35,37.13,-2.90,10.47,-2.90,10.47,-0.93,39.66,16.83,95.90,59.68,915.75
Ugro Capital,511742,UGROCAP,Finance & Investments,257.20,91.78,89.78,60.75,95.96,58.20,103.54,140.27,69.03,112.54,141.19,128.50,61.66,46.68,48.67,17.36,4.80,79.73,41.23,-0.65,44.38,23.57,245.98,124.67,2389.27
Ujaas Energy,533644,UEL,Electric Equipment,351.00,-8.67,-29.73,48.36,42.87,-31.29,-31.03,-33.93,-25.76,50.64,-0.04,-14.01,-12.69,63.95,62.43,11.02,6.94,1.30,0.30,94.96,-9.02,4.56,-6.26,18.37,3696.07
Ujjivan Small,542904,UJJIVANSFB,Banks - Private Sector,44.78,26.48,25.39,423.70,44.96,36.31,36.31,59.42,,51.72,32.78,66.37,,402.30,36.31,308.12,,326.46,,-83.32,465.89,,1981.16,,8659.71
Ultra Wiring,,UWCSL,Auto Ancillaries,117.70,25.94,16.09,28.92,14.06,13.65,13.65,15.85,,23.43,15.62,15.76,,28.92,14.06,-22.11,,14.63,,0.57,1.49,,2.47,,61.25
Ultracab India,538706,,Cables - Power,15.18,20.81,11.30,42.29,38.90,15.78,15.78,18.12,14.69,20.14,20.46,22.24,12.53,42.33,38.93,52.89,9.35,52.88,23.05,-35.28,3.64,2.14,8.94,6.15,144.85
Ultramarine Pig.,506685,,Dyes And Pigments,524.65,19.47,11.36,-1.09,1.02,10.26,0.66,10.86,13.34,2.46,3.01,8.06,12.32,-1.09,1.02,7.41,13.85,7.41,13.85,-6.18,58.80,46.54,80.06,65.14,1531.98
UltraTech Cem.,532538,ULTRACEMCO,Cement - North India,11764.50,16.60,11.33,8.08,23.87,12.13,12.13,15.81,13.09,3.61,11.93,12.86,12.70,8.08,22.64,13.93,12.59,14.75,13.17,0.03,6082.73,4221.89,8845.80,6587.88,339637.96
Uma Converter,,UMA,Packaging,32.25,4.66,11.69,-1.99,-0.47,1.97,1.97,,,4.63,8.99,,,-11.96,-20.77,,,,,,3.46,,10.48,,65.38
Uma Exports,543513,UMAEXPORTS,Trading,90.33,27.38,36.04,-5.81,29.39,16.70,16.70,,,1.26,19.24,,,-14.84,21.79,,,,,,16.73,,29.99,,305.40
Umang Dairies,500231,UMANGDAIRY,Food - Processing - Indian,129.10,4.90,4.96,-31.93,-23.83,1.30,1.30,4.57,2.84,-7.30,-3.80,7.40,0.86,-31.93,-23.83,-2.41,-14.19,-2.41,-14.19,0.00,-1.86,1.84,1.87,5.94,284.06
Umiya Tubes,539798,,Steel - Medium / Small,6.91,-70.00,-48.62,,,8.05,-52.50,-41.91,,,,,,,,,,,,-1.70,-1.45,-0.41,-1.06,0.13,6.91
Uni Abex Alloy,504605,,Castings & Forgings,2791.35,19.79,14.90,49.14,30.39,10.98,13.99,16.41,9.85,34.69,25.45,86.12,11.60,49.14,30.39,29.58,16.70,29.58,16.70,0.00,16.46,8.00,25.26,13.83,551.29
Unichem Labs.,506690,UNICHEMLAB,Pharmaceuticals - Indian - Bulk Drugs & Formln,580.50,11.34,7.64,,5.87,6.03,5.76,13.61,4.17,-1.59,150.52,-2.06,-4.72,,5.87,,,,,19.29,-46.79,255.16,-23.18,268.27,4087.05
Unick Fix-A-Form,541503,,Printing & Stationery,82.68,-0.13,7.85,-5.60,-1.74,9.47,15.72,10.44,,-1.65,2.46,4.01,,-5.60,-1.74,,,-2.20,,35.92,2.41,,5.28,,45.35
Unifinz Capital,541358,,Finance & Investments,238.30,193.39,88.87,,,89.83,89.83,107.49,122.55,75.52,119.25,84.58,64.83,,,,,,,-1.42,-0.03,0.02,0.89,0.51,74.83
Unihealth Consul,,UNIHEALTH,Healthcare,118.00,22.98,,27.97,,17.90,17.90,,,28.88,,,,,,,,,,,5.11,,9.62,,181.72
Uniinfo Telecom,,UNIINFO,Telecommunications - Service Provider,42.88,5.97,-0.08,28.73,-36.40,-0.81,-0.81,,,40.22,-27.76,,,28.73,-36.40,,,,,0.00,-0.96,,-0.66,,45.85
Union Bank (I),532477,UNIONBANK,Banks - Public Sector,133.27,13.14,23.95,69.30,46.36,4.13,18.96,17.32,13.07,21.92,33.36,19.71,13.72,59.70,25.31,12.44,-3.78,58.59,23.48,-8.73,5459.96,2282.73,52380.86,37489.92,101733.06
Union Qual. Pla.,526799,,Plastics Products,12.40,,,6.51,,-32.02,-89.45,,,,,,,6.51,,,,,,0.00,-1.41,-0.04,-1.25,0.68,8.59
Uniparts India,543689,UNIPARTS,Engineering,512.55,8.06,1.45,10.73,12.37,-0.45,-0.45,,3.54,8.55,8.55,,8.74,10.73,12.37,,3.71,,11.15,,129.68,,178.56,,2313.33
Uniphos Enter.,500429,UNIENTER,Trading,162.89,293.70,,17.39,14.08,20.49,46.99,,18.75,20.30,14.27,19.73,19.68,17.39,14.08,19.28,38.35,19.28,38.35,0.00,35.04,24.38,34.90,24.54,1132.90
Unique Organics,530997,,Trading,97.34,49.11,47.48,402.39,57.22,4.59,57.48,30.24,-1.80,118.07,44.01,51.32,1.21,402.39,57.22,31.12,3.42,31.12,3.42,1.68,2.06,1.22,3.53,2.59,57.92
Uniroyal Ind,521226,,Textiles - Products,23.40,13.82,4.98,45.42,-8.35,-2.19,-2.19,9.84,5.16,11.26,-8.41,-1.40,-1.35,45.42,-8.35,11.16,-1.79,11.16,-1.79,0.51,0.35,0.60,2.51,3.10,19.35
Uniroyal Marine,526113,,Aquaculture,20.89,-17.04,-14.66,,,-1.29,-20.57,-11.20,-6.23,,,,,,,,,,,-0.48,-0.60,-0.39,0.60,0.97,13.54
Unishire Urban,537582,,Finance & Investments,2.85,29.00,24.00,63.41,29.59,-18.69,-18.01,2.20,-3.09,87.06,35.52,30.79,20.08,63.41,29.59,59.27,14.42,59.27,14.42,-10.51,-0.84,-0.55,-0.79,-0.53,6.94
Unison Metals,538610,,Steel - Medium / Small,32.89,24.80,33.62,28.44,127.79,11.87,16.39,21.14,22.82,11.85,25.32,21.81,22.79,28.39,127.73,26.13,23.52,26.16,23.54,-6.77,2.09,,8.95,,52.69
Unistar Multim.,532035,,Entertainment / Electronic Media Software,7.01,,,120.70,50.93,-100.00,-100.00,,,151.98,62.51,,,76.52,34.08,,,,,-19.44,,,,,17.53
Unitech,507878,UNITECH,Construction,10.88,-4.52,-18.62,,,-6.49,-2.69,-16.80,-16.67,,,,,,,,,,,0.00,-1938.50,-1281.66,-231.61,-100.03,2846.53
Unitech Internat,531867,,Trading,5.68,-42.00,-48.99,,,-7.40,-27.94,-37.56,-27.89,,,,,,,,,,,0.00,-7.89,-3.83,-5.30,-1.86,5.74
United Breweries,532478,UBL,Breweries & Distilleries,1997.65,24.17,4.64,51.64,-6.15,8.30,8.30,8.03,6.74,21.29,-8.04,1.49,2.31,51.64,-6.15,8.63,6.13,8.63,6.13,-1.88,329.37,336.83,463.94,524.38,52817.87
United Cotfab,544195,,Textiles - Cotton/Blended,68.10,,,,,,,,,,,,,,,,,,,,,,,,117.06
United Credit,531091,,Finance & Investments,32.28,7.85,5.19,23.53,-4.73,5.80,5.80,7.20,6.05,20.79,-9.95,16.02,9.10,23.53,-4.73,11.20,10.95,11.20,10.95,-0.54,0.98,0.90,1.32,1.31,17.21
United Drilling,522014,UNIDT,Engineering,245.66,-1.47,-2.64,-34.55,-18.00,14.50,14.50,7.88,7.51,-21.54,-6.70,-4.74,12.68,-34.55,-18.00,-10.95,11.38,-11.07,18.64,0.00,29.52,23.83,39.53,29.69,498.77
United Interacti,502893,,Computers - Software - Medium / Small,91.47,37.92,-18.39,12.62,-13.88,-38.36,70.98,2.46,19.41,8.74,-3.84,-0.17,26.73,12.62,-13.88,-8.87,18.88,-8.87,18.88,0.00,0.13,0.59,1.09,1.83,16.74
United Leasing,507808,,Textiles - Products,20.51,88.21,20.70,27.10,21.67,-3.10,-26.33,8.88,33.85,47.79,7.05,-7.15,11.73,27.10,21.67,-24.46,9.74,-24.46,9.74,-33.14,-0.04,0.02,0.31,0.41,6.15
United Nilgiri,,UNITEDTEA,Tea,398.65,8.20,5.04,13.46,4.39,5.57,5.57,6.38,5.51,11.60,5.80,7.09,6.95,13.46,4.39,8.41,7.55,8.41,7.55,0.00,11.64,11.08,14.72,14.07,199.19
United Polyfab,,UNITEDPOLY,Textiles - Products,85.57,62.92,40.97,144.90,26.38,39.21,39.21,56.46,58.12,11.98,8.66,31.70,39.43,137.57,24.16,24.71,25.71,30.06,38.20,14.47,5.09,3.11,17.01,10.70,196.40
United Spirits,532432,UNITDSPR,Breweries & Distilleries,1421.00,11.66,3.92,51.77,15.74,-0.16,6.68,3.63,0.75,26.34,8.71,10.70,10.87,51.72,15.71,24.84,8.72,24.86,8.72,-0.08,845.37,488.33,1292.70,1023.42,103356.56
United Textiles,521188,,Textiles - Cotton/Blended,16.95,2.74,14.58,30.06,24.57,-3.37,32.30,-0.17,2.35,31.21,27.94,14.16,23.11,30.06,24.57,-25.70,7.76,-25.70,7.76,2.50,0.00,0.01,0.43,0.37,5.09
United Van Der,522091,,Miscellaneous,113.95,36.53,31.31,72.25,22.81,29.37,33.28,44.26,14.00,30.81,36.94,26.09,19.06,58.30,20.24,11.92,13.35,12.69,18.40,2.82,1.53,-0.32,3.30,0.33,140.96
Univa Foods,526683,,Hotels,7.99,,,,12.01,-85.00,-85.00,,,,12.01,,,,12.01,,,,,-27.42,-1.30,-1.00,-1.30,-0.99,11.44
Univastu India,,UNIVASTU,Construction,182.44,32.98,3.61,-9.55,9.42,23.74,14.64,16.40,,-1.91,12.86,26.86,,-9.55,9.49,21.38,,26.74,,-2.27,6.57,,15.32,,207.34
Universal Arts,532378,,Entertainment / Electronic Media Software,4.83,-76.62,47.58,,-14.33,-77.89,-15.93,-31.10,-19.98,,-11.65,7.34,,,-14.33,7.35,,7.35,,0.00,-0.10,-0.12,-0.10,-0.10,4.82
Universal Auto.,539314,,Castings & Forgings,175.10,16.60,10.86,33.18,-8.61,25.42,27.17,14.61,16.80,8.49,0.08,10.71,14.08,24.26,-12.33,3.94,-5.86,7.08,12.47,-20.07,2.13,3.00,6.25,6.59,217.73
Universal Cables,504212,UNIVCABLES,Cables - Power,819.20,16.42,7.38,17.16,-4.55,19.93,10.77,13.80,,13.18,0.39,10.77,,17.16,-4.55,6.47,,6.47,,0.00,91.53,,207.16,,2842.25
Universal Office,523519,,Trading,6.05,,,9.29,,,,,,13.04,,,,9.29,,,,,,-3.70,-0.12,,-0.09,,8.86
Universal Starch,524408,,Miscellaneous,221.90,21.16,13.57,3.20,36.59,6.04,12.35,13.73,11.09,7.80,11.10,40.66,3.22,3.20,36.59,20.35,5.95,20.35,5.95,0.00,6.28,2.61,15.60,9.33,93.20
Universus Photo,542933,UNIVPHOTO,Photographic And Allied Products,372.45,-11.59,,,,-24.76,-24.76,,,,,,,,,,,,,0.00,61.35,,82.14,,407.71
Uniworth,514144,,Textiles - Products,0.97,,,19.78,14.22,-18.41,-99.69,,,19.93,14.45,9.75,,19.78,14.22,10.19,6.94,10.19,6.94,0.00,-5.40,-29.21,-5.30,-7.60,3.30
Unjha Formul.,531762,,Pharmaceuticals - Indian - Formulations,25.94,22.92,10.40,40.95,-1.37,-0.18,-5.95,6.09,10.92,18.34,7.71,2.74,11.81,40.95,-1.37,-0.98,8.84,-0.98,8.84,0.00,0.24,0.25,0.40,0.36,11.62
Uno Minda,532539,UNOMINDA,Auto Ancillaries,1018.40,30.09,18.89,61.56,24.75,30.43,24.87,22.52,23.45,32.85,19.16,24.62,34.56,58.67,23.41,24.00,65.57,26.70,68.10,-1.10,445.75,311.89,706.16,493.92,58472.85
Updater Services,543996,UDS,Miscellaneous,316.35,26.41,,40.99,,16.46,16.46,,,47.81,,,,,,,,,,,67.27,,99.10,,2117.91
UPL,512070,UPL,Pesticides / Agrochemicals - Indian,537.60,3.66,14.57,,,15.87,15.87,14.89,14.87,-17.92,3.34,5.05,8.54,,,,,,,4.40,2303.60,1931.23,5830.20,4202.21,40352.67
Upsurge Invest.,531390,,Finance & Investments,99.18,27.08,17.80,7.47,57.85,-7.42,25.51,23.53,19.79,11.31,53.43,53.66,58.91,7.47,57.85,55.61,60.40,55.61,60.40,9.15,5.23,3.12,6.19,3.75,150.26
Upsurge Seeds,,USASEEDS,Miscellaneous,279.00,28.55,77.43,112.08,101.18,60.39,60.39,,,96.29,103.74,,,38.59,18.47,,,,,,3.39,,5.16,,196.97
UR Sugar,539097,,Trading,13.94,,,-7.61,21.26,2.41,2.41,,,-0.76,24.38,25.04,22.83,-7.55,21.32,52.11,12.33,51.91,27.33,-3.84,0.12,-0.01,0.23,0.06,73.19
Uravi T & Wedge,543930,URAVI,Auto Ancillaries,567.85,14.74,3.58,60.72,-5.79,4.14,8.17,5.46,,34.69,-0.39,5.87,,60.72,-5.79,9.14,,10.63,,0.00,0.94,,3.28,,624.64
Urban Enviro,,URBAN,Miscellaneous,430.70,86.76,,104.86,,25.17,25.17,,,111.17,,,,-72.92,,,,,,,2.46,,4.32,,186.49
Urja Global,526987,URJA,Automobiles - Motorcycles / Mopeds,21.07,-33.09,-20.08,5.65,189.69,2.35,-9.23,-14.05,-9.01,6.23,17.45,2.72,11.32,7.73,193.10,11.03,9.92,10.10,9.28,-12.54,1.44,0.71,2.70,2.01,1107.13
USG Tech,532402,,Computers - Software - Medium / Small,9.43,,,24.37,,-78.25,-100.00,,,24.97,,,,24.37,,,,,,0.00,-2.03,,-1.88,,37.16
Usha Mart. Edu.,532398,UMESLTD,Computers - Education,8.51,7.36,-0.54,71.00,28.47,-15.38,-5.33,-9.34,-19.25,33.53,8.67,15.73,11.39,71.00,28.47,11.35,9.39,11.35,9.39,-1.27,0.07,-0.53,0.28,-0.26,22.48
Usha Martin,517146,USHAMART,Steel - Medium / Small,369.95,15.43,5.33,41.67,52.51,-2.63,-1.30,-2.61,-2.31,28.42,193.82,4.69,-2.16,41.67,52.51,17.40,44.08,17.40,44.08,-4.99,318.87,36.46,468.60,264.70,11273.92
Ushakiran Fin.,511507,,Finance & Investments,37.00,-0.71,11.24,-32.49,43.10,-15.62,8.33,-1.18,8.69,-5.20,,-5.43,37.97,-32.49,43.10,-16.80,16.65,-16.80,16.65,0.67,0.11,0.10,0.10,0.11,9.40
Ushanti Colour,,UCL,Dyes And Pigments,58.30,12.99,,,,-7.84,-7.84,,,-16.48,,,,,,,,,,-6.67,0.35,,1.87,,62.39
UTI AMC,543238,UTIAMC,Finance & Investments,1035.55,14.13,10.58,15.75,17.11,12.89,12.89,9.26,,17.20,14.52,12.74,,15.61,17.02,13.12,,13.18,,0.00,500.81,,645.17,,13190.20
