Name,BSE Code,NSE Code,Industry,Current Price,Price to Sales,Price to Free Cash Flow,EVEBITDA,Current ratio,Interest Coverage Ratio,PEG Ratio,Working Capital to Sales ratio,QoQ Profits,QoQ Sales,Net worth,Market Cap to Sales,Interest Coverage,Enterprise Value to EBIT,Debt Capacity,Debt To Profit,Total Capital Employed,CROIC,debtplus,Leverage,Dividend Payout,Intrinsic Value,cash debt contingent liabilities by mcap,Cash by market cap,52w Index,Down from 52w high,Up from 52w low,From 52w high,Mkt Cap To Debt Cap,Dividend Payout Ratio,Graham,Price to Cash Flow,ROCE3yr avg,PB X PE,NCAVPS,Market Capt to Cash Flow,Altman Z Score,Market cap to quarterly profit,Market Capitalization
Everest Inds.,508906,EVERESTIND,Cement Products,1160.35,1.14,-53.59,28.59,1.33,2.23,-5.02,10.18,192.46,20.88,597.41,1.14,2.23,58.48,0.11,5.32,643.26,-4.93,0.24,1.95,21.93,201.90,-4.49,0.02,43.89,20.03,24.36,0.80,2.00,21.93,296.54,10.05,9.51,410.09,103.94,10.04,4.74,137.70,1832.75
Everest Kanto,532684,EKC,Packaging,173.62,1.59,21.85,11.49,3.30,16.77,1.78,53.08,-64.07,-1.10,1100.57,1.59,16.77,15.02,0.26,0.67,1142.20,7.89,0.07,1.27,7.91,153.40,0.67,0.04,88.95,4.55,62.26,0.95,1.13,7.91,139.70,8.60,21.37,34.69,57.86,8.60,5.01,131.37,1948.15
Everest Organics,524790,,Pharmaceuticals - Indian - Bulk Drugs,155.60,0.63,77.64,15.27,0.94,1.11,-16.19,16.75,200.00,0.21,45.84,0.63,1.11,29.84,-0.10,412.79,106.38,1.60,1.37,4.67,0.00,15.74,-49.70,0.01,63.50,15.43,46.52,0.85,0.69,0.00,15.02,7.58,5.32,2418.46,41.29,7.58,2.29,2074.67,124.48
Everlon Fin.,514358,,Finance & Investments,155.55,9.54,90.13,10.51,,454.50,0.14,181.60,52.87,50.00,19.45,9.54,454.50,10.60,0.00,0.00,18.62,7.27,0.00,0.77,0.00,92.24,0.05,0.00,65.72,26.18,212.47,0.74,-45.92,0.00,95.43,-68.89,29.01,59.82,29.61,-68.89,12.36,25.86,96.44
Evexia Lifecare,524444,,Trading,2.98,5.51,-105.46,350.67,2.23,4.94,-88.20,112.38,27200.00,258.26,129.39,5.51,4.94,411.53,0.11,497.29,74.01,-0.37,3.74,6.69,0.00,0.53,-229.39,0.00,76.47,12.87,92.26,0.87,-24.73,0.00,0.90,65.48,1.13,366.62,0.61,65.48,0.93,113.70,310.39
Evoq Remedies,543500,,Trading,9.55,5.87,-2.80,45.00,3.17,,0.46,727.65,680.00,-96.15,25.24,5.87,,45.74,-0.84,9.42,29.48,-24.71,0.09,1.41,0.00,40.48,-17.20,0.01,9.60,50.87,12.35,0.49,-0.37,0.00,11.75,4.47,5.95,26.95,11.84,4.47,3.11,,23.78
Excel Industries,500650,EXCELINDUS,Pesticides / Agrochemicals - Indian,1352.90,2.06,30.05,30.20,2.56,13.05,-2.81,38.32,148.88,29.54,1427.06,2.06,13.05,68.90,0.76,0.10,762.62,4.24,0.00,1.15,40.68,436.44,0.49,0.03,94.09,2.95,93.58,0.97,1.34,40.68,587.90,23.55,10.81,118.98,251.27,23.50,3.34,254.98,1700.69
Excel Realty,533090,EXCEL,Construction,0.84,48.97,8.76,61.16,33.33,173.00,3.67,3795.87,223.53,-15.52,172.32,48.97,173.00,67.17,-0.21,0.04,152.16,7.87,0.00,1.03,0.00,0.31,1.86,0.04,83.08,11.58,180.00,0.88,-1.08,0.00,0.51,-16.64,-1.03,60.12,0.65,-16.64,3.13,215.45,118.50
Exhicon Events,543895,,Miscellaneous,264.95,3.88,-26.82,15.95,5.08,229.88,,81.86,-14.71,-12.94,78.84,3.88,229.88,17.45,,0.05,86.19,-67.88,0.01,1.56,0.00,699.41,0.01,0.00,18.87,39.92,18.28,0.60,,0.00,120.73,-11.98,115.18,108.45,55.70,-11.94,8.68,,343.44
Exicom Tele-Sys.,544133,EXICOM,Electric Equipment,443.95,6.19,-872.02,38.16,3.00,6.03,2.31,62.89,132.83,13.97,632.67,6.19,6.03,44.09,0.06,0.70,656.92,-1.31,0.16,1.10,0.00,83.81,4.03,0.03,76.05,16.30,162.07,0.84,40.96,0.00,80.48,550.61,22.89,684.76,45.10,550.72,12.33,173.09,5364.00
Exide Inds.,500086,EXIDEIND,Auto Ancillaries,508.85,2.55,-111.91,22.74,1.35,11.20,26.74,11.99,18.87,6.30,12886.34,2.55,11.20,32.27,0.21,1.27,7238.77,-3.00,0.11,1.28,19.39,201.87,-2.46,0.01,70.56,17.97,110.62,0.82,2.77,19.39,187.33,28.24,10.32,166.19,23.93,28.24,6.12,196.55,43252.25
Expleo Solutions,533121,EXPLEOSOL,Computers - Software - Medium / Small,1338.05,2.09,186.51,11.82,5.77,47.69,1.10,50.32,52.23,-1.27,611.15,2.09,47.69,15.07,0.14,0.29,635.11,1.86,0.22,1.22,0.00,1321.56,2.48,0.08,31.81,23.54,16.77,0.76,4.12,0.00,733.19,29.07,31.77,74.97,322.03,29.10,8.09,86.89,2076.62
Explicit Finance,530571,,Finance & Investments,5.64,0.56,19.67,202.00,34.60,,14.85,17.87,-150.00,-13.91,7.91,0.56,,202.00,0.26,0.00,1.69,3.37,0.00,1.00,0.00,4.00,22.75,0.27,45.90,35.98,91.19,0.64,8.37,0.00,2.04,-13.11,-0.95,172.59,1.81,-13.08,3.88,-29.06,5.23
Expo Gas Contain,526614,,Packaging,40.14,1.21,518.03,22.24,1.37,1.23,-22.54,76.17,-155.17,75.33,21.19,1.21,1.23,24.05,-0.48,53.84,60.80,0.29,2.22,3.75,0.00,6.16,-59.39,0.02,94.57,4.13,301.40,0.96,-4.90,0.00,10.00,86.34,8.88,434.61,25.29,86.32,4.30,-571.88,91.50
Exxaro Tiles,543327,EXXARO,Ceramics - Tiles / Sanitaryware,88.81,1.32,-60.42,18.33,1.62,1.23,-7.78,61.95,76.47,22.23,276.80,1.32,1.23,28.16,-0.08,42.75,380.93,-1.77,0.69,1.72,0.00,17.10,-47.36,0.01,9.47,41.57,8.04,0.58,1.64,0.00,26.63,75.19,7.40,250.96,41.81,75.26,3.30,331.13,397.35
F A C T,590024,FACT,Fertilizers,996.85,12.76,205.42,113.11,1.05,2.17,5.87,39.39,-301.85,-3.24,1375.74,12.76,2.17,118.72,0.04,12.38,3040.16,9.97,1.72,4.11,0.00,97.58,0.49,0.04,75.43,16.02,141.37,0.84,11.62,0.00,32.87,231.64,26.73,7720.44,30.77,231.63,19.66,531.68,64503.37
F Mec Intl. Fin.,539552,,Finance & Investments,103.95,24.78,-24.13,80.47,6.23,11.40,1.46,392.49,-65.79,140.70,12.27,24.78,11.40,81.88,-0.01,2.69,14.65,-39.02,0.17,0.83,0.00,9.84,-0.98,0.01,79.52,12.54,125.59,0.87,115.54,0.00,16.50,-10.20,8.24,892.31,16.45,-10.19,12.71,711.00,92.43
Faalcon Concepts,544164,FAALCON,Construction,59.05,2.18,-23.12,12.68,1.94,7.63,,51.05,20.65,-3.92,2.10,2.18,7.63,14.06,,2.05,10.95,-33.53,,3.95,0.00,,-7.49,0.03,22.19,37.84,21.00,0.62,,0.00,,-13.34,78.54,,13.90,-13.40,6.07,,40.33
Fabino Enter,543444,,Trading,26.86,0.93,-5.26,58.73,2.05,4.00,,76.81,-100.00,446.81,4.16,0.93,4.00,80.75,-0.21,16.80,4.91,-23.75,0.20,1.22,0.00,16.16,-10.64,0.04,9.63,38.73,7.23,0.61,-2.15,0.00,10.30,-12.26,1.67,153.41,22.24,-12.26,2.82,564.00,5.64
Facor Alloys,532656,,Mining / Minerals / Metals,6.97,0.89,-36.89,-7.60,1.28,-7.72,,15.00,25.30,-94.08,160.55,0.89,-7.72,-6.85,-0.08,-0.48,132.69,-2.12,0.06,1.40,0.00,,-3.55,0.05,8.17,43.10,7.23,0.57,-6.15,0.00,,-9.12,2.83,,1.18,-9.12,2.77,-33.65,136.30
Fairchem Organic,543252,FAIRCHEMOR,Chemicals,1344.85,2.82,53.40,25.83,5.10,13.87,,18.36,-4.62,8.41,289.93,2.82,13.87,29.90,0.08,0.18,311.34,10.79,0.03,1.17,24.11,433.31,-0.47,0.00,62.43,13.40,34.62,0.87,2.98,24.11,394.75,23.47,26.20,261.29,87.77,23.51,12.44,148.90,1751.12
Falcon,,FALCONTECH,Engineering - Turnkey Services,62.10,2.91,,25.36,2.19,,,125.87,63.64,-0.87,5.64,2.91,,25.69,,8.85,16.42,,,6.54,0.00,,-25.31,0.00,1.98,32.39,0.98,0.68,,0.00,,,16.08,,26.67,,4.51,,33.27
Family Care,516110,,Healthcare,8.12,1.10,-21.35,3.03,5.51,22.39,0.01,122.19,666.07,-62.81,58.37,1.10,22.39,3.53,0.30,0.29,54.91,-3.66,0.06,1.24,0.00,40.30,31.46,0.42,40.89,21.85,23.97,0.78,-13.09,0.00,23.77,-118.51,28.06,2.62,9.05,-118.54,3.98,5.11,43.86
Faze Three,530079,FAZE3Q,Textiles - Processing,546.45,2.35,-578.17,15.17,1.65,6.55,1.12,50.91,-29.82,18.87,380.66,2.35,6.55,19.41,0.02,3.64,545.89,-0.43,0.45,1.50,0.00,307.40,-7.70,0.06,88.23,4.80,60.72,0.95,2.94,0.00,259.75,35.88,17.91,99.53,118.28,35.91,6.42,148.98,1328.91
FCS Software,532666,FCSSOFT,Computers - Software - Medium / Small,3.77,17.62,107.06,38.06,2.36,2.02,7.73,44.90,75.27,5.84,428.56,17.62,2.02,48.80,0.15,0.00,242.98,1.47,0.01,0.99,0.00,,2.69,0.02,34.97,43.65,71.36,0.56,12.68,0.00,,42.80,1.73,176.73,0.10,42.80,3.79,115.30,644.50
FDC,531599,FDC,Pharmaceuticals - Indian - Bulk Drugs & Formln,508.55,4.26,106.80,18.80,3.43,99.32,2.14,39.31,-41.54,0.84,2097.17,4.26,99.32,20.67,0.18,0.07,1705.55,3.76,0.04,1.15,0.00,346.46,-0.65,0.00,80.81,7.17,48.14,0.93,3.33,0.00,233.10,37.50,15.83,107.20,46.92,37.50,8.25,178.90,8279.71
Fedbank Financi.,544027,FEDFINA,Finance & Investments,125.12,2.74,-4.83,11.55,0.78,1.49,0.38,-6.11,3.80,17.11,2260.83,2.74,1.49,11.98,-2.21,34.08,42.40,-10.00,3.68,4.47,0.00,165.01,-175.76,0.03,36.50,18.54,15.05,0.81,-0.40,0.00,100.23,-5.98,9.56,36.25,-2.79,-5.98,1.41,66.07,4639.99
Fedders Holding,511628,,Finance & Investments,895.75,2.80,-30.98,15.19,4.64,23.22,0.13,57.31,-70.78,-25.62,412.94,2.80,23.22,15.56,-0.11,0.62,397.89,-12.75,0.09,0.96,0.00,1961.37,-4.07,0.00,82.76,10.34,123.94,0.90,-2.98,0.00,942.12,-13.43,20.71,34.25,183.51,-13.43,8.30,136.50,1468.73
Federal Bank,500469,FEDERALBNK,Banks - Private Sector,197.71,1.94,-74.88,12.88,5.43,1.35,0.49,118.57,5.15,6.13,22122.41,1.94,1.35,12.88,-3.38,60.25,30546.26,-0.25,12.55,12.11,7.53,209.54,-626.64,0.37,90.03,3.63,51.50,0.96,1.38,7.53,197.99,7.53,6.16,22.72,120.80,7.53,0.89,47.11,48404.33
Federal-Mogul Go,505744,FMGOETZE,Auto Ancillaries,433.00,1.42,34.77,7.27,2.50,33.77,2.31,33.40,68.44,3.15,1110.30,1.42,33.77,10.51,0.38,0.06,1155.48,6.15,0.09,1.39,38.14,219.97,13.38,0.16,82.41,5.58,38.32,0.94,1.17,38.14,320.02,15.07,13.67,40.38,101.86,15.08,5.29,59.73,2408.78
Felix Industries,,FELIX,Engineering,288.20,10.58,,47.38,7.00,11.93,,166.46,315.46,87.29,,10.58,11.93,49.76,,0.57,66.73,,,,0.00,,,,54.63,36.65,229.37,0.63,,0.00,69.47,-10.73,0.00,389.40,45.51,-10.77,,,358.61
Fermenta Biotec.,506414,,Pharmaceuticals - Indian - Bulk Drugs,256.15,2.25,13.43,20.80,1.40,0.88,,47.49,-171.47,-1.65,288.86,2.25,0.88,54.40,0.19,-5.78,429.35,11.73,0.48,2.05,-15.65,,-10.51,0.08,91.21,4.06,78.44,0.96,0.83,-15.65,,7.15,3.49,,54.15,7.16,3.99,-108.63,753.87
Fervent Synerg.,533896,,Trading,18.42,2.27,-67.12,-4.33,766.33,-320.25,,94.45,-3724.32,68.18,30.38,2.27,-320.25,-4.31,0.00,0.00,30.48,-2.24,0.00,1.22,0.00,,0.02,0.00,28.96,33.72,26.16,0.66,-66.98,0.00,,-276.30,-11.42,,7.65,-276.30,4.60,-4.12,55.26
FGP,500142,,Miscellaneous,8.73,10.71,-17.31,20.00,20.80,,-6.39,306.19,154.55,650.00,3.38,10.71,,20.00,0.11,0.00,3.03,-18.49,0.97,1.05,0.00,6.01,-20.21,0.09,87.37,6.33,87.74,0.94,-1.35,0.00,5.03,-10.09,-5.55,67.88,2.50,-10.09,7.49,37.11,10.39
Fiberweb (India),507910,FIBERWEB,Textiles - Products,59.45,1.99,44.32,14.09,17.18,8.22,-1.21,57.00,128.57,40.78,161.34,1.99,8.22,20.81,0.17,0.94,166.00,2.35,0.07,1.05,0.00,33.64,-4.57,0.03,81.48,10.74,112.32,0.89,1.31,0.00,56.42,271.77,4.89,24.95,17.02,271.70,3.93,48.63,171.17
Fidel Softech,,FIDEL,Computers - Software - Medium / Small,114.25,3.63,286.66,17.44,7.76,,,78.91,41.61,11.45,37.50,3.63,,17.82,0.16,0.26,34.37,1.54,0.04,1.09,24.96,117.71,1.22,0.02,44.04,23.81,32.62,0.76,5.52,24.96,54.27,54.37,33.25,99.72,24.78,54.17,9.47,74.45,157.10
Fiem Industries,532768,FIEMIND,Auto Ancillaries,1349.10,1.75,53.22,11.84,2.47,76.82,0.88,20.37,14.12,14.42,886.92,1.75,76.82,14.91,0.17,0.14,914.39,7.87,0.11,1.28,31.77,892.41,2.94,0.05,89.87,4.22,64.14,0.96,2.03,31.77,690.92,26.31,24.62,85.76,157.13,26.33,8.37,76.82,3550.79
Filatex Fash.,532022,FILATFASH,Textiles - Products,6.96,6.78,-73.33,86.10,2.19,8.45,1.36,59.57,-13.78,38.76,2302.30,6.78,8.45,90.01,1.83,5.69,108.68,-1.26,0.02,0.58,0.00,6.04,-4.28,0.00,3.52,67.63,8.24,0.32,-7.68,0.00,4.06,76.57,7.71,65.77,0.61,76.57,2.22,475.45,1160.10
Filatex India,526227,FILATEX,Textiles - Manmade,59.35,0.61,14.94,11.21,1.44,6.17,4.06,6.09,-0.74,-5.27,1204.09,0.61,6.17,15.74,0.25,2.10,1608.45,12.42,0.47,1.75,8.02,36.48,-19.75,0.03,52.78,23.91,54.16,0.76,0.84,8.02,39.01,15.69,20.22,52.14,5.88,15.69,5.29,75.61,2634.28
Filmcity Media,531486,,Entertainment / Electronic Media Software,2.31,3.51,-2120.58,78.44,24.38,,1.27,151.24,,453.33,3.03,3.51,,78.44,0.00,0.11,3.05,-0.11,0.00,1.08,0.00,,0.00,0.00,100.00,0.00,90.91,1.00,-282.40,0.00,0.81,353.43,-3.93,182.77,0.99,353.00,6.78,7.51,7.06
Filtra Consult.,539098,,Trading,87.00,0.96,42.79,18.58,2.14,51.78,1.85,16.87,-26.21,30.26,23.73,0.96,51.78,19.53,0.13,0.00,20.73,10.13,0.04,1.49,69.08,52.83,3.62,0.04,67.37,24.81,213.51,0.75,5.20,69.08,39.69,34.67,24.42,110.14,15.29,34.56,8.23,,95.39
Fine Line Cir.,517264,,Electronics - Components,96.53,1.91,-50.92,46.26,1.54,1.26,-58.46,45.68,-55.00,12.92,8.55,1.91,1.26,95.94,-0.07,54.82,13.93,-6.19,3.00,2.13,0.00,5.71,-53.82,0.05,81.53,10.74,113.33,0.89,5.73,0.00,9.57,-24.26,6.77,2291.95,23.10,-24.31,7.00,515.89,46.43
Fine Organic,541557,FINEORG,Chemicals,5461.00,8.69,55.37,29.67,8.67,229.94,2.04,71.84,-5.09,-2.53,1861.29,8.69,229.94,33.17,0.12,0.01,1647.03,17.73,0.01,1.03,8.34,2091.39,5.58,0.04,74.52,8.35,36.35,0.92,4.57,8.34,1252.87,27.68,42.72,427.14,451.00,27.64,16.90,169.13,16743.41
Finelistings,544173,,Computers - Software - Medium / Small,53.70,1.44,-58.00,7.61,3.00,17.79,,42.60,,,5.17,1.44,17.79,7.79,-0.02,0.63,6.31,-6.99,,2.89,0.00,,0.56,0.06,1.12,66.86,2.34,0.33,-9.08,0.00,,28.43,44.39,,16.08,28.72,8.91,,19.53
Fineotex Chem,533333,FCL,Chemicals,373.65,7.27,96.96,24.88,3.20,119.47,0.87,35.44,-7.41,10.52,447.09,7.27,119.47,25.83,0.08,0.04,342.70,10.39,0.01,1.09,3.70,168.80,0.81,0.01,54.03,18.57,36.62,0.81,6.48,3.70,99.11,42.51,35.12,319.84,18.20,42.50,15.66,137.45,4138.73
Finkurve Fin.,508954,,Finance & Investments,74.77,10.53,-413.73,36.44,0.78,4.44,0.71,-4.64,-0.41,-1.23,188.71,10.53,4.44,37.07,-0.12,4.69,-3.31,-0.94,0.40,1.37,0.00,27.74,-7.04,0.01,54.81,23.70,60.45,0.76,-4.97,0.00,20.59,-134.40,9.37,296.87,-0.33,-134.35,6.90,193.97,948.52
Fino Payments,543386,FINOPB,Banks - Private Sector,335.85,17.21,-466.23,18.48,1.95,2.05,1.10,330.82,-3.73,9.49,552.54,17.21,2.05,18.48,,15.67,682.19,-0.31,2.46,4.46,0.00,252.84,-18.76,0.30,64.23,12.54,34.66,0.87,,0.00,128.38,49.21,7.44,154.03,64.58,49.22,2.69,115.15,2794.75
Finolex Cables,500144,FINCABLES,Cables - Power,1533.40,4.68,64.53,29.26,10.56,371.86,3.90,64.13,14.46,14.68,4205.88,4.68,371.86,30.96,0.16,0.03,3827.51,9.14,0.06,1.04,21.41,634.41,-0.59,0.00,80.82,9.80,84.47,0.90,5.13,21.41,480.89,40.64,18.16,228.95,210.30,40.65,11.84,160.39,23451.72
Finolex Inds.,500940,FINPIPE,Plastics Products,310.45,4.50,43.80,23.51,2.90,21.33,7.98,57.97,212.95,-7.68,5537.84,4.50,21.33,26.99,0.29,0.87,3554.51,7.79,0.09,1.18,33.95,154.02,-2.46,0.00,73.30,12.77,67.18,0.87,3.32,33.95,165.82,54.52,15.01,128.06,39.97,54.52,6.96,107.61,19262.71
First Custodian,511122,,Finance & Investments,105.06,5.59,35.28,4.75,38.67,10.80,0.20,480.85,31.58,-1.01,13.91,5.59,10.80,4.97,0.88,0.07,13.98,3.36,0.01,1.01,0.00,147.42,31.85,0.33,66.62,25.61,219.62,0.74,2.01,0.00,151.04,4.99,11.08,10.86,90.40,4.99,4.93,21.01,15.76
First Fintec,532379,,Computers - Software - Medium / Small,10.00,5.81,390.00,12.18,4.77,,,66.48,-210.00,2.08,10.65,5.81,,-39.26,0.34,-1.11,12.23,0.24,0.02,1.19,0.00,,-1.92,0.00,87.08,8.17,150.00,0.92,0.69,0.00,,18.25,-14.22,,1.14,18.25,2.76,-94.55,10.40
Firstsour.Solu.,532809,FSL,Computers - Software - Medium / Small,297.35,3.18,32.51,21.80,0.92,6.85,6.13,12.49,1.31,7.22,3700.40,3.18,6.85,29.69,0.04,2.98,4694.25,12.90,0.47,1.55,47.39,88.73,-7.43,0.01,92.66,3.93,106.42,0.96,2.38,47.39,93.80,32.51,15.69,226.40,11.69,32.51,8.22,154.98,20960.71
Fischer Medical,524743,,Trading,623.40,158.97,,1397.85,18.43,31.14,,319.45,,,80.25,158.97,31.14,1513.27,,0.91,81.73,,,,0.00,,,,76.68,21.35,833.23,0.79,,0.00,10.77,-453.77,0.00,75331.66,12.53,-453.77,64.38,1287.72,3335.19
Five-Star Bus.Fi,543663,FIVESTAR,Finance & Investments,777.55,9.60,-19.14,15.53,10.57,3.27,0.63,66.34,6.57,8.09,5196.15,9.60,3.27,15.77,-0.34,7.56,1635.59,-11.83,1.22,1.96,0.00,735.36,-20.50,0.07,64.20,11.29,29.58,0.89,-1.75,0.00,351.62,-10.72,15.10,110.20,53.72,-10.71,4.59,90.39,22740.43
Flair Writing,544030,FLAIR,Printing & Stationery,322.15,3.70,-490.20,16.42,5.31,20.39,2.26,58.36,51.17,6.33,889.17,3.70,20.39,19.31,0.10,0.48,806.74,-0.94,0.09,0.96,0.00,135.43,4.64,0.03,28.35,37.37,30.90,0.63,5.86,0.00,145.89,143.39,25.31,109.75,50.87,143.38,8.19,104.76,3395.31
Flex Foods,523672,,Food - Processing - Indian,152.35,1.59,-2.52,-253.24,0.96,-1.05,,50.66,88.19,59.28,75.25,1.59,-1.05,-25.03,-1.29,-10.13,330.89,-22.33,3.70,5.13,-2.40,,-146.62,0.01,85.13,7.10,77.90,0.93,2.99,-2.40,,-14.33,1.03,,48.41,-14.27,1.38,-108.39,189.68
Flexituff Vent.,533638,FLEXITUFF,Packaging,75.84,0.34,5.16,-6.35,0.37,-2.02,,-17.39,-16.98,-23.09,-34.32,0.34,-2.02,-4.15,-1.56,-3.65,241.59,6.56,-26.31,-30.26,0.00,,-362.51,0.43,94.31,3.95,214.04,0.96,0.27,0.00,,15.95,-16.20,,-38.68,15.94,0.16,-3.21,203.88
Flomic Global,504380,,Miscellaneous,68.84,0.38,6.61,6.66,1.05,1.36,0.36,17.91,-2.72,13.42,43.36,0.38,1.36,18.64,-0.40,51.75,141.55,14.01,2.63,4.00,0.00,59.21,-74.65,0.17,10.50,29.25,5.10,0.71,0.73,0.00,25.44,6.16,17.69,164.48,32.69,6.15,3.48,69.87,125.07
Flora Corporatio,540267,,Trading,11.39,0.07,5.27,16.73,1.14,,1.62,3.22,108.33,113.76,4.71,0.07,,17.06,0.21,0.00,4.71,41.55,0.00,4.64,0.00,4.78,12.56,0.11,49.02,29.21,65.79,0.71,2.78,0.00,7.27,31.97,4.94,55.24,5.37,32.10,4.73,995.00,9.95
Flora Textiles,530705,,Textiles - Processing,41.86,54.61,39.66,5.06,0.78,68.56,0.06,-13.04,4473.33,50.00,-6.41,54.61,68.56,5.09,-0.20,1.04,-0.06,469.14,-0.99,-0.07,0.00,,-25.04,0.00,100.00,0.00,365.11,1.00,5.46,0.00,,-313.95,1554.06,,-0.10,-314.00,247.46,3.83,25.12
Fluidomat,522017,,Engineering,648.05,5.76,54.28,17.37,4.23,,0.61,51.92,59.00,23.91,60.92,5.76,,18.11,0.07,0.00,37.04,10.62,0.06,1.08,20.78,480.57,-0.68,0.01,79.08,12.28,112.41,0.88,4.69,20.78,271.45,30.80,26.20,128.28,58.80,30.99,10.47,76.99,319.49
Foce India,,FOCE,Trading,1069.00,6.52,45.30,26.89,1.15,33.22,,36.10,107.35,109.73,64.41,6.52,33.22,27.27,,1.38,29.86,17.48,0.34,1.78,0.00,987.25,-3.99,0.00,71.25,13.09,59.55,0.87,,0.00,310.14,1940.04,31.13,267.31,59.12,1937.22,10.02,,523.05
Focus Business,543312,,Miscellaneous,95.76,2.06,-22.21,35.51,5.44,,2.25,21.64,39.13,7.89,2.78,2.06,,57.18,-0.05,1.85,5.49,-48.49,0.19,1.28,0.00,24.66,1.45,0.04,99.76,0.24,,1.00,-3.85,0.00,18.78,-14.26,14.29,672.76,10.04,-14.26,15.66,,44.05
Focus Lighting,,FOCUS,Electric Equipment,118.15,3.44,-57.33,15.27,3.06,39.88,0.64,42.23,-12.87,-7.83,128.67,3.44,39.88,17.61,0.00,0.33,136.63,-11.66,0.10,1.24,0.00,126.58,-1.31,0.01,2.88,45.75,2.56,0.54,92.67,0.00,50.87,127.16,34.62,123.08,14.48,127.13,10.11,86.34,783.10
Fone4 Communica.,543521,,Trading,4.36,0.05,-22.15,-1.65,0.74,-22.85,,-4.39,-7925.00,22.27,7.12,0.05,-22.85,-1.61,-1.66,-0.40,-6.06,-2.15,0.95,3.51,0.00,,-90.85,0.01,22.67,42.63,27.86,0.57,-0.19,0.00,,-29.82,-12.60,,-3.66,-29.72,3.58,,7.43
Fonebox,,FONEBOX,Trading,195.00,0.67,-62.31,30.19,4.14,9.22,,14.39,,,20.19,0.67,9.22,34.87,,0.06,47.16,-25.22,0.01,19.55,0.00,233.43,0.36,0.00,78.22,10.14,68.10,0.90,,0.00,46.86,-1255.31,44.67,389.64,41.57,-1250.44,11.63,,200.07
Foods & Inns,507552,FOODSIN,Food - Processing - Indian,157.54,0.90,-10.67,10.65,1.35,2.40,2.02,56.24,39.47,130.36,398.56,0.90,2.40,12.23,-0.50,12.77,858.91,-11.83,1.15,2.31,4.64,126.93,-47.22,0.03,32.52,29.15,24.73,0.71,-5.58,4.64,101.09,-42.26,14.89,56.22,98.06,-42.25,4.00,176.21,921.57
Forbes & Co,502865,,Engineering,626.25,3.95,6.32,26.56,0.87,13.22,1.06,-14.81,55.75,-58.90,140.28,3.95,13.22,31.32,0.88,-2.04,-2.89,57.27,1.58,3.95,0.00,,-23.13,0.06,69.37,21.35,159.55,0.79,0.39,0.00,,-40.27,9.37,205.80,-23.50,-40.27,4.14,153.00,807.86
Forbes Precision,544186,,Engineering,343.05,7.75,,33.64,1.89,35.30,,21.47,-55.28,-21.73,137.75,7.75,35.30,43.05,,0.30,143.06,,,0.74,0.00,,0.39,0.00,64.52,17.68,64.14,0.82,,0.00,,187.12,55.86,,9.51,187.10,17.02,366.45,1769.95
Force Motors,500033,FORCEMOT,Automobiles - LCVs / HCVs,9051.95,1.61,46.63,11.94,1.25,13.75,1.24,7.48,-17.51,-6.28,2255.14,1.61,13.75,16.38,0.10,1.35,2755.02,9.13,0.28,1.87,6.79,5753.98,-1.57,0.02,83.91,11.93,240.23,0.88,2.41,6.79,3566.64,11.78,8.38,145.00,418.75,11.76,7.41,103.09,11930.47
Fortis Health.,532843,FORTIS,Healthcare,505.70,5.54,93.75,29.54,0.45,7.40,1.53,-22.93,51.34,6.32,7662.90,5.54,7.40,39.99,0.05,1.79,8835.24,4.35,0.49,1.64,12.61,106.83,-8.32,0.01,88.15,4.99,64.06,0.95,4.43,12.61,134.60,34.71,10.02,325.14,-20.93,34.70,6.17,216.11,38178.23
Fortis Malar,523696,,Healthcare,63.69,2.89,-1152.58,2.43,17.67,-0.71,,259.10,-100.11,-100.00,109.47,2.89,-0.71,-5.30,0.93,0.00,106.88,-0.09,0.08,1.16,175.93,109.62,82.91,0.49,30.79,40.99,44.75,0.59,11.97,175.93,183.84,-16.32,-1.77,,57.16,-16.35,4.37,-1989.50,119.37
Fortune Interntl,530213,,Trading,56.11,,42.39,-279.14,22.00,,-0.95,,197.01,,39.10,,,-244.25,1.05,0.09,0.84,2.50,0.01,0.95,0.00,56.46,1.06,0.01,54.63,28.79,94.89,0.71,3.96,0.00,94.68,-119.02,1.91,7.90,1.20,-119.70,2.99,19.85,39.50
Foseco India,500150,FOSECOIND,Chemicals,5003.15,6.48,79.00,30.35,2.96,633.29,3.31,52.12,16.72,2.01,304.18,6.48,633.29,33.40,0.11,0.03,301.86,15.39,0.01,1.33,21.89,1984.86,7.12,0.07,96.89,1.36,75.42,0.99,6.01,21.89,1047.81,56.08,27.18,515.45,401.52,55.99,15.16,172.81,3197.01
Foundry Fuel,513579,,Miscellaneous,11.33,,-52.29,-52.26,0.02,-3.17,,,-120.00,,-1.00,,-3.17,-52.26,-0.15,-3.44,-0.14,173.33,-0.86,-0.12,0.00,,-9.24,0.00,72.89,22.29,337.45,0.78,-4.28,0.00,,-53.32,0.00,,-0.29,-53.47,102.01,-82.64,9.09
