Name,BSE Code,NSE Code,Industry,Current Price,Sales latest quarter,Profit after tax latest quarter,YOY Quarterly sales growth,YOY Quarterly profit growth,Sales growth,Profit growth,Operating profit latest quarter,Other income latest quarter,EBIDT latest quarter,Depreciation latest quarter,EBIT latest quarter,Interest latest quarter,Profit before tax latest quarter,Tax latest quarter,Extraordinary items latest quarter,Net Profit latest quarter,GPM latest quarter,OPM latest quarter,NPM latest quarter,Equity Capital latest quarter,EPS latest quarter,Operating profit 2quarters back,Operating profit 3quarters back,Sales 2quarters back,Sales 3quarters back,Net profit 2quarters back,Net profit 3quarters back,Operating profit growth,Last result date,Expected quarterly sales growth,Expected quarterly sales,Expected quarterly operating profit,Expected quarterly net profit,Expected quarterly EPS,Sales preceding quarter,Operating profit preceding quarter,Other income preceding quarter,EBIDT preceding quarter,Depreciation preceding quarter,EBIT preceding quarter,Interest preceding quarter,Profit before tax preceding quarter,Tax preceding quarter,Profit after tax preceding quarter,Extraordinary items preceding quarter,Net Profit preceding quarter,OPM preceding quarter,NPM preceding quarter,Equity Capital preceding quarter,EPS preceding quarter,Market Capitalization
NMDC Steel,543768,NSLNISP,Steel - Medium / Small,57.37,1845.73,-860.83,,,,,-955.58,90.21,-865.37,252.29,-1117.66,155.44,-1273.10,-412.27,0.00,-860.83,-20.79,-51.77,-46.64,2930.61,,-72.24,0.00,277.41,0.00,-131.10,0.00,,202403.00,,,,,,925.85,-409.09,16.22,-392.87,225.98,-618.85,134.41,-753.26,-184.87,-568.39,0.00,-568.39,-44.19,-61.39,2930.61,,16812.91
NMS Global,522289,,Miscellaneous,73.38,6.76,-0.78,79.31,-4000.00,278.51,21.43,-0.65,0.14,-0.51,0.13,-0.64,0.17,-0.81,-0.03,0.00,-0.78,93.79,-9.62,-11.54,3.01,-2.60,0.44,0.13,4.54,3.55,0.32,0.06,302.38,202403.00,502.96,,,,,8.85,0.99,0.00,0.99,0.15,0.84,0.14,0.70,0.13,0.58,0.00,0.58,11.19,6.55,3.01,1.93,22.09
NOCIL,500730,NOCIL,Chemicals,280.90,356.50,41.54,-9.22,46.68,-10.63,-10.27,44.62,24.71,69.33,13.31,56.02,0.42,55.60,14.06,0.00,41.54,42.06,12.52,11.65,166.65,2.49,45.29,55.48,350.88,396.67,27.16,34.30,-22.88,202403.00,-9.65,358.41,48.82,35.15,2.11,340.62,48.85,5.83,54.68,13.49,41.19,0.50,40.69,10.69,30.00,0.00,30.00,14.34,8.81,166.65,1.80,4681.10
Noida Tollbridg.,532481,NOIDATOLL,Construction,13.45,9.97,-5.37,119.60,46.78,-12.14,9.88,3.33,0.65,3.98,9.35,-5.37,0.00,-5.37,0.00,0.00,-5.37,100.00,33.40,-53.86,186.20,-0.29,-0.42,0.22,3.54,3.24,-8.87,-9.19,25.33,202403.00,34.82,4.37,0.42,-9.51,-0.51,4.09,0.62,0.60,1.22,9.44,-8.22,0.00,-8.22,0.00,-8.22,0.00,-8.22,15.16,-200.98,186.20,-0.44,250.45
Norben Tea,519528,NORBTEAEXP,Tea,13.25,1.18,-1.03,59.46,-114.58,-15.42,-950.00,-0.61,0.01,-0.60,0.15,-0.75,0.27,-1.02,0.02,0.00,-1.03,52.54,-51.69,-87.29,11.75,-0.88,1.08,0.42,2.24,1.75,0.69,0.12,-103.55,202403.00,-8.12,1.61,0.00,-0.47,-0.40,1.40,-0.97,0.02,-0.95,0.15,-1.10,0.37,-1.47,0.00,-1.47,0.00,-1.47,-69.29,-105.00,11.75,-1.25,15.57
Norris Medicines,524414,,Pharmaceuticals - Indian - Bulk Drugs & Formln,12.28,1.49,0.17,23.14,131.48,-32.54,32.00,0.48,0.03,0.51,0.14,0.37,0.11,0.26,0.09,0.00,0.17,85.23,32.21,11.41,9.93,0.17,-0.24,-0.38,2.56,0.95,-0.48,-0.61,-120.43,202403.00,-10.06,0.85,-0.15,-0.37,-0.37,0.65,-0.04,0.00,-0.04,0.14,-0.18,0.09,-0.27,0.00,-0.27,0.00,-0.27,-6.15,-41.54,9.93,-0.27,12.28
North Eastn.Car.,534615,NECCLTD,Miscellaneous,25.50,91.84,2.86,25.16,155.36,9.52,41.45,4.76,1.11,5.87,0.68,5.19,2.21,2.98,0.11,0.00,2.86,100.00,5.18,3.11,95.30,0.30,4.80,4.76,73.84,83.85,1.15,1.49,3.23,202403.00,10.92,93.01,5.62,2.53,0.27,85.59,6.44,0.10,6.54,0.88,5.66,2.57,3.09,0.58,2.52,0.00,2.52,7.52,2.94,72.79,0.27,242.82
Northern Spirits,542628,,Trading,195.60,638.63,3.61,107.97,2478.57,36.45,48.88,16.78,0.46,7.98,0.06,7.92,3.06,4.86,1.25,0.00,9.74,12.63,6.73,3.23,16.05,6.07,,,,,,,36.75,202403.00,,,,,,596.68,14.14,0.00,2.68,0.10,2.58,1.05,1.53,0.00,1.53,0.00,6.84,5.18,2.95,,4.26,313.96
Northlink Fiscal,539110,,Finance & Investments,69.50,0.12,0.04,-14.29,300.00,6.38,-350.00,0.06,0.00,0.06,-0.04,0.10,0.07,0.03,0.00,0.00,0.04,100.00,50.00,33.33,5.25,0.08,0.02,-0.02,0.09,0.10,0.01,-0.04,-11.11,202403.00,59.48,0.16,0.00,-0.08,-0.15,0.29,-0.01,0.00,-0.01,0.13,-0.14,0.00,-0.14,0.00,-0.14,0.00,-0.14,-3.45,-48.28,5.25,-0.27,36.48
Nouveau Global,531465,,Trading,0.49,0.00,-0.07,,87.93,-100.00,69.44,-0.19,0.15,-0.04,0.01,-0.05,0.02,-0.07,0.00,0.00,-0.07,,,,18.55,0.00,-0.14,-0.16,0.00,0.00,-0.06,-0.07,89.37,202403.00,,,,,,0.00,-0.13,0.14,0.01,0.01,0.00,0.02,-0.02,0.00,-0.02,0.00,-0.02,,,18.55,0.00,9.09
Nova Agritech,544100,NOVAAGRI,Fertilizers,65.00,70.77,8.28,-3.28,2.60,19.90,38.16,9.91,0.01,9.92,0.44,9.48,2.45,7.03,-1.25,0.00,8.28,29.97,14.00,11.70,18.00,0.89,12.25,,68.29,,6.94,,13.82,202403.00,,,,,,78.48,15.05,0.00,15.05,0.52,14.53,2.23,12.30,2.66,9.64,0.00,9.64,19.18,12.28,,1.48,601.39
Nova Iron &Steel,513566,,Steel - Sponge Iron,24.30,113.11,4.01,-31.94,127.13,-12.20,192.02,5.86,4.17,10.03,2.63,7.40,3.39,4.01,0.00,0.00,4.01,27.13,5.18,3.55,36.14,1.11,5.05,25.85,182.41,186.14,1.82,11.65,74.96,202312.00,-9.50,168.47,13.67,7.26,2.01,121.84,-1.12,0.96,-0.16,2.58,-2.74,3.47,-6.21,-0.60,-5.61,0.00,-5.61,-0.92,-4.60,36.14,-1.55,87.81
Novartis India,500672,,Trading,1100.00,81.17,14.68,6.62,-41.33,-11.53,-15.46,11.21,10.42,21.63,0.14,21.49,0.16,21.33,6.65,0.00,14.68,29.91,13.81,18.09,12.34,5.95,16.91,17.37,78.76,90.60,23.68,20.26,0.28,202403.00,-9.07,82.38,15.95,15.12,6.12,84.54,19.77,21.96,41.73,0.26,41.47,0.16,41.31,14.74,26.57,0.00,26.57,23.39,31.43,12.34,10.76,2715.99
Novateor Resear.,542771,,Personal Care - Indian,43.75,0.85,-0.02,,,-3.97,-25.00,-0.15,0.26,0.06,0.05,0.01,0.00,0.01,0.03,0.00,0.02,-53.85,-153.85,-15.38,4.83,0.04,,,,,,,0.00,202403.00,,,,,,0.36,-0.17,,,,,,,,,,0.01,,,,0.02,21.15
NPR Finance,530127,,Finance & Investments,25.64,1.78,0.14,-48.26,275.00,-25.67,116.35,0.35,0.14,0.49,0.04,0.45,0.13,0.32,0.19,0.00,0.14,82.58,19.66,7.87,5.99,0.23,0.22,0.22,3.33,2.68,0.90,0.05,143.91,202403.00,-7.33,2.48,0.26,0.08,0.14,1.68,0.20,0.00,0.20,0.04,0.16,0.14,0.02,0.02,0.00,0.00,0.00,11.90,0.00,6.00,0.00,15.35
NRB Bearings,530367,NRBBEARING,Bearings,351.10,284.61,23.76,-8.91,-40.80,3.49,-3.61,47.22,11.73,48.44,11.04,37.40,3.93,43.98,12.21,10.51,31.77,62.67,16.59,8.50,19.38,3.22,45.51,45.38,278.99,272.02,24.63,18.99,-1.89,202403.00,4.28,283.66,45.75,29.62,3.00,258.41,35.73,191.57,45.02,11.02,34.00,5.68,210.60,44.48,22.27,182.28,166.12,13.83,8.65,19.38,17.09,3402.94
NRB Indl Bearing,535458,NIBL,Bearings,37.70,18.65,-7.36,-14.49,-97.32,-9.44,-99.47,-3.58,0.43,-3.15,1.43,-4.58,2.77,-7.35,0.00,0.00,-7.36,51.15,-19.20,-39.46,4.85,-3.04,-0.87,-2.11,19.03,17.45,-6.03,-6.45,-306.33,202403.00,-8.20,16.02,-1.89,-6.49,-2.68,17.98,-1.90,0.67,-1.23,2.32,-3.55,2.78,-6.33,0.00,-6.33,0.00,-6.33,-10.57,-35.21,4.85,-2.61,91.42
NTC Industries,526723,,Cigarettes,132.00,12.61,0.64,23.02,156.14,-14.75,8.41,1.65,-3.05,3.40,0.53,2.87,0.13,-2.06,0.56,-4.80,-2.61,46.23,13.08,5.08,11.94,-2.19,2.18,2.85,10.02,12.14,2.93,3.48,-44.03,202403.00,-7.27,11.26,2.39,0.26,0.22,7.35,1.64,3.94,3.58,4.23,-0.65,0.11,1.24,-0.02,-0.58,2.00,1.26,22.31,-7.89,11.94,1.05,157.66
NTPC,532555,NTPC,Power Generation And Supply,371.00,47622.06,6168.73,7.61,26.91,1.30,22.35,13983.83,1405.89,15389.72,4270.76,11118.96,2955.25,8163.71,1673.66,0.00,6490.05,47.24,29.36,13.63,9696.67,6.36,12680.19,12410.87,44983.35,43075.09,4726.40,4907.13,7.35,202403.00,1.48,43711.35,12423.04,5484.40,5.38,42820.38,11362.15,2532.46,13894.61,4073.91,9820.70,3250.08,6570.62,1361.75,5155.28,0.00,5208.87,26.53,12.16,9696.67,5.32,359746.33
Nucleus Soft.,531209,NUCLEUS,Computers - Software - Medium / Small,1427.00,210.26,52.14,1.97,-22.93,30.26,49.09,58.22,14.21,72.43,3.78,68.65,0.23,68.42,16.28,0.00,52.14,100.00,27.69,24.80,26.77,19.47,51.94,62.58,205.25,206.81,44.59,53.56,40.59,202403.00,35.07,279.34,77.80,72.48,27.07,204.13,47.65,12.00,59.65,3.52,56.13,0.21,55.92,14.61,41.31,0.00,41.31,23.34,20.24,26.77,15.43,3820.57
Nupur Recyclers,,NRL,Trading,86.74,44.42,1.43,125.03,-12.27,82.92,-23.66,0.57,1.52,2.09,0.01,2.08,0.07,2.01,0.57,0.00,1.43,3.58,1.28,3.22,68.64,0.21,0.99,0.61,43.67,18.36,1.89,1.53,-43.04,202403.00,151.20,46.12,1.24,1.09,0.16,74.36,1.90,6.11,8.01,0.01,8.00,0.18,7.82,2.11,5.70,0.00,5.70,2.56,7.67,45.76,0.83,595.39
Nureca,543264,NURECA,Trading,270.55,16.97,-4.15,-20.07,-171.24,-17.42,42.94,-4.43,-1.26,-5.69,0.60,-6.29,0.18,-6.47,-2.32,0.00,-4.15,34.12,-26.10,-24.45,10.00,-4.15,1.38,-2.90,31.35,21.23,2.89,-0.71,32.05,202403.00,-17.38,17.54,-2.39,-3.03,-3.03,22.37,-4.25,5.90,1.65,0.59,1.06,0.11,0.95,0.78,0.17,0.00,0.17,-19.00,0.76,10.00,0.17,270.55
Nutech Global,531304,,Trading,19.99,8.75,0.15,12.90,,4.74,-180.00,0.60,0.00,0.60,0.09,0.51,0.26,0.25,0.10,0.00,0.15,21.03,6.86,1.71,3.20,0.47,0.20,0.33,9.91,10.44,-0.14,0.02,-5.37,202403.00,7.25,11.20,0.41,0.04,0.12,7.39,0.27,0.01,0.28,0.09,0.19,0.31,-0.12,0.00,-0.12,0.00,-0.12,3.65,-1.62,3.20,-0.37,6.40
Nutricircle,530219,,Food - Processing - Indian,261.90,0.00,-0.52,-100.00,-48.57,45.64,-267.65,-0.52,0.00,-0.52,0.00,-0.52,0.00,-0.52,0.00,0.00,-0.52,,,,0.27,-19.13,-0.08,-0.38,0.72,0.00,-0.07,-0.38,-223.08,202403.00,273.22,0.00,,,,2.12,-0.28,0.00,-0.28,0.00,-0.28,0.00,-0.28,0.00,-0.28,0.00,-0.28,-13.21,-13.21,0.27,-10.30,7.12
Nuvama Wealth,543988,NUVAMA,Finance & Investments,5126.80,927.38,180.74,51.34,111.64,41.73,105.01,463.55,1.63,465.18,45.13,420.05,182.76,237.29,56.55,0.00,180.74,100.00,49.98,19.49,35.31,51.19,360.09,290.28,735.26,647.71,144.96,122.98,76.59,202403.00,42.70,924.26,441.01,218.63,61.77,840.64,444.55,1.82,446.37,44.64,401.73,171.05,230.68,54.52,176.16,0.00,176.16,52.88,20.96,35.07,50.06,18146.41
Nuvoco Vistas,543334,NUVOCO,Cement - North India,368.25,2933.44,100.35,0.17,-83.44,1.39,-64.73,490.81,7.17,497.98,218.07,279.91,124.90,155.01,54.66,0.00,100.35,61.90,16.73,3.42,357.16,2.81,329.95,392.54,2572.97,2805.50,1.53,14.46,34.07,202403.00,1.69,2852.78,420.70,49.89,1.40,2420.98,410.41,10.89,421.30,231.25,190.05,133.23,56.82,25.79,31.03,0.00,31.03,16.95,1.28,357.16,0.87,13152.26
Nuway Organic,531819,,Trading,27.30,0.00,-0.03,,93.48,-100.00,111.89,-0.03,0.00,-0.03,0.00,-0.03,0.00,-0.03,0.00,0.00,-0.03,,,,9.59,-0.03,-0.05,-0.13,0.01,0.00,0.07,0.21,-22.73,202312.00,,,,,,0.00,-0.06,0.03,-0.03,0.00,-0.03,0.00,-0.03,0.00,-0.03,0.00,-0.03,,,16.15,-0.03,26.18
Nyssa Corp.,504378,,Finance & Investments,6.75,0.41,-0.93,95.24,-3.33,47.46,216.22,-1.33,0.29,-1.04,0.00,-1.04,0.00,-1.04,-0.11,0.00,-0.93,36.59,-324.39,-226.83,3.00,-0.31,-0.45,3.71,0.90,4.76,0.16,2.49,1128.57,202403.00,245.11,16.43,-2.85,-2.83,-0.94,1.75,0.64,0.04,0.68,0.00,0.68,0.00,0.68,0.05,0.63,0.00,0.64,36.57,36.57,3.00,0.21,20.25
O N G C,500312,ONGC,Oil Drilling / Allied Services,273.30,166770.63,11257.82,1.65,28.88,1.70,31.76,23225.21,2548.87,27507.43,7862.89,19644.54,2682.77,15228.42,3701.89,-1733.35,11526.53,36.10,13.93,7.70,6290.14,8.03,28255.31,30106.81,146873.73,163823.59,16553.32,17382.97,36.16,202403.00,-5.73,154431.02,25916.76,16284.85,11.35,165569.06,20523.20,4130.39,24652.92,7117.50,17535.42,2544.12,14991.97,3887.47,10712.00,0.67,11104.50,12.40,6.71,6290.14,8.52,343819.06
Oasis Securities,512489,,Finance & Investments,187.00,0.17,-0.47,-63.83,-220.51,143.09,438.10,-0.89,0.80,-0.09,0.02,-0.11,0.00,-0.11,0.36,0.00,-0.47,100.00,-523.53,-276.47,1.85,-2.54,0.68,0.61,0.95,0.86,0.66,0.61,260.71,202403.00,123.90,1.93,-0.57,-0.66,-3.56,1.00,0.63,0.00,0.63,0.02,0.61,0.00,0.61,0.00,0.61,0.00,0.61,63.00,61.00,1.85,3.30,34.60
Oberoi Realty,533273,OBEROIRLTY,Construction,1755.00,1314.77,788.03,36.75,64.07,7.23,-6.43,788.57,246.61,1035.18,13.54,1021.64,50.36,971.28,183.25,0.00,788.03,80.93,59.98,59.94,363.60,21.67,638.21,473.73,1217.41,909.97,456.76,321.64,15.07,202403.00,23.19,1121.01,592.13,528.55,14.54,1053.64,509.36,31.40,540.76,11.37,529.39,50.06,479.33,119.18,360.15,0.00,360.15,48.34,34.18,363.60,9.91,63812.20
Objectone Inform,535657,,Computers - Software - Medium / Small,14.44,5.09,-2.41,70.23,-788.57,-7.44,-174.14,-2.97,0.08,-2.89,0.11,-3.00,0.05,-3.05,-0.64,0.00,-2.41,101.96,-58.35,-47.35,10.51,-2.29,0.81,0.76,7.08,3.97,0.65,1.48,-142.54,202403.00,22.16,4.85,0.13,0.00,0.00,4.27,0.26,0.01,0.27,0.08,0.19,0.03,0.16,0.14,0.03,0.00,0.03,6.09,0.70,10.51,0.03,15.18
Octal Credit Cap,538894,,Finance & Investments,25.90,0.07,1.56,0.00,287.95,-74.77,970.21,0.03,1.54,1.57,0.00,1.57,0.00,1.57,0.01,0.00,1.56,171.43,42.86,2228.57,5.00,3.12,0.06,0.00,0.07,0.07,0.63,0.84,120.31,202403.00,-0.28,0.07,0.02,0.02,0.04,0.08,0.05,1.01,1.06,0.00,1.06,0.00,1.06,0.00,1.06,0.00,1.06,62.50,1325.00,5.00,2.12,12.95
Octavius Plant.,542938,,Trading,81.10,11.13,0.63,0.54,530.00,11.22,-5.82,0.50,0.16,0.66,0.01,0.65,0.04,0.61,-0.02,0.00,0.63,8.98,4.49,5.66,3.00,2.10,0.35,0.30,1.47,3.97,0.31,0.21,-18.93,202403.00,36.14,5.40,0.55,0.50,1.66,7.72,0.82,0.00,0.82,0.01,0.81,0.03,0.78,0.15,0.63,0.00,0.63,10.62,8.16,3.00,2.10,24.33
Octaware Tech.,540416,,Computers - Software - Medium / Small,59.23,8.42,,,,-8.20,-16.18,-1.44,,,,,,,,,-1.47,,,,,-4.09,,,,,,,-36.75,202403.00,,,,,,7.48,-0.16,,,,,,,,,,-0.11,,,,-0.33,21.27
Odyssey Corpn.,531996,,Finance & Investments,11.65,8.30,-0.59,-37.03,27.16,-58.11,13.19,-1.92,0.80,-1.12,0.07,-1.19,0.08,-1.27,0.05,0.00,-1.32,-4.10,-23.13,-15.90,19.70,-0.15,1.39,1.02,10.41,8.41,2.38,1.95,-100.58,202403.00,-51.36,4.09,0.12,0.01,0.00,5.50,-0.47,1.07,0.60,0.05,0.55,0.01,0.54,0.00,0.24,0.00,0.54,-8.55,9.82,19.70,0.06,45.92
Odyssey Tech.,530175,,Computers - Software - Medium / Small,147.50,9.29,3.19,17.30,16.00,8.85,4.22,4.29,0.58,4.87,0.60,4.27,0.00,4.27,1.08,0.00,3.19,100.00,46.18,34.34,15.81,2.02,0.45,0.32,5.58,5.18,0.25,0.16,-6.04,202403.00,9.58,5.68,0.86,0.33,0.21,6.29,1.15,0.58,1.73,0.58,1.15,0.00,1.15,0.29,0.86,0.00,0.86,18.28,13.67,15.81,0.54,233.16
Oil Country,500313,OILCOUNTUB,Steel - Medium / Small,37.80,11.29,-14.16,7426.67,-2.24,6655.56,-166.92,3.38,0.43,4.29,18.08,-13.79,1.75,-16.02,-1.37,-0.48,-14.64,93.27,29.94,-125.42,44.29,-3.31,-2.71,-2.48,0.76,0.21,-14.84,-18.71,100.78,202403.00,,,,,,5.98,1.91,0.09,2.00,22.63,-20.63,1.62,-22.25,-6.11,-16.15,0.00,-16.15,31.94,-270.07,44.29,-3.65,167.42
Oil India,533106,OIL,Oil Drilling / Allied Services,720.70,9147.01,2134.23,16.50,22.46,-10.06,-9.91,3261.23,577.76,3829.71,576.28,3253.43,234.35,3028.36,695.42,9.28,2332.94,74.53,35.65,25.43,1084.41,19.74,3469.13,2276.52,7496.51,6208.22,640.36,1399.49,-18.10,202403.00,-4.49,5929.24,2250.66,1618.29,13.69,9614.29,3443.24,635.29,4079.97,576.08,3503.89,236.22,3266.23,658.57,2348.13,-1.44,2607.66,35.81,27.13,1084.41,21.64,78153.05
OK Play India,526415,,Plastics Products,13.10,60.08,-1.94,12.81,3.48,5.69,173.81,11.24,-1.51,11.49,4.11,7.38,3.71,1.91,2.62,-1.76,-0.71,45.01,18.71,-3.23,29.03,-0.02,7.89,6.82,40.31,43.25,0.41,0.36,6.99,202403.00,2.64,44.39,7.87,0.93,0.03,40.93,8.50,0.01,8.50,3.20,5.30,3.56,1.75,0.68,1.07,0.01,1.07,20.77,2.61,26.46,0.04,380.26
Olatech Solution,543578,,Computers - Software - Medium / Small,144.95,8.59,,,,103.49,153.78,2.58,,,,,,,,,1.74,,,,,4.02,,,,,,,147.73,202403.00,,,,,,6.57,1.79,,,,,,,,,,1.28,,,,2.98,62.74
Olectra Greentec,532439,OLECTRA,Automobiles - LCVs / HCVs,1780.80,288.81,13.71,-23.17,-49.24,5.81,17.15,34.46,8.38,42.84,9.67,33.17,13.06,20.11,5.22,0.00,14.89,28.30,11.93,5.16,32.83,1.67,40.54,40.31,307.16,216.02,18.58,18.08,17.43,202403.00,19.26,257.62,40.96,19.43,2.18,342.14,48.85,7.25,56.10,9.20,46.90,13.06,33.84,6.72,26.99,0.00,27.12,14.28,7.93,32.83,3.29,14616.93
Olympia Industri,521105,,Trading,56.87,53.10,0.20,6.20,-41.18,-49.98,-19.39,1.64,0.17,1.81,0.29,1.52,1.12,0.40,0.21,0.00,0.20,13.11,3.09,0.38,6.02,0.33,1.62,1.56,41.12,36.99,0.16,0.18,23.33,202403.00,-20.46,29.42,1.10,-0.20,-0.34,57.85,1.64,0.09,1.73,0.28,1.45,1.07,0.38,0.13,0.25,0.00,0.25,2.83,0.43,6.02,0.42,34.26
Olympic Cards,534190,,Printing & Stationery,3.10,2.44,1.99,-33.33,305.15,-17.80,75.06,-1.47,3.64,2.17,0.38,1.79,0.44,1.35,-0.64,0.00,1.99,11.89,-60.25,81.56,16.31,1.22,-0.24,-0.68,3.33,2.74,-1.10,-0.58,-111.28,202403.00,-16.07,2.30,-0.60,-1.53,-0.94,2.98,-0.46,0.04,-0.42,0.39,-0.81,0.66,-1.47,-0.29,-1.19,0.00,-1.19,-15.44,-39.93,16.31,-0.73,5.05
Olympic Oil Ind.,507609,,Trading,50.34,0.00,-0.09,,-12.50,,2.13,-0.11,0.01,-0.10,-0.01,-0.09,0.00,-0.09,0.00,0.00,-0.09,,,,2.85,-0.32,-0.10,-0.13,0.00,0.00,-0.10,-0.13,-4.44,202403.00,,,,,,0.00,-0.14,0.00,-0.14,0.00,-0.14,0.00,-0.14,0.00,-0.14,0.00,-0.14,,,2.85,-0.49,14.35
Om Infra,531092,OMINFRAL,Engineering - Turnkey Services,162.00,295.71,3.04,-14.70,-60.21,39.37,646.20,25.63,8.26,33.89,1.57,32.32,16.24,16.08,12.88,0.00,3.15,54.89,8.67,1.07,9.63,0.32,41.28,20.22,279.80,266.80,23.68,14.29,137.93,202403.00,69.83,453.12,35.46,16.44,1.65,271.51,2.18,19.58,21.76,1.91,19.85,7.80,12.05,5.94,6.14,0.00,6.14,0.80,2.26,9.63,0.64,1560.08
Omansh Enterpri.,538537,,Trading,0.66,0.01,-0.21,,-16.67,-98.31,0.00,-0.21,0.00,-0.21,0.00,-0.21,0.00,-0.21,0.00,0.00,-0.21,100.00,-2100.00,-2100.00,0.11,-0.12,,,,,,,-29.17,202403.00,,,,,,0.00,-0.01,0.00,-0.01,0.00,-0.01,0.00,-0.01,0.00,-0.01,0.00,-0.01,,,,-0.01,1.17
Omax Autos,520021,OMAXAUTO,Auto Ancillaries,148.00,103.99,2.41,12.71,-65.27,18.11,101.08,8.88,27.85,14.23,5.26,8.97,5.16,26.31,9.73,22.50,16.59,21.73,8.54,2.32,21.39,7.76,4.36,5.76,74.90,71.49,-3.50,-1.16,63.49,202403.00,19.64,85.53,6.36,-4.23,-1.98,104.88,6.38,3.93,10.31,5.50,4.81,5.35,-0.54,-0.27,-0.27,0.00,-0.27,6.08,-0.26,21.39,-0.13,316.57
Omaxe,532880,OMAXE,Construction,118.10,535.58,-143.59,85.02,-37.55,108.75,-15.42,-146.32,6.88,-139.44,13.60,-153.04,38.19,-191.23,-47.64,0.00,-143.59,-17.23,-27.32,-26.81,182.90,-7.93,-67.02,-92.53,266.09,213.45,-84.35,-106.21,-13.18,202403.00,112.79,454.19,-142.92,-199.15,-10.89,599.21,-37.40,2.74,-34.66,14.61,-49.27,32.44,-81.71,-9.94,-66.89,0.00,-71.77,-6.24,-11.98,182.90,-3.66,2160.07
Omega Interactiv,511644,,Computers - Software - Medium / Small,300.00,0.00,-0.11,-100.00,,-28.57,-1600.00,-0.11,0.00,-0.11,0.00,-0.11,0.00,-0.11,0.00,0.00,-0.11,,,,0.50,-2.20,-0.06,0.07,0.00,0.10,-0.06,0.06,-366.67,202312.00,100.00,0.20,,,,0.00,-0.04,0.00,-0.04,0.00,-0.04,0.00,-0.04,0.00,-0.04,0.00,-0.04,,,0.50,-0.80,15.00
Omfurn India,,OMFURN,Miscellaneous,67.45,36.11,,,,14.32,-7.58,2.36,,,,,,,,,0.73,,,,,0.62,,,,,,,1.52,202403.00,,,,,,44.18,5.00,,,,,,,,,,2.93,,,,3.57,79.42
Omkar Overseas,531496,,Trading,4.72,0.00,-0.03,,0.00,-100.00,-30.00,-0.03,0.00,-0.03,0.00,-0.03,0.00,-0.03,0.00,0.00,-0.03,,,,4.92,-0.06,-0.05,-0.04,0.00,0.00,-0.95,-0.04,-18.18,202403.00,,,,,,0.00,-0.02,0.00,-0.02,0.00,-0.02,0.00,-0.02,0.00,-0.02,0.00,-0.02,,,4.92,-0.04,2.36
Omkar Pharmachem,532167,,Miscellaneous,24.00,0.14,-0.02,0.00,-100.00,0.00,-5.00,0.08,0.00,0.08,0.00,0.08,0.03,0.05,0.06,0.00,-0.02,100.00,57.14,-14.29,10.08,-0.02,0.09,0.05,0.14,0.14,0.09,0.05,-9.38,202403.00,0.00,0.14,0.06,0.03,0.03,0.14,0.07,0.00,0.07,0.00,0.07,0.00,0.07,0.00,0.07,0.00,0.07,50.00,50.00,10.08,0.07,24.20
Omkar Spl.Chem.,533317,OMKARCHEM,Chemicals,6.96,3.74,-2.90,-49.18,-27.19,-59.11,-345.12,-0.95,0.12,-0.83,0.39,-1.22,1.69,-2.91,0.00,0.00,-2.90,32.35,-25.40,-77.54,20.58,-1.41,0.13,-2.32,6.34,4.23,-1.84,-3.56,-207.57,202206.00,-55.62,1.88,-0.78,-2.64,-1.28,5.05,-3.11,0.21,-2.90,0.44,-3.34,1.58,-4.92,0.00,-4.92,0.00,-4.92,-61.58,-97.43,20.58,-2.39,14.32
Omni Ax's,532340,,Computers - Software - Medium / Small,4.23,0.01,-0.03,-66.67,,0.00,33.33,-0.03,0.00,-0.03,0.00,-0.03,0.00,-0.03,0.00,0.00,-0.03,100.00,-300.00,-300.00,17.22,-0.02,-0.07,-0.03,0.00,0.00,-0.07,-0.03,33.33,202403.00,,,,,,0.05,0.02,0.00,0.02,0.00,0.02,0.00,0.02,0.00,0.02,0.00,0.02,40.00,40.00,17.22,0.01,7.29
Omnipotent,543400,,Trading,9.48,19.57,,,,366.67,500.00,-0.41,,,,,,,,,0.04,,,,,0.07,,,,,,,20.34,202403.00,,,,,,14.04,-0.06,,,,,,,,,,0.11,,,,0.18,5.74
Omnitex Industri,514324,,Trading,160.00,0.59,1.84,73.53,3780.00,400.00,834.78,-0.02,1.56,1.54,0.00,1.54,0.00,1.54,-0.31,0.00,1.84,1.69,-3.39,311.86,4.23,4.38,-0.05,-0.03,0.32,0.29,1.70,-0.04,25.00,202403.00,,,,,,0.50,-0.02,0.03,0.03,0.00,0.03,0.00,0.01,0.00,0.03,-0.02,0.01,-4.00,6.00,4.23,0.02,67.20
On Door Concepts,,ONDOOR,Trading,450.10,128.95,,,,29.63,10100.00,6.84,,,,,,,,,5.38,,,,,9.52,,,,,,,136.32,202403.00,,,,,,104.56,2.66,,,,,,,,,,0.67,,,,1.61,254.24
