Name,BSE Code,NSE Code,Industry,Current Price,Price to Sales,Price to Free Cash Flow,EVEBITDA,Current ratio,Interest Coverage Ratio,PEG Ratio,Working Capital to Sales ratio,QoQ Profits,QoQ Sales,Net worth,Market Cap to Sales,Interest Coverage,Enterprise Value to EBIT,Debt Capacity,Debt To Profit,Total Capital Employed,CROIC,debtplus,Leverage,Dividend Payout,Intrinsic Value,cash debt contingent liabilities by mcap,Cash by market cap,52w Index,Down from 52w high,Up from 52w low,From 52w high,Mkt Cap To Debt Cap,Dividend Payout Ratio,Graham,Price to Cash Flow,ROCE3yr avg,PB X PE,NCAVPS,Market Capt to Cash Flow,Altman Z Score,Market cap to quarterly profit,Market Capitalization
Fischer Medical,524743,,Trading,645.00,164.48,,1446.81,18.43,31.14,,319.45,,,80.25,164.48,31.14,1566.28,,0.91,81.73,,,,0.00,,,,79.66,18.63,865.57,0.81,,0.00,10.77,-469.49,0.00,80642.20,12.53,-469.49,66.52,1332.34,3450.75
Five-Star Bus.Fi,543663,FIVESTAR,Finance & Investments,815.35,10.92,-20.07,17.71,10.57,3.38,0.72,71.98,8.90,8.62,5196.15,10.92,3.38,17.98,-0.33,7.56,1635.59,-11.83,1.22,1.96,0.00,706.95,-19.55,0.07,77.87,6.98,35.88,0.93,-1.83,0.00,338.04,-11.24,15.10,132.09,53.72,-11.24,4.68,101.02,23845.85
Flair Writing,544030,FLAIR,Printing & Stationery,297.00,3.41,-451.93,15.10,5.31,21.66,2.09,58.36,51.17,6.33,889.17,3.41,21.66,17.77,0.10,0.48,806.74,-0.94,0.06,0.96,0.00,135.43,5.68,0.04,18.97,42.26,20.68,0.58,5.41,0.00,145.89,132.20,25.32,93.28,50.87,132.19,7.79,96.58,3130.24
Flex Foods,523672,,Food - Processing - Indian,124.90,1.28,-2.07,-234.06,0.96,-1.05,,49.90,88.19,59.28,75.25,1.28,-1.05,-23.13,-1.58,-10.13,330.90,-22.33,3.82,5.13,-2.40,,-184.58,0.01,57.83,18.90,46.94,0.81,2.45,-2.40,,-11.74,1.03,,48.42,-11.69,1.25,-88.87,155.52
Flexituff Vent.,533638,FLEXITUFF,Packaging,30.90,0.14,2.10,-5.28,0.37,-2.02,,-17.39,-16.98,-23.09,-34.32,0.14,-2.02,-3.45,-3.83,-3.65,241.59,6.56,-26.31,-30.26,0.00,,-889.71,1.07,19.96,46.70,27.95,0.53,0.11,0.00,,6.50,-16.20,,-38.68,6.49,-0.01,-1.31,83.07
Flomic Global,504380,,Miscellaneous,74.14,0.41,7.12,6.95,1.05,1.36,0.39,17.91,-2.72,13.42,43.36,0.41,1.36,19.46,-0.37,51.75,141.55,14.01,2.63,4.00,0.00,59.21,-69.32,0.16,25.87,25.04,13.19,0.75,0.78,0.00,25.44,6.64,17.69,190.65,32.69,6.63,3.55,75.25,134.69
Flora Corporatio,540267,,Trading,11.87,0.07,5.49,17.54,1.14,,1.69,3.22,108.33,113.76,4.71,0.07,,17.88,0.21,0.00,4.71,41.55,0.00,4.64,0.00,4.78,12.05,0.11,54.23,26.23,72.78,0.74,2.90,0.00,7.27,33.31,4.94,60.04,5.37,33.45,4.75,1037.00,10.37
Flora Textiles,530705,,Textiles - Processing,24.42,31.87,23.13,3.37,0.78,68.56,0.04,-13.04,4473.33,50.00,-6.41,31.87,68.56,3.40,-0.35,1.04,-0.06,469.14,-0.99,-0.07,0.00,,-42.91,0.00,100.00,0.00,171.33,1.00,3.19,0.00,,-183.15,1554.06,,-0.10,-183.25,167.77,2.23,14.66
Fluidomat,522017,,Engineering,619.95,5.51,51.93,16.61,4.23,,0.58,51.92,59.00,23.91,60.92,5.51,,17.32,0.08,0.00,37.04,10.62,0.06,1.08,20.78,480.57,-0.71,0.01,73.28,16.09,110.87,0.84,4.49,20.78,271.45,29.46,26.20,117.28,58.80,29.65,10.16,73.65,305.64
Foce India,,FOCE,Trading,995.00,6.07,42.16,25.10,1.15,33.22,,36.10,107.35,109.73,64.41,6.07,33.22,25.45,,1.38,29.86,17.48,0.34,1.78,0.00,987.25,-4.28,0.00,91.55,2.93,48.51,0.97,,0.00,310.14,1805.74,31.13,231.64,59.12,1803.15,9.49,,486.85
Focus Lighting,,FOCUS,Electric Equipment,147.58,4.37,-71.61,18.76,3.06,37.94,0.80,42.91,7.54,5.26,128.67,4.37,37.94,21.53,0.00,0.33,136.63,-11.66,0.10,1.24,0.00,126.45,-1.05,0.01,29.63,32.24,25.06,0.68,115.76,0.00,50.81,158.84,34.62,192.05,14.48,158.79,11.75,93.96,978.17
Fone4 Communica.,543521,,Trading,4.50,0.05,-22.86,-1.69,0.74,-22.85,,-4.39,-7925.00,22.27,7.12,0.05,-22.85,-1.65,-1.61,-0.40,-6.06,-2.15,0.95,3.51,0.00,,-88.01,0.01,31.11,40.79,45.16,0.59,-0.19,0.00,,-30.78,-12.60,,-3.66,-30.68,3.59,,7.67
Fonebox,,FONEBOX,Trading,177.70,0.61,-56.78,27.32,4.14,9.22,,14.39,,,20.19,0.61,9.22,31.56,,0.06,47.16,-25.22,0.01,19.55,0.00,233.43,0.40,0.01,65.64,15.38,53.19,0.85,,0.00,46.86,-1143.94,44.67,323.68,41.57,-1139.44,11.17,,182.31
Foods & Inns,507552,FOODSIN,Food - Processing - Indian,151.10,0.87,-10.23,10.35,1.35,2.40,1.94,56.24,39.47,130.36,398.56,0.87,2.40,11.89,-0.52,12.77,858.91,-11.83,1.15,2.31,4.64,126.93,-49.23,0.03,25.82,32.04,19.64,0.68,-5.35,4.64,101.09,-40.53,14.89,51.53,98.06,-40.53,3.94,169.01,883.90
Forbes & Co,502865,,Engineering,640.00,6.56,6.46,28.96,0.87,16.24,1.13,-24.07,-13.74,632.38,140.28,6.56,16.24,30.80,0.86,-2.04,-2.89,57.05,1.58,3.95,0.00,,-22.64,0.06,71.98,19.62,168.11,0.80,0.40,0.00,,-41.16,9.35,225.62,-23.50,-41.16,4.02,121.77,825.59
Forbes Precision,544186,,Engineering,353.35,7.98,,34.63,1.89,35.34,,21.46,155.92,9.74,137.75,7.98,35.34,44.30,,0.30,143.05,,,0.74,0.00,,,0.00,87.46,5.53,69.07,0.94,,0.00,,192.74,0.00,,9.50,192.71,17.44,168.80,1823.07
Force Motors,500033,FORCEMOT,Automobiles - LCVs / HCVs,9020.00,1.70,46.47,12.81,1.25,10.74,1.39,7.91,64.20,18.89,2255.14,1.70,10.74,17.93,0.10,1.35,2755.02,9.13,0.28,1.87,6.79,5433.25,-1.57,0.02,84.04,12.24,276.19,0.88,2.40,6.79,3367.83,11.74,8.38,161.06,418.75,11.72,7.26,84.76,11888.39
Fortis Health.,532843,FORTIS,Healthcare,477.70,5.23,83.94,27.84,0.45,7.43,1.43,-22.93,51.34,6.32,7662.90,5.23,7.43,37.64,0.05,1.79,8834.91,4.59,0.47,1.66,12.61,106.83,-8.39,0.01,84.05,6.31,54.97,0.94,4.19,12.61,134.60,32.79,10.03,288.44,-20.94,32.78,5.77,204.15,36064.35
Fortis Malar,523696,,Healthcare,62.70,1.99,-1134.67,1.62,17.67,-0.84,,181.12,1451.25,-68.60,109.47,1.99,-0.84,-2.56,0.94,0.00,106.88,-0.09,0.12,1.16,10.35,106.30,81.25,0.50,29.25,41.91,42.50,0.58,11.78,10.35,178.27,-16.06,-1.77,,57.16,-16.10,4.46,160.97,117.51
Fortune Interntl,530213,,Trading,51.00,,38.53,-253.43,22.00,,-0.87,,197.01,,39.10,,,-221.75,1.16,0.09,0.84,2.50,0.01,0.95,0.00,56.46,1.17,0.02,44.83,35.28,79.51,0.65,3.60,0.00,94.68,-108.18,1.91,6.47,1.20,-108.79,2.85,18.04,35.90
Foseco India,500150,FOSECOIND,Chemicals,4199.95,5.49,66.32,26.15,2.84,949.78,2.79,49.46,-2.82,0.19,286.62,5.49,949.78,28.72,0.13,0.02,282.53,15.39,0.01,1.33,21.89,2057.17,8.51,0.08,91.01,3.76,65.35,0.96,5.05,21.89,1085.98,47.07,27.18,387.22,377.91,47.00,13.72,169.32,2683.76
Foundry Fuel,513579,,Miscellaneous,10.35,,-47.77,-48.11,0.02,-3.17,,,-120.00,,-1.00,,-3.17,-48.11,-0.16,-3.44,-0.14,173.33,-0.86,-0.12,0.00,,-10.12,0.00,64.72,29.01,299.61,0.71,-3.91,0.00,,-48.71,0.00,,-0.29,-48.82,91.48,-75.45,8.30
Fourth Gen.,532403,,Computers - Software - Medium / Small,5.45,32.17,-190.75,-27.00,0.68,,,-716.67,-600.00,-33.33,-0.54,32.17,,-15.43,-0.07,-2.07,-0.21,7.41,-0.55,-2.87,0.00,,-11.92,0.02,88.81,5.22,77.52,0.95,5.15,0.00,,13.63,-280.00,,-1.23,13.79,0.80,-38.60,1.93
Franklin Indust.,540190,,Trading,5.29,1.51,-61.52,6.76,2.08,,0.05,23.43,64.06,7.95,14.53,1.51,,6.78,-0.03,0.02,12.21,-13.14,0.02,1.21,0.00,8.68,-0.31,0.00,35.42,55.17,207.56,0.45,-8.82,0.00,4.04,-54.25,63.53,38.45,0.82,-54.25,9.66,13.51,76.49
Franklin Leasing,539839,,Finance & Investments,15.30,2.15,24.34,79.48,74.67,7.25,-124.62,78.65,295.00,10.09,37.73,2.15,7.25,79.48,-1.42,0.00,8.84,0.83,0.00,3.70,0.00,10.63,0.87,0.01,81.29,10.79,110.74,0.89,-0.13,0.00,8.05,21.58,5.69,81.35,5.59,21.56,3.02,,24.15
Fraser & Company,539032,,Trading,5.03,136.33,-5.63,-6.69,1.40,-18.25,,10000.00,-117.65,-100.00,6.94,136.33,-18.25,-5.96,0.01,-0.41,3.22,-9.21,0.05,2.03,0.00,,-6.36,0.01,21.08,36.73,18.35,0.63,3.48,0.00,,31.34,6.13,,3.70,31.46,1.20,-11.05,4.09
Fredun Pharma,539730,,Pharmaceuticals - Indian - Formulations,876.00,1.18,-32.15,13.23,1.47,2.57,0.92,52.45,19.91,35.67,121.47,1.18,2.57,14.66,-0.29,6.75,229.66,-6.38,0.87,2.33,0.00,718.41,-25.39,0.01,37.73,29.86,34.77,0.70,-5.93,0.00,441.09,-935.73,16.49,88.53,389.55,-932.55,4.91,81.09,410.32
Freshtrop Fruits,530077,,Food - Processing - Indian,133.00,0.99,4.03,-79.05,7.29,-7.67,,101.14,-100.44,59.35,141.93,0.99,-7.67,-17.18,1.35,0.09,150.38,21.01,0.10,1.16,0.00,263.67,-2.84,0.06,7.33,53.29,9.92,0.47,0.35,0.00,442.19,1.45,5.51,,134.68,1.44,3.61,-504.71,105.99
Frog Cellsat,,FROG,Telecommunications - Equipment,328.00,3.21,-24.61,22.32,3.21,42.00,1.02,34.00,132.39,-0.49,131.70,3.21,42.00,25.83,0.04,0.31,129.88,-16.30,0.04,1.12,0.00,241.99,-0.69,0.02,92.47,4.65,149.43,0.95,5.93,0.00,137.09,73.21,25.16,128.73,34.81,73.38,8.23,76.71,506.30
Frontier Capital,508980,,Finance & Investments,21.70,129.93,1822.80,330.91,0.53,,20.79,-96.43,0.00,66.67,2.45,129.93,,330.91,-0.04,0.64,-0.27,0.81,0.03,1.23,0.00,0.88,-0.05,0.01,49.61,46.53,597.75,0.53,-5.77,0.00,1.47,-113.93,19.85,4907.59,-0.16,-113.69,19.92,1212.67,36.38
Frontier Springs,522195,,Auto Ancillaries,1559.95,4.54,200.79,28.81,1.94,88.35,5.25,22.49,56.83,33.68,89.31,4.54,88.35,34.86,0.08,0.29,77.19,3.52,0.04,1.31,4.57,759.19,-0.23,0.00,91.29,6.53,274.49,0.93,4.69,4.57,410.22,52.58,16.47,326.58,78.10,53.12,10.85,121.70,614.61
Frontline Corp.,532042,,Trading,40.69,0.23,-6.61,22.53,0.54,8.09,0.45,25.83,-39.02,6.52,12.50,0.23,8.09,42.91,-2.73,46.71,59.00,-4.74,30.67,5.75,0.00,36.51,-1879.07,0.04,49.05,25.90,50.70,0.74,-9.47,0.00,37.05,-8.62,3.62,27.19,45.38,-8.62,2.22,81.40,20.35
Fruition Venture,538568,,Finance & Investments,61.75,154.38,-69.91,-114.86,3.49,,,1462.50,,,5.13,154.38,,-105.29,0.02,-4.86,5.40,-5.72,0.35,1.21,0.00,,-2.31,0.10,80.60,11.96,129.64,0.88,6.37,0.00,,-20.76,4.26,,5.85,-20.76,7.02,-112.27,24.70
FSN E-Commerce,543384,NYKAA,Trading,176.25,7.89,-166.58,135.82,1.22,1.83,57.60,19.17,-48.05,-6.75,1262.23,7.89,1.83,336.37,-0.02,24.39,1922.20,-13.61,1.28,2.52,0.00,5.34,-2.74,0.00,70.61,9.85,35.58,0.90,-56.80,0.00,3.35,201404.40,6.40,62241.16,4.29,201406.64,26.67,7265.75,50351.66
Fundviser Capit.,530197,,Finance & Investments,141.30,66.51,-145.52,95.88,106.70,,1.71,1089.69,100.00,212.50,11.26,66.51,,95.88,0.12,0.00,10.57,-4.53,0.01,0.75,0.00,20.69,12.15,0.09,91.73,7.77,1430.88,0.92,-6.07,0.00,23.13,-23.38,1.47,840.08,22.98,-23.21,10.10,,64.51
Fusion Microfin.,543652,FUSION,Finance & Investments,452.95,1.97,-2.92,7.94,6.56,1.84,0.15,61.08,4.93,8.93,2848.15,1.97,1.84,7.99,-2.39,17.05,1448.66,-15.20,3.03,3.71,0.00,1020.42,-154.95,0.29,13.37,34.45,8.83,0.66,-0.29,0.00,565.47,-3.37,12.17,14.37,140.66,-3.38,1.71,34.35,4558.07
Future Consumer,533400,FCONSUMER,Trading,0.97,0.52,2.41,-1485.70,0.49,-0.30,,-0.80,-20.43,-4.06,-305.79,0.52,-0.30,-32.56,-1.10,-3.04,6.54,46.21,-2.04,-1.63,0.00,,-316.64,0.06,59.15,23.02,76.36,0.77,0.27,0.00,,208.29,-20.07,,-0.01,208.29,0.37,-7.47,193.71
Future Ent. DVR,570002,FELDVR,Trading,5.88,,,,,,,,-40.83,4.57,,,,,,,,,,,,,,,64.26,14.41,43.41,0.86,,,,,0.00,,,,,3.80,23.16
Future Enterp.,523574,FEL,Trading,0.80,0.59,0.08,-17.07,0.02,-42.82,,-479.93,-1418.86,-27.35,-428.13,0.59,-42.82,-8.23,-56.21,-7.96,2600.41,,,-15.99,0.00,,,0.14,40.00,27.27,33.33,0.73,0.01,0.00,,0.03,-7.24,,-11.03,0.06,-0.56,-0.04,61.19
Future Lifestyle,536507,FLFL,Trading,2.54,0.02,0.13,-2.48,0.68,-4.26,,-42.34,94.46,-34.91,-2026.35,0.02,-4.26,-1.43,4.87,-0.63,-498.24,20.57,-1.39,-2.84,0.00,,-5374.68,1.09,15.85,60.74,41.11,0.39,0.01,0.00,,0.08,-24.93,,-48.54,0.08,-1.41,-6.81,51.27
Future Market,533296,FMNL,Miscellaneous,6.55,0.41,22.83,4.76,0.35,1.25,,-94.16,-235.55,-1.41,22.32,0.41,1.25,8.07,-3.99,-15.93,68.89,0.75,5.86,19.13,0.00,,-323.07,0.37,33.08,40.45,50.57,0.60,-0.16,0.00,,-2.06,10.75,,-15.23,-2.07,0.44,-7.70,37.71
Future Retail,540064,FRETAIL,Trading,3.09,0.02,-0.07,-10.12,0.70,-2.01,,57.42,3.70,18.74,-1117.91,0.02,-2.01,-4.70,-86.75,-4.34,11014.80,-20.13,-13.78,16.75,0.00,,-9153.63,0.65,58.05,21.77,62.63,0.78,-0.05,0.00,,-1.08,5.27,,90.44,-1.08,0.19,-0.16,167.56
Future Supply,540798,FSC,Miscellaneous,3.37,0.03,2.46,3.33,0.46,0.81,,-14.22,95.19,-49.91,-140.32,0.03,0.81,9.58,-23.73,-0.78,334.12,0.68,-3.87,-9.09,0.00,,-3651.66,0.19,1.79,76.55,6.31,0.23,0.02,0.00,,0.10,3.25,,-17.71,0.10,0.62,-0.49,14.79
Futuristic Sec.,523113,,Finance & Investments,20.59,67.00,-47.52,-44.56,91.00,,,1500.00,-100.00,0.00,1.37,67.00,,-44.56,0.04,0.00,0.91,-6.15,0.00,1.04,0.00,,0.25,0.00,42.02,25.99,34.14,0.74,-4.02,0.00,,-34.32,-3.26,,4.50,-33.50,6.61,,4.02
Futuristic Solu,534063,,Finance & Investments,102.00,30.34,59.06,49.81,9.64,66.67,3.98,405.11,3325.00,227.12,15.32,30.34,66.67,50.06,0.13,0.00,14.29,11.98,0.00,1.10,74.26,12.55,6.25,0.06,65.70,22.73,129.01,0.77,4.55,74.26,21.05,194.73,12.34,528.67,13.58,194.16,12.93,82.78,106.79
G D Trad&Agency,504346,,Finance & Investments,21.07,0.55,,-409.00,2.10,,,57.89,900.00,,-7.79,0.55,,-409.00,-38.60,-400.00,0.22,-11.27,,-0.03,0.00,,-3795.24,0.07,100.00,0.00,,1.00,-0.38,0.00,,,-33.25,,,-1.00,-23.79,2.63,0.21
G G Automotive,531399,,Engineering,148.60,1.30,110.45,11.91,1.25,3.86,6.52,23.35,21.57,48.48,31.74,1.30,3.86,17.34,-0.02,6.15,61.66,1.93,0.96,2.40,0.00,85.34,-22.62,0.01,90.06,6.63,180.11,0.93,1.39,0.00,67.51,10.35,9.52,109.28,26.81,10.39,4.87,99.84,123.80
G G Dandekar,505250,,Miscellaneous,103.00,16.56,-5.88,20.19,5.02,-1.00,,188.51,-369.62,19.23,46.93,16.56,-1.00,-109.86,0.03,-1.00,49.27,-15.70,0.25,1.20,0.00,,-11.56,0.10,46.51,36.73,101.96,0.63,-2.88,0.00,,33.86,-1.26,,11.63,33.58,2.79,-13.62,49.03
G G Engineering,540614,,Trading,2.07,1.37,-7.25,26.25,7.44,17.37,1.59,76.38,912.96,75.68,204.38,1.37,17.37,26.61,-0.20,0.41,163.88,-28.36,0.01,0.85,0.00,2.72,-0.48,0.01,54.77,30.30,111.22,0.70,-0.96,0.00,1.29,-3.09,5.79,58.37,1.16,-3.09,5.14,52.96,289.70
G K Consultants,531758,,Finance & Investments,16.45,7.95,186.83,40.37,173.50,,-16.38,627.27,-66.67,95.65,6.95,7.95,,40.37,0.07,0.00,6.93,0.67,0.00,1.01,0.00,5.25,12.24,0.09,94.74,3.24,151.15,0.97,-4.37,0.00,8.81,11.47,3.02,78.03,13.02,11.50,4.82,874.00,8.74
G K P Printing,542666,,Trading,9.89,0.77,-54.40,-34.25,2.60,-3.21,,61.70,-19600.00,6.11,21.55,0.77,-3.21,-17.00,-0.14,-1.86,23.82,-1.63,0.15,1.66,0.00,,-5.42,0.10,11.71,40.42,9.89,0.60,-2.79,0.00,,16.12,2.16,,7.91,16.13,3.20,-11.16,21.77
G M Breweries,507488,GMBREW,Breweries & Distilleries,656.50,2.44,27.18,8.12,1.30,478.32,0.81,4.53,283.36,1.85,822.32,2.44,478.32,8.40,0.50,0.00,273.47,7.32,0.00,1.03,8.45,716.02,0.88,0.01,87.05,4.68,49.20,0.95,1.80,8.45,734.36,25.25,21.20,17.95,12.23,25.31,5.21,17.31,1499.93
G M D C,532181,GMDCLTD,Mining / Minerals / Metals,396.55,5.12,38.39,13.45,4.73,281.14,1.53,83.49,77.29,33.05,6116.00,5.12,281.14,14.74,0.17,0.00,3899.41,5.51,0.19,1.17,44.05,226.81,-5.30,0.02,67.99,21.63,141.73,0.78,3.02,44.05,289.82,116.12,20.88,42.52,64.66,116.12,4.94,60.88,12610.29
G M Polyplast,543239,,Plastics Products,182.00,2.66,249.02,21.17,3.99,27.65,0.86,28.06,-60.71,12.32,31.76,2.66,27.65,23.84,0.02,0.17,31.90,3.61,0.04,1.46,0.00,93.43,-0.15,0.00,69.41,15.55,71.70,0.84,11.92,0.00,52.88,49.54,31.78,266.73,19.13,49.39,14.31,,244.96
G N F C,500670,GNFC,Chemicals,723.30,1.34,11.32,9.36,4.15,51.08,-2.71,42.91,33.68,1.05,8198.00,1.34,51.08,13.71,0.74,0.01,6930.00,10.90,0.06,1.35,50.01,567.35,9.54,0.17,67.62,11.24,35.96,0.89,0.77,50.01,643.69,332.04,21.25,27.84,231.65,332.13,4.04,83.69,10628.24
G R Infraproject,543317,GRINFRA,Construction,1727.90,1.86,-24.71,8.87,2.97,3.52,1.72,48.50,127.72,16.45,7591.79,1.86,3.52,9.95,-0.13,2.88,5739.52,-5.78,0.55,1.76,0.00,2265.69,-20.74,0.05,84.18,7.10,68.58,0.93,-3.40,0.00,1555.15,-10.49,18.32,33.90,450.44,-10.49,4.49,54.08,16706.87
G S Auto Intl.,513059,,Auto Ancillaries,36.55,0.35,12.43,8.94,0.92,1.21,1.20,11.17,262.50,0.26,21.84,0.35,1.21,14.91,-0.40,49.30,56.25,7.49,1.98,4.54,0.00,13.60,-79.59,0.02,65.90,21.33,110.06,0.79,1.10,0.00,12.69,5.95,5.45,186.79,11.61,5.96,3.11,182.97,53.06
G S F C,500690,GSFC,Fertilizers,247.05,1.08,71.10,8.40,4.37,63.84,6.44,48.08,-79.30,-2.12,12726.99,1.08,63.84,10.55,1.01,0.01,7185.57,1.12,0.07,1.14,28.26,191.48,14.17,0.19,57.23,23.38,69.04,0.77,1.48,28.26,318.94,-36.72,10.46,13.61,110.44,-36.72,3.35,403.13,9844.42
G V Films,523277,,Entertainment / Electronic Media Software,0.83,130.93,-76.42,-173.58,0.85,-1.55,,1537.93,176.09,,20.47,130.93,-1.55,-109.74,-0.27,-45.70,26.28,-2.59,1.03,3.41,0.00,,-27.05,0.00,53.75,30.83,107.50,0.69,-24.50,0.00,,-20.74,-1.44,,0.10,-20.75,2.23,216.97,75.94
G-Tec Janix,,GTECJAINX,Miscellaneous,70.00,8.57,-1127.37,149.79,3.05,14.00,,48.92,-2450.00,-12.44,4.74,8.57,14.00,513.57,-0.03,-7.92,5.06,-1.17,0.20,1.40,0.00,,-0.80,0.01,15.79,50.23,23.35,0.50,-13.21,0.00,,-476.00,-10.37,,3.99,-475.53,19.15,-151.77,71.33
G-Tech Info.,532139,,Computers - Software - Medium / Small,1.60,,56.00,21.50,0.45,,2.78,,,,0.11,,,21.50,0.17,0.00,-0.17,9.09,0.00,3.50,0.00,0.27,23.21,0.21,100.00,0.00,37.93,1.00,-3.73,0.00,0.45,28.00,-2.20,285.04,-0.49,28.00,2.12,,0.56
Gabriel India,505714,GABRIEL,Auto Ancillaries,484.90,2.08,126.44,21.49,1.86,47.13,2.64,14.60,22.70,5.51,1008.65,2.08,47.13,27.02,0.09,0.06,976.90,5.80,0.07,1.51,19.39,200.66,0.08,0.01,90.14,6.21,153.34,0.94,3.74,19.39,142.71,36.86,22.13,259.92,33.99,36.88,10.75,132.14,6965.33
Gabriel Pet,544108,,Textiles - Manmade,150.00,3.70,,,,45.00,,,,,,3.70,45.00,,,,,,,,0.00,,,,65.82,11.84,34.89,0.88,,0.00,,,0.00,,,,,,39.70
GACM Tech,531723,GATECH,Finance & Investments,1.21,8.30,-8.24,24.87,4.04,2.76,3.58,100.69,10.34,50.00,7.02,8.30,2.76,35.02,-0.21,7.14,8.25,-39.37,1.10,2.11,0.00,0.23,-1.84,0.06,13.64,58.56,28.72,0.41,-1.31,0.00,0.39,-16.74,-25.85,318.67,0.21,-24.33,7.37,187.00,59.84
GACM Tech-DVR,570005,GATECHDVR,Finance & Investments,2.91,1.79,,62.17,2.61,-0.14,,30.87,,,-6.69,1.79,-0.14,-223.80,,-14.10,4.68,,-2.53,-1.83,0.00,,-95.17,0.05,0.42,83.11,2.11,0.17,,0.00,,95.55,-1.41,,0.50,95.56,2.50,860.00,17.20
Gagan Gases,524624,,Chemicals,22.09,4.69,78.48,50.25,25.08,3.25,-10.67,135.68,-71.43,6.67,3.05,4.69,3.25,77.31,0.01,6.50,3.49,3.73,0.13,1.28,0.00,7.49,-0.50,0.02,51.09,30.97,88.16,0.69,23.53,0.00,4.49,110.45,10.41,545.79,6.42,111.11,7.22,500.00,10.00
GAIL (India),532155,GAIL,Miscellaneous,219.95,1.09,-146.14,9.70,0.94,18.51,1.80,3.97,-22.52,-5.60,76997.18,1.09,18.51,12.37,0.20,2.20,84102.95,-1.09,0.45,1.51,36.53,169.63,-22.84,0.01,89.69,5.68,110.08,0.94,1.36,36.53,199.17,11.49,15.89,27.45,8.04,11.49,4.19,58.58,144619.30
Gajanan Sec.Serv,538609,,Finance & Investments,89.00,76.67,1182.43,89.88,8.40,,134.10,1480.56,331.25,333.33,114.78,76.67,,89.88,3.81,0.00,9.96,0.02,0.00,1.00,0.00,96.71,21.85,0.34,98.32,1.11,193.05,0.99,5.78,0.00,162.18,34.49,0.22,7.04,17.19,34.50,1.84,40.00,27.60
Gala Global,539228,,Printing & Stationery,3.60,0.26,-2.34,44.92,1.92,0.86,,71.67,-243.48,2.66,42.52,0.26,0.86,54.66,-2.00,122.43,68.18,-12.45,0.60,2.64,0.00,1.55,-130.66,0.00,12.42,61.04,28.57,0.39,-0.36,0.00,2.60,-14.04,3.17,,9.88,-14.05,2.15,-21.38,19.67
Galactico Corpo.,542802,,Finance & Investments,3.96,2.61,-18.95,17.80,2.01,4.91,2.35,135.79,-52.46,10.29,32.54,2.61,4.91,22.40,-0.20,11.87,50.00,-6.15,0.77,1.96,0.00,2.22,-40.87,0.01,11.54,57.87,21.85,0.42,-20.89,0.00,2.61,-8.02,19.78,52.39,2.06,-8.02,2.89,203.48,59.01
Galada Finance,538881,,Finance & Investments,16.47,3.69,-10.44,9.02,12.57,1.98,0.49,60.45,400.00,29.73,5.53,3.69,1.98,11.14,-1.05,12.79,1.57,-5.68,0.79,1.52,0.00,12.93,-82.59,0.05,78.11,10.25,68.75,0.90,-0.99,0.00,21.68,-2.27,5.73,12.93,2.70,-2.27,2.07,24.70,4.94
Galaxy Agrico,531911,,Castings & Forgings,41.55,1.55,-18.70,-115.73,1.95,-7.88,,23.22,-250.00,-79.08,4.13,1.55,-7.88,-20.21,-0.14,-2.91,4.87,-10.48,0.40,1.54,0.00,,-12.26,0.02,64.03,22.03,101.21,0.78,-14.18,0.00,,-17.53,-5.22,,6.30,-17.72,4.95,-75.60,11.34
Galaxy Bearings,526073,,Bearings,1412.10,3.53,-2118.15,16.76,2.79,51.86,1.02,55.78,21.19,50.00,93.23,3.53,51.86,17.92,0.09,0.85,108.45,-0.23,0.17,1.20,0.00,1104.34,-3.50,0.00,23.87,21.55,9.42,0.78,3.48,0.00,625.15,94.93,30.62,115.05,221.59,94.33,9.08,73.37,449.03
Galaxy Cloud,506186,,Food - Processing - Indian,42.07,89.17,-29.50,-53.27,0.11,-3.61,,-277.36,76.76,-23.53,-21.42,89.17,-3.61,-49.20,-0.11,-1.22,-4.96,908.27,-0.81,-0.55,0.00,,-9.04,0.00,87.86,9.53,320.70,0.90,-16.02,0.00,,-17.79,-34.90,,-1.31,-17.80,54.80,143.22,189.05
Galaxy Surfact.,540935,GALAXYSURF,Chemicals,2754.10,2.57,45.73,19.52,2.82,17.76,3.43,31.45,8.59,-1.22,2179.25,2.57,17.76,24.41,0.14,0.62,2324.78,9.34,0.11,1.29,25.87,1242.49,-0.02,0.02,70.00,7.39,22.89,0.93,2.20,25.87,1084.41,18.86,20.03,145.85,336.14,18.84,8.65,125.99,9764.55
Gallantt Ispat L,532726,GALLANTT,Steel - Medium / Small,361.00,2.06,-1327.89,20.13,2.33,12.04,1.51,23.25,83.51,10.80,2450.73,2.06,12.04,26.98,0.02,2.05,2998.44,-0.23,0.20,1.24,10.71,246.08,-5.60,0.00,96.49,2.96,513.42,0.97,3.92,10.71,146.09,25.30,10.87,136.82,40.73,25.30,7.62,91.31,8710.24
Gallops Enterp.,531902,,Construction,22.10,138.63,-78.93,1039.00,26.80,,-18.82,1612.50,0.00,,1.49,138.63,,1039.00,0.02,0.00,1.29,-9.36,0.00,1.02,0.00,0.69,6.31,0.03,42.39,26.09,35.09,0.74,-6.25,0.00,1.16,-92.08,1.36,8232.14,2.58,-92.42,13.87,-369.67,11.09
